,labels_yaleA_DBSCAN_params1,labels_yaleA_DBSCAN_params15,labels_yaleA_DBSCAN_params22,labels_yaleA_DBSCAN_params29,labels_yaleA_DBSCAN_params36,labels_yaleA_DBSCAN_params43,labels_yaleA_DBSCAN_params50,labels_yaleA_DBSCAN_params57,labels_yaleA_DBSCAN_params64,labels_yaleA_DBSCAN_params71,labels_yaleA_DBSCAN_params78,labels_yaleA_DBSCAN_params8,labels_yaleA_DBSCAN_params85,labels_yaleA_DBSCAN_params92,labels_yaleA_DBSCAN_params99
ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
