,labels_ionosphere_SpectralClustering_params1,labels_ionosphere_SpectralClustering_params10,labels_ionosphere_SpectralClustering_params11,labels_ionosphere_SpectralClustering_params12,labels_ionosphere_SpectralClustering_params13,labels_ionosphere_SpectralClustering_params14,labels_ionosphere_SpectralClustering_params15,labels_ionosphere_SpectralClustering_params16,labels_ionosphere_SpectralClustering_params17,labels_ionosphere_SpectralClustering_params18,labels_ionosphere_SpectralClustering_params19,labels_ionosphere_SpectralClustering_params2,labels_ionosphere_SpectralClustering_params20,labels_ionosphere_SpectralClustering_params21,labels_ionosphere_SpectralClustering_params22,labels_ionosphere_SpectralClustering_params23,labels_ionosphere_SpectralClustering_params24,labels_ionosphere_SpectralClustering_params25,labels_ionosphere_SpectralClustering_params26,labels_ionosphere_SpectralClustering_params27,labels_ionosphere_SpectralClustering_params28,labels_ionosphere_SpectralClustering_params29,labels_ionosphere_SpectralClustering_params3,labels_ionosphere_SpectralClustering_params30,labels_ionosphere_SpectralClustering_params31,labels_ionosphere_SpectralClustering_params32,labels_ionosphere_SpectralClustering_params33,labels_ionosphere_SpectralClustering_params34,labels_ionosphere_SpectralClustering_params35,labels_ionosphere_SpectralClustering_params36,labels_ionosphere_SpectralClustering_params4,labels_ionosphere_SpectralClustering_params5,labels_ionosphere_SpectralClustering_params6,labels_ionosphere_SpectralClustering_params7,labels_ionosphere_SpectralClustering_params8,labels_ionosphere_SpectralClustering_params9
BARI,0.12553034370633737,-0.043333271083306535,-0.047316478627941014,-0.043333271083306535,-0.0356638238235841,0.2434461932086872,0.23612347476501305,0.23959527635266561,0.2705480395203836,0.24149493530150778,-0.03585262056797051,0.14795218805680088,-0.03337453153986943,-0.03585262056797051,-0.03337453153986943,-0.03585262056797051,-0.03337453153986943,0.20534393646617166,0.20326658354386684,0.2625451666401932,0.24458311586631643,0.22675227554119348,-0.03388528652113948,0.21417928367197336,-0.0356638238235841,-0.025802167171598854,-0.0356638238235841,-0.025802167171598854,-0.0356638238235841,-0.025802167171598854,0.1140105619987723,0.13118954260772606,0.12310002890610246,-0.047316478627941014,-0.043333271083306535,-0.047316478627941014
