,labels_s1_MeanShift_params1,labels_s1_MeanShift_params10,labels_s1_MeanShift_params11,labels_s1_MeanShift_params12,labels_s1_MeanShift_params13,labels_s1_MeanShift_params14,labels_s1_MeanShift_params15,labels_s1_MeanShift_params16,labels_s1_MeanShift_params17,labels_s1_MeanShift_params18,labels_s1_MeanShift_params2,labels_s1_MeanShift_params3,labels_s1_MeanShift_params4,labels_s1_MeanShift_params5,labels_s1_MeanShift_params6,labels_s1_MeanShift_params7,labels_s1_MeanShift_params8,labels_s1_MeanShift_params9
AMI,0.9858328289377399,0.6192734863473556,0.6194087211869819,0.6202332986002963,0.7523661046546202,0.7609319483754928,0.6194682865261346,0.6192734863473556,0.37292625897319664,0.3727535663889835,0.9858328289377399,0.9853243769036719,0.9853243769036719,0.7759490619043272,0.7908489097101677,0.7523661046546202,0.7609319483754928,0.6194682865261346
