,labels_ring_MeanShift_params1,labels_ring_MeanShift_params10,labels_ring_MeanShift_params11,labels_ring_MeanShift_params12,labels_ring_MeanShift_params13,labels_ring_MeanShift_params14,labels_ring_MeanShift_params15,labels_ring_MeanShift_params16,labels_ring_MeanShift_params17,labels_ring_MeanShift_params18,labels_ring_MeanShift_params19,labels_ring_MeanShift_params2,labels_ring_MeanShift_params20,labels_ring_MeanShift_params21,labels_ring_MeanShift_params22,labels_ring_MeanShift_params23,labels_ring_MeanShift_params24,labels_ring_MeanShift_params3,labels_ring_MeanShift_params4,labels_ring_MeanShift_params5,labels_ring_MeanShift_params6,labels_ring_MeanShift_params7,labels_ring_MeanShift_params8,labels_ring_MeanShift_params9
BARI_nn,0.13127320793688135,0.5073290082012443,0.5171349163056068,0.5093958101199051,0.5053103574750033,0.5039646461688453,0.51330130638294,0.5073290082012443,0.5182646049067957,0.5117190505891669,0.5202275741481684,0.06545115311274871,0.5126563824214063,0.5244541065336482,0.5126563824214063,0.5129768407729741,0.5126563824214063,0.5047095874356954,0.5023827046080005,0.5063917660212829,0.5041448724467766,0.5053103574750033,0.5039646461688453,0.51330130638294
