,labels_ring_SpectralClustering_params1,labels_ring_SpectralClustering_params10,labels_ring_SpectralClustering_params11,labels_ring_SpectralClustering_params12,labels_ring_SpectralClustering_params13,labels_ring_SpectralClustering_params14,labels_ring_SpectralClustering_params15,labels_ring_SpectralClustering_params16,labels_ring_SpectralClustering_params17,labels_ring_SpectralClustering_params18,labels_ring_SpectralClustering_params19,labels_ring_SpectralClustering_params2,labels_ring_SpectralClustering_params20,labels_ring_SpectralClustering_params21,labels_ring_SpectralClustering_params22,labels_ring_SpectralClustering_params23,labels_ring_SpectralClustering_params24,labels_ring_SpectralClustering_params25,labels_ring_SpectralClustering_params26,labels_ring_SpectralClustering_params27,labels_ring_SpectralClustering_params28,labels_ring_SpectralClustering_params29,labels_ring_SpectralClustering_params3,labels_ring_SpectralClustering_params30,labels_ring_SpectralClustering_params31,labels_ring_SpectralClustering_params32,labels_ring_SpectralClustering_params33,labels_ring_SpectralClustering_params34,labels_ring_SpectralClustering_params35,labels_ring_SpectralClustering_params36,labels_ring_SpectralClustering_params4,labels_ring_SpectralClustering_params5,labels_ring_SpectralClustering_params6,labels_ring_SpectralClustering_params7,labels_ring_SpectralClustering_params8,labels_ring_SpectralClustering_params9
ARI_nn,0.0007287690087183037,0.1725101847359065,0.16429462018376037,0.1725101847359065,0.22468135774152698,0.007793289726046083,0.7497869456490157,0.7497869456490157,0.7496908013041712,0.7496908013041712,0.3300391846231343,0.15312965278560386,0.2693558470880695,0.3300391846231343,0.2693558470880695,0.3300391846231343,0.2693558470880695,0.17420176106311416,0.4922163730932599,0.6662625851598528,0.6662866252615508,0.6662385450569982,1.0,0.6662265250051372,0.6662225183211192,0.6662465584247449,0.6662225183211192,0.6662465584247449,0.6662225183211192,0.6662465584247449,1.0,1.0,1.0,0.16429462018376037,0.1725101847359065,0.16429462018376037
