,labels_ecoli_DBSCAN_params26,labels_ecoli_DBSCAN_params31,labels_ecoli_DBSCAN_params32,labels_ecoli_DBSCAN_params36,labels_ecoli_DBSCAN_params37,labels_ecoli_DBSCAN_params41,labels_ecoli_DBSCAN_params42,labels_ecoli_DBSCAN_params43,labels_ecoli_DBSCAN_params46,labels_ecoli_DBSCAN_params47,labels_ecoli_DBSCAN_params48,labels_ecoli_DBSCAN_params51,labels_ecoli_DBSCAN_params55
BARI,-0.015415077656109104,-0.03031045875326959,-0.022723484068220487,0.03768263680534341,-0.017047994884500074,0.2462321956677639,0.07761926624644921,-0.004634834956076573,0.12218590450013012,0.172444249538797,0.127074374111832,0.12419428803701528,0.2014905539201754
