,labels_data1_KMeans_params1,labels_data1_KMeans_params10,labels_data1_KMeans_params11,labels_data1_KMeans_params12,labels_data1_KMeans_params13,labels_data1_KMeans_params14,labels_data1_KMeans_params15,labels_data1_KMeans_params16,labels_data1_KMeans_params17,labels_data1_KMeans_params18,labels_data1_KMeans_params19,labels_data1_KMeans_params2,labels_data1_KMeans_params20,labels_data1_KMeans_params21,labels_data1_KMeans_params22,labels_data1_KMeans_params23,labels_data1_KMeans_params24,labels_data1_KMeans_params25,labels_data1_KMeans_params26,labels_data1_KMeans_params27,labels_data1_KMeans_params28,labels_data1_KMeans_params29,labels_data1_KMeans_params3,labels_data1_KMeans_params30,labels_data1_KMeans_params31,labels_data1_KMeans_params32,labels_data1_KMeans_params33,labels_data1_KMeans_params34,labels_data1_KMeans_params35,labels_data1_KMeans_params36,labels_data1_KMeans_params37,labels_data1_KMeans_params38,labels_data1_KMeans_params39,labels_data1_KMeans_params4,labels_data1_KMeans_params40,labels_data1_KMeans_params41,labels_data1_KMeans_params42,labels_data1_KMeans_params43,labels_data1_KMeans_params44,labels_data1_KMeans_params45,labels_data1_KMeans_params46,labels_data1_KMeans_params47,labels_data1_KMeans_params48,labels_data1_KMeans_params49,labels_data1_KMeans_params5,labels_data1_KMeans_params50,labels_data1_KMeans_params51,labels_data1_KMeans_params52,labels_data1_KMeans_params53,labels_data1_KMeans_params54,labels_data1_KMeans_params55,labels_data1_KMeans_params56,labels_data1_KMeans_params57,labels_data1_KMeans_params58,labels_data1_KMeans_params59,labels_data1_KMeans_params6,labels_data1_KMeans_params60,labels_data1_KMeans_params61,labels_data1_KMeans_params62,labels_data1_KMeans_params63,labels_data1_KMeans_params64,labels_data1_KMeans_params65,labels_data1_KMeans_params66,labels_data1_KMeans_params67,labels_data1_KMeans_params68,labels_data1_KMeans_params69,labels_data1_KMeans_params7,labels_data1_KMeans_params70,labels_data1_KMeans_params71,labels_data1_KMeans_params72,labels_data1_KMeans_params8,labels_data1_KMeans_params9
cSIL,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9927212529664784,0.9190953301632407,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9190953301632407,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.8752695068238864,0.8752695068238864,0.8752695068238864,0.9190953301632407,0.8752695068238864,0.8735963088704402,0.8735963088704402,0.8752695068238864,0.8752695068238864,0.8752695068238864,0.8752695068238864,0.8735963088704402,0.8735963088704402,0.8752695068238864,0.9190953301632407,0.8752695068238864,0.8752695068238864,0.8752695068238864,0.8735963088704402,0.8735963088704402,0.8107916109846643,0.8107916109846643,0.8094198140435054,0.8094198140435054,0.8094216064909343,0.9190953301632407,0.8094216064909343,0.8107916109846643,0.8107916109846643,0.8094198140435054,0.8094198140435054,0.8094216064909343,0.8094216064909343,0.8107916109846643,0.8107916109846643,0.8094198140435054,0.9190953301632407,0.8094198140435054,0.8094216064909343,0.8094216064909343,0.9190953301632407,0.9190953301632407
GD43,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,43.818914905609496,1.8063785788463491,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,1.8063785788463491,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,5.1311706962610835,5.1311706962610835,5.1311706962610835,1.8063785788463491,5.1311706962610835,5.086726971991846,5.086726971991846,5.1311706962610835,5.1311706962610835,5.1311706962610835,5.1311706962610835,5.086726971991846,5.086726971991846,5.1311706962610835,1.8063785788463491,5.1311706962610835,5.1311706962610835,5.1311706962610835,5.086726971991846,5.086726971991846,5.1311706962610835,5.1311706962610835,5.118363802476201,5.118363802476201,5.086726971991846,1.8063785788463491,5.086726971991846,5.1311706962610835,5.1311706962610835,5.118363802476201,5.118363802476201,5.086726971991846,5.086726971991846,5.1311706962610835,5.1311706962610835,5.118363802476201,1.8063785788463491,5.118363802476201,5.086726971991846,5.086726971991846,1.8063785788463491,1.8063785788463491
GD53,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.4781658565255701,0.33864029024435793,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.33864029024435793,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.2647884956455467,0.2647884956455467,0.2647884956455467,0.33864029024435793,0.2647884956455467,0.2634691830945262,0.2634691830945262,0.2647884956455467,0.2647884956455467,0.2647884956455467,0.2647884956455467,0.2634691830945262,0.2634691830945262,0.2647884956455467,0.33864029024435793,0.2647884956455467,0.2647884956455467,0.2647884956455467,0.2634691830945262,0.2634691830945262,0.2580134518225215,0.2580134518225215,0.26115507846720576,0.26115507846720576,0.25282558132740834,0.33864029024435793,0.25282558132740834,0.2580134518225215,0.2580134518225215,0.26115507846720576,0.26115507846720576,0.25282558132740834,0.25282558132740834,0.2580134518225215,0.2580134518225215,0.26115507846720576,0.33864029024435793,0.26115507846720576,0.25282558132740834,0.25282558132740834,0.33864029024435793,0.33864029024435793
PS,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,2.6244661294327694,1.4633687222225316,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,1.4633687222225316,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,0.8784528117411738,0.8784528117411738,0.8784528117411738,1.4633687222225316,0.8784528117411738,0.8755391316822452,0.8755391316822452,0.8784528117411738,0.8784528117411738,0.8784528117411738,0.8784528117411738,0.8755391316822452,0.8755391316822452,0.8784528117411738,1.4633687222225316,0.8784528117411738,0.8784528117411738,0.8784528117411738,0.8755391316822452,0.8755391316822452,-1.042426780566538,-1.042426780566538,-1.045124334244549,-1.045124334244549,-1.0489597500313432,1.4633687222225316,-1.0489597500313432,-1.042426780566538,-1.042426780566538,-1.045124334244549,-1.045124334244549,-1.0489597500313432,-1.0489597500313432,-1.042426780566538,-1.042426780566538,-1.045124334244549,1.4633687222225316,-1.045124334244549,-1.0489597500313432,-1.0489597500313432,1.4633687222225316,1.4633687222225316
rCIP,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,1.9450130063883326e-18,2.384661966629588e-66,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,2.384661966629588e-66,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,3.4298912637626273,3.4298912637626273,3.4298912637626273,2.384661966629588e-66,3.4298912637626273,3.463638454010861,3.463638454010861,3.4298912637626273,3.4298912637626273,3.4298912637626273,3.4298912637626273,3.463638454010861,3.463638454010861,3.4298912637626273,2.384661966629588e-66,3.4298912637626273,3.4298912637626273,3.4298912637626273,3.463638454010861,3.463638454010861,6.703523984570866,6.703523984570866,6.787031042673594,6.787031042673594,6.668118323997617,2.384661966629588e-66,6.668118323997617,6.703523984570866,6.703523984570866,6.787031042673594,6.787031042673594,6.668118323997617,6.668118323997617,6.703523984570866,6.703523984570866,6.787031042673594,2.384661966629588e-66,6.787031042673594,6.668118323997617,6.668118323997617,2.384661966629588e-66,2.384661966629588e-66
WB,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.04586634744493622,0.9646304917064785,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.9646304917064785,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.052714068650456546,0.052714068650456546,0.052714068650456546,0.9646304917064785,0.052714068650456546,0.05265805464422727,0.05265805464422727,0.052714068650456546,0.052714068650456546,0.052714068650456546,0.052714068650456546,0.05265805464422727,0.05265805464422727,0.052714068650456546,0.9646304917064785,0.052714068650456546,0.052714068650456546,0.052714068650456546,0.05265805464422727,0.05265805464422727,0.05423186734680319,0.05423186734680319,0.054067719873717245,0.054067719873717245,0.05381478772183868,0.9646304917064785,0.05381478772183868,0.05423186734680319,0.05423186734680319,0.054067719873717245,0.054067719873717245,0.05381478772183868,0.05381478772183868,0.05423186734680319,0.05423186734680319,0.054067719873717245,0.9646304917064785,0.054067719873717245,0.05381478772183868,0.05381478772183868,0.9646304917064785,0.9646304917064785
XB,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.00808761998890737,0.10718116574516429,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.10718116574516429,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.509457910173545,0.509457910173545,0.509457910173545,0.10718116574516429,0.509457910173545,0.5178555734765696,0.5178555734765696,0.509457910173545,0.509457910173545,0.509457910173545,0.509457910173545,0.5178555734765696,0.5178555734765696,0.509457910173545,0.10718116574516429,0.509457910173545,0.509457910173545,0.509457910173545,0.5178555734765696,0.5178555734765696,0.42026878346849655,0.42026878346849655,0.4211098075889884,0.4211098075889884,0.4243909508321586,0.10718116574516429,0.4243909508321586,0.42026878346849655,0.42026878346849655,0.4211098075889884,0.4211098075889884,0.4243909508321586,0.4243909508321586,0.42026878346849655,0.42026878346849655,0.4211098075889884,0.10718116574516429,0.4211098075889884,0.4243909508321586,0.4243909508321586,0.10718116574516429,0.10718116574516429
SSE,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,15.160014535778473,327.5719593059185,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,327.5719593059185,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,13.094739931374374,13.094739931374374,13.094739931374374,327.5719593059185,13.094739931374374,13.081006248813274,13.081006248813274,13.094739931374374,13.094739931374374,13.094739931374374,13.094739931374374,13.081006248813274,13.081006248813274,13.094739931374374,327.5719593059185,13.094739931374374,13.094739931374374,13.094739931374374,13.081006248813274,13.081006248813274,10.802286726533245,10.802286726533245,10.769940450295412,10.769940450295412,10.720094489871217,327.5719593059185,10.720094489871217,10.802286726533245,10.802286726533245,10.769940450295412,10.769940450295412,10.720094489871217,10.720094489871217,10.802286726533245,10.802286726533245,10.769940450295412,327.5719593059185,10.769940450295412,10.720094489871217,10.720094489871217,327.5719593059185,327.5719593059185
RS,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.9548243334937413,0.5042817774104171,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.5042817774104171,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9529127633025979,0.9529127633025979,0.9529127633025979,0.5042817774104171,0.9529127633025979,0.9528952834185701,0.9528952834185701,0.9529127633025979,0.9529127633025979,0.9529127633025979,0.9529127633025979,0.9528952834185701,0.9528952834185701,0.9529127633025979,0.5042817774104171,0.9529127633025979,0.9529127633025979,0.9529127633025979,0.9528952834185701,0.9528952834185701,0.9513500925363961,0.9513500925363961,0.9514342234611037,0.9514342234611037,0.9517004848493963,0.5042817774104171,0.9517004848493963,0.9513500925363961,0.9513500925363961,0.9514342234611037,0.9514342234611037,0.9517004848493963,0.9517004848493963,0.9513500925363961,0.9513500925363961,0.9514342234611037,0.5042817774104171,0.9514342234611037,0.9517004848493963,0.9517004848493963,0.5042817774104171,0.5042817774104171
DH,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.08935627897390538,0.24521317900159273,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.24521317900159273,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08740967682966362,0.08740967682966362,0.08740967682966362,0.24521317900159273,0.08740967682966362,0.08751994124075753,0.08751994124075753,0.08740967682966362,0.08740967682966362,0.08740967682966362,0.08740967682966362,0.08751994124075753,0.08751994124075753,0.08740967682966362,0.24521317900159273,0.08740967682966362,0.08740967682966362,0.08740967682966362,0.08751994124075753,0.08751994124075753,0.08341166107754841,0.08341166107754841,0.08335758336928933,0.08335758336928933,0.08300687195660458,0.24521317900159273,0.08300687195660458,0.08341166107754841,0.08341166107754841,0.08335758336928933,0.08335758336928933,0.08300687195660458,0.08300687195660458,0.08341166107754841,0.08341166107754841,0.08335758336928933,0.24521317900159273,0.08335758336928933,0.08300687195660458,0.08300687195660458,0.24521317900159273,0.24521317900159273
