,labels_glass_HDBSCAN_params1,labels_glass_HDBSCAN_params10,labels_glass_HDBSCAN_params11,labels_glass_HDBSCAN_params12,labels_glass_HDBSCAN_params13,labels_glass_HDBSCAN_params14,labels_glass_HDBSCAN_params15,labels_glass_HDBSCAN_params16,labels_glass_HDBSCAN_params17,labels_glass_HDBSCAN_params18,labels_glass_HDBSCAN_params19,labels_glass_HDBSCAN_params2,labels_glass_HDBSCAN_params20,labels_glass_HDBSCAN_params21,labels_glass_HDBSCAN_params22,labels_glass_HDBSCAN_params23,labels_glass_HDBSCAN_params24,labels_glass_HDBSCAN_params25,labels_glass_HDBSCAN_params26,labels_glass_HDBSCAN_params27,labels_glass_HDBSCAN_params28,labels_glass_HDBSCAN_params29,labels_glass_HDBSCAN_params3,labels_glass_HDBSCAN_params30,labels_glass_HDBSCAN_params31,labels_glass_HDBSCAN_params32,labels_glass_HDBSCAN_params33,labels_glass_HDBSCAN_params34,labels_glass_HDBSCAN_params35,labels_glass_HDBSCAN_params36,labels_glass_HDBSCAN_params37,labels_glass_HDBSCAN_params38,labels_glass_HDBSCAN_params39,labels_glass_HDBSCAN_params4,labels_glass_HDBSCAN_params40,labels_glass_HDBSCAN_params41,labels_glass_HDBSCAN_params42,labels_glass_HDBSCAN_params43,labels_glass_HDBSCAN_params44,labels_glass_HDBSCAN_params45,labels_glass_HDBSCAN_params46,labels_glass_HDBSCAN_params47,labels_glass_HDBSCAN_params48,labels_glass_HDBSCAN_params49,labels_glass_HDBSCAN_params5,labels_glass_HDBSCAN_params50,labels_glass_HDBSCAN_params51,labels_glass_HDBSCAN_params52,labels_glass_HDBSCAN_params53,labels_glass_HDBSCAN_params54,labels_glass_HDBSCAN_params55,labels_glass_HDBSCAN_params56,labels_glass_HDBSCAN_params6,labels_glass_HDBSCAN_params7,labels_glass_HDBSCAN_params8,labels_glass_HDBSCAN_params9
cSIL,0.9011914483404501,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.946299251913696,0.946299251913696,0.946299251913696,0.946299251913696,0.946299251913696,0.9011914483404501,0.946299251913696,0.946299251913696,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9227209811003592,0.9011914483404501,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.946299251913696,0.946299251913696,0.946299251913696,0.946299251913696,0.9011914483404501,0.946299251913696,0.946299251913696,0.946299251913696,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9048237477151062,0.9011914483404501,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9227209811003592,0.9011914483404501,0.9011914483404501,0.9227209811003592,0.9227209811003592
GD43,1.2069765523104876,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,2.9886423119062533,2.9886423119062533,2.9886423119062533,2.9886423119062533,2.9886423119062533,1.2069765523104876,2.9886423119062533,2.9886423119062533,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,3.104152302530828,1.2069765523104876,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,2.9886423119062533,2.9886423119062533,2.9886423119062533,2.9886423119062533,1.2069765523104876,2.9886423119062533,2.9886423119062533,2.9886423119062533,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,2.4311545197046933,1.2069765523104876,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,3.104152302530828,1.2069765523104876,1.2069765523104876,3.104152302530828,3.104152302530828
GD53,0.10502456689323526,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.10502456689323526,0.4765314679741304,0.4765314679741304,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.49285458417095196,0.10502456689323526,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.10502456689323526,0.4765314679741304,0.4765314679741304,0.4765314679741304,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.4184168245859644,0.10502456689323526,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.49285458417095196,0.10502456689323526,0.10502456689323526,0.49285458417095196,0.49285458417095196
PS,0.0023375057405904953,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.0274712863250957,1.0274712863250957,1.0274712863250957,1.0274712863250957,1.0274712863250957,0.0023375057405904953,1.0274712863250957,1.0274712863250957,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.107159571895734,0.0023375057405904953,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.0274712863250957,1.0274712863250957,1.0274712863250957,1.0274712863250957,0.0023375057405904953,1.0274712863250957,1.0274712863250957,1.0274712863250957,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,1.1321998910537006,0.0023375057405904953,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,1.107159571895734,0.0023375057405904953,0.0023375057405904953,1.107159571895734,1.107159571895734
rCIP,0.5558646691921131,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,0.5558646691921131,1.1362322666395382e-05,1.1362322666395382e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.411054915072659e-05,0.5558646691921131,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,0.5558646691921131,1.1362322666395382e-05,1.1362322666395382e-05,1.1362322666395382e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,2.535052410922401e-05,0.5558646691921131,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,2.411054915072659e-05,0.5558646691921131,0.5558646691921131,2.411054915072659e-05,2.411054915072659e-05
WB,2.0857668772514746,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,3.057324519728571,3.057324519728571,3.057324519728571,3.057324519728571,3.057324519728571,2.0857668772514746,3.057324519728571,3.057324519728571,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.592222274788005,2.0857668772514746,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,3.057324519728571,3.057324519728571,3.057324519728571,3.057324519728571,2.0857668772514746,3.057324519728571,3.057324519728571,3.057324519728571,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,1.5727241237490461,2.0857668772514746,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,1.592222274788005,2.0857668772514746,2.0857668772514746,1.592222274788005,1.592222274788005
XB,0.5269934739237273,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.5269934739237273,0.08654061276630447,0.08654061276630447,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.0875007375826355,0.5269934739237273,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.5269934739237273,0.08654061276630447,0.08654061276630447,0.08654061276630447,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.09717881776992565,0.5269934739237273,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.0875007375826355,0.5269934739237273,0.5269934739237273,0.0875007375826355,0.0875007375826355
SSE,46.69494862530003,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,48.766704704495695,48.766704704495695,48.766704704495695,48.766704704495695,48.766704704495695,46.69494862530003,48.766704704495695,48.766704704495695,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,50.41710364922132,46.69494862530003,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,48.766704704495695,48.766704704495695,48.766704704495695,48.766704704495695,46.69494862530003,48.766704704495695,48.766704704495695,48.766704704495695,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,54.864831138738815,46.69494862530003,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,50.41710364922132,46.69494862530003,46.69494862530003,50.41710364922132,50.41710364922132
RS,0.36350131639703953,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.36350131639703953,0.22561029314492692,0.22561029314492692,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.15178149733947172,0.36350131639703953,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.36350131639703953,0.22561029314492692,0.22561029314492692,0.22561029314492692,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.048253751134897674,0.36350131639703953,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.15178149733947172,0.36350131639703953,0.36350131639703953,0.15178149733947172,0.15178149733947172
DH,0.13754606129218439,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.26878878072426,0.26878878072426,0.26878878072426,0.26878878072426,0.26878878072426,0.13754606129218439,0.26878878072426,0.26878878072426,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.3390427880639705,0.13754606129218439,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.26878878072426,0.26878878072426,0.26878878072426,0.26878878072426,0.13754606129218439,0.26878878072426,0.26878878072426,0.26878878072426,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.37331107506932587,0.13754606129218439,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.3390427880639705,0.13754606129218439,0.13754606129218439,0.3390427880639705,0.3390427880639705
