,labels_wdbc_MeanShift_params1,labels_wdbc_MeanShift_params10,labels_wdbc_MeanShift_params11,labels_wdbc_MeanShift_params12,labels_wdbc_MeanShift_params13,labels_wdbc_MeanShift_params14,labels_wdbc_MeanShift_params15,labels_wdbc_MeanShift_params16,labels_wdbc_MeanShift_params18,labels_wdbc_MeanShift_params3,labels_wdbc_MeanShift_params4,labels_wdbc_MeanShift_params5,labels_wdbc_MeanShift_params6,labels_wdbc_MeanShift_params7,labels_wdbc_MeanShift_params8,labels_wdbc_MeanShift_params9
BARI,0.5081212240506564,0.26251178750541543,0.3623575559650889,0.4467891400833319,0.24051012558533236,0.5107645914489009,0.24638532146972736,0.26251178750541543,0.11232004812790382,0.3678346811771298,0.41010110993002685,0.5105505450788473,0.5350508125016781,0.25824702878892597,0.5105505450788473,0.5350508125016781
