,labels_mk2_HDBSCAN_params1,labels_mk2_HDBSCAN_params10,labels_mk2_HDBSCAN_params11,labels_mk2_HDBSCAN_params12,labels_mk2_HDBSCAN_params13,labels_mk2_HDBSCAN_params14,labels_mk2_HDBSCAN_params15,labels_mk2_HDBSCAN_params16,labels_mk2_HDBSCAN_params17,labels_mk2_HDBSCAN_params18,labels_mk2_HDBSCAN_params19,labels_mk2_HDBSCAN_params2,labels_mk2_HDBSCAN_params20,labels_mk2_HDBSCAN_params21,labels_mk2_HDBSCAN_params22,labels_mk2_HDBSCAN_params23,labels_mk2_HDBSCAN_params24,labels_mk2_HDBSCAN_params25,labels_mk2_HDBSCAN_params26,labels_mk2_HDBSCAN_params27,labels_mk2_HDBSCAN_params28,labels_mk2_HDBSCAN_params29,labels_mk2_HDBSCAN_params3,labels_mk2_HDBSCAN_params30,labels_mk2_HDBSCAN_params31,labels_mk2_HDBSCAN_params32,labels_mk2_HDBSCAN_params33,labels_mk2_HDBSCAN_params34,labels_mk2_HDBSCAN_params35,labels_mk2_HDBSCAN_params36,labels_mk2_HDBSCAN_params37,labels_mk2_HDBSCAN_params38,labels_mk2_HDBSCAN_params39,labels_mk2_HDBSCAN_params4,labels_mk2_HDBSCAN_params40,labels_mk2_HDBSCAN_params41,labels_mk2_HDBSCAN_params42,labels_mk2_HDBSCAN_params43,labels_mk2_HDBSCAN_params44,labels_mk2_HDBSCAN_params45,labels_mk2_HDBSCAN_params46,labels_mk2_HDBSCAN_params47,labels_mk2_HDBSCAN_params48,labels_mk2_HDBSCAN_params49,labels_mk2_HDBSCAN_params5,labels_mk2_HDBSCAN_params50,labels_mk2_HDBSCAN_params51,labels_mk2_HDBSCAN_params52,labels_mk2_HDBSCAN_params53,labels_mk2_HDBSCAN_params54,labels_mk2_HDBSCAN_params55,labels_mk2_HDBSCAN_params56,labels_mk2_HDBSCAN_params57,labels_mk2_HDBSCAN_params58,labels_mk2_HDBSCAN_params59,labels_mk2_HDBSCAN_params6,labels_mk2_HDBSCAN_params60,labels_mk2_HDBSCAN_params61,labels_mk2_HDBSCAN_params62,labels_mk2_HDBSCAN_params63,labels_mk2_HDBSCAN_params7,labels_mk2_HDBSCAN_params8,labels_mk2_HDBSCAN_params9
cSIL,0.8489782891748355,0.659493458529054,0.6342291763761707,0.7900247848499672,0.7900247848499672,0.7900247848499672,0.8106861316712817,0.8106861316712817,0.8106861316712817,0.8106861316712817,0.730663172427211,0.8489782891748355,0.730663172427211,0.730663172427211,0.5954809444648045,0.5954809444648045,0.5954809444648045,0.5164892539012376,0.37988542833885736,0.37988542833885736,0.37988542833885736,0.6225844021344791,0.7954819873816157,0.6225844021344791,0.6225844021344791,0.608197563137473,0.7900247848499672,0.7900247848499672,0.7900247848499672,0.8283822593383668,0.8283822593383668,0.8283822593383668,0.8283822593383668,0.5778564920232971,0.730663172427211,0.730663172427211,0.730663172427211,0.5301630329592147,0.5301630329592147,0.5301630329592147,0.4797227506644193,0.37988542833885736,0.37988542833885736,0.37988542833885736,0.37988542833885736,0.4939095997954986,0.4939095997954986,0.4939095997954986,0.45058370974020895,0.6699645401553178,0.6699645401553178,0.6699645401553178,0.8406390263740103,0.8406390263740103,0.8406390263740103,0.37988542833885736,0.8406390263740103,0.730663172427211,0.730663172427211,0.730663172427211,0.37988542833885736,0.659493458529054,0.659493458529054
GD43,0.29564425321410936,0.3168768364732908,0.4472482756115744,1.1560401611479307,1.1560401611479307,1.1560401611479307,2.018192980204396,2.018192980204396,2.018192980204396,2.018192980204396,1.2076009529569718,0.29564425321410936,1.2076009529569718,1.2076009529569718,0.46984566611867445,0.46984566611867445,0.46984566611867445,0.3899923606889052,0.5884687223012584,0.5884687223012584,0.5884687223012584,0.3611049239665899,0.4883774557672796,0.3611049239665899,0.3611049239665899,0.4494219178257835,1.1560401611479307,1.1560401611479307,1.1560401611479307,2.018192980204396,2.018192980204396,2.018192980204396,2.018192980204396,0.3899923606889052,1.2076009529569718,1.2076009529569718,1.2076009529569718,0.46984566611867445,0.46984566611867445,0.46984566611867445,0.3899923606889052,0.5884687223012584,0.5884687223012584,0.5884687223012584,0.5884687223012584,0.40523173479167685,0.40523173479167685,0.40523173479167685,0.15983211621114826,1.0228053078943424,1.0228053078943424,1.0228053078943424,2.893628667671708,2.893628667671708,2.893628667671708,0.5884687223012584,2.893628667671708,1.2076009529569718,1.2076009529569718,1.2076009529569718,0.5884687223012584,0.3168768364732908,0.3168768364732908
GD53,0.00041296669440743055,0.0015060010252478165,0.005291433836707271,0.4929140320925296,0.4929140320925296,0.4929140320925296,0.04029571001643756,0.04029571001643756,0.04029571001643756,0.04029571001643756,0.4802480800991452,0.00041296669440743055,0.4802480800991452,0.4802480800991452,0.002427029549024346,0.002427029549024346,0.002427029549024346,0.007986773281389392,0.47409207472153575,0.47409207472153575,0.47409207472153575,0.001978282505485936,0.0009301899009600827,0.001978282505485936,0.001978282505485936,0.010588000085358342,0.4929140320925296,0.4929140320925296,0.4929140320925296,0.0429036206728882,0.0429036206728882,0.0429036206728882,0.0429036206728882,0.004602217000274019,0.4802480800991452,0.4802480800991452,0.4802480800991452,0.04644410018540097,0.04644410018540097,0.04644410018540097,0.04644410018540097,0.47409207472153575,0.47409207472153575,0.47409207472153575,0.47409207472153575,0.026481253810897807,0.026481253810897807,0.026481253810897807,0.049493769481527713,0.48346884060867706,0.48346884060867706,0.48346884060867706,0.1411394568661102,0.1411394568661102,0.1411394568661102,0.47409207472153575,0.1411394568661102,0.4802480800991452,0.4802480800991452,0.4802480800991452,0.47409207472153575,0.0015060010252478165,0.0015060010252478165
PS,-52.33162310371117,-17.487049694695138,-13.682482470300426,0.9781522491496699,0.9781522491496699,0.9781522491496699,-8.360128357717562,-8.360128357717562,-8.360128357717562,-8.360128357717562,1.0063135074986052,-52.33162310371117,1.0063135074986052,1.0063135074986052,-11.999325755024682,-11.999325755024682,-11.999325755024682,-8.627011366386688,1.0367236305288963,1.0367236305288963,1.0367236305288963,-13.32930038714419,-37.179483020686924,-13.32930038714419,-13.32930038714419,-11.51966785922519,0.9781522491496699,0.9781522491496699,0.9781522491496699,-4.634021130819143,-4.634021130819143,-4.634021130819143,-4.634021130819143,-11.537949606281126,1.0063135074986052,1.0063135074986052,1.0063135074986052,-6.99091778803725,-6.99091778803725,-6.99091778803725,-6.5736938938341165,1.0367236305288963,1.0367236305288963,1.0367236305288963,1.0367236305288963,-6.678750805064842,-6.678750805064842,-6.678750805064842,-4.135613831297483,1.0423160906435842,1.0423160906435842,1.0423160906435842,-0.019525460073118228,-0.019525460073118228,-0.019525460073118228,1.0367236305288963,-0.019525460073118228,1.0063135074986052,1.0063135074986052,1.0063135074986052,1.0367236305288963,-17.487049694695138,-17.487049694695138
rCIP,199.60967560020754,8.86168769148501,7.935476153412118,0.07043977611257925,0.07043977611257925,0.07043977611257925,1.461321933717596,1.461321933717596,1.461321933717596,1.461321933717596,0.10512235179553588,199.60967560020754,0.10512235179553588,0.10512235179553588,8.999346939420267,8.999346939420267,8.999346939420267,7.144851577516698,0.2990314669988846,0.2990314669988846,0.2990314669988846,6.3573726722773465,102.06256394738206,6.3573726722773465,6.3573726722773465,6.983627639995172,0.07043977611257925,0.07043977611257925,0.07043977611257925,0.6222368623005722,0.6222368623005722,0.6222368623005722,0.6222368623005722,11.134338513905652,0.10512235179553588,0.10512235179553588,0.10512235179553588,6.619808541819622,6.619808541819622,6.619808541819622,5.949561697991191,0.2990314669988846,0.2990314669988846,0.2990314669988846,0.2990314669988846,6.85809742933782,6.85809742933782,6.85809742933782,5.6204199343801715,0.09133756390165414,0.09133756390165414,0.09133756390165414,0.7959585370411462,0.7959585370411462,0.7959585370411462,0.2990314669988846,0.7959585370411462,0.10512235179553588,0.10512235179553588,0.10512235179553588,0.2990314669988846,8.86168769148501,8.86168769148501
WB,2.7375536540547842,3.037725055273715,5.358676911932465,57.21891561017302,57.21891561017302,57.21891561017302,1.2348803317240893,1.2348803317240893,1.2348803317240893,1.2348803317240893,26.075718783742186,2.7375536540547842,26.075718783742186,26.075718783742186,6.973315216975005,6.973315216975005,6.973315216975005,6.762799681671664,44.89999882829608,44.89999882829608,44.89999882829608,2.817966587644547,2.975564088413749,2.817966587644547,2.817966587644547,4.918662020242007,57.21891561017302,57.21891561017302,57.21891561017302,1.054359216679873,1.054359216679873,1.054359216679873,1.054359216679873,7.906942700988342,26.075718783742186,26.075718783742186,26.075718783742186,6.092996008330358,6.092996008330358,6.092996008330358,6.462250842902147,44.89999882829608,44.89999882829608,44.89999882829608,44.89999882829608,5.2945045315633,5.2945045315633,5.2945045315633,6.363806886165894,17.219907938346704,17.219907938346704,17.219907938346704,0.8987583407570606,0.8987583407570606,0.8987583407570606,44.89999882829608,0.8987583407570606,26.075718783742186,26.075718783742186,26.075718783742186,44.89999882829608,3.037725055273715,3.037725055273715
XB,3.8545246956291432,2.2895532045076683,2.451198027645353,0.41071528593268253,0.41071528593268253,0.41071528593268253,0.6303698714363852,0.6303698714363852,0.6303698714363852,0.6303698714363852,0.5147473206271598,3.8545246956291432,0.5147473206271598,0.5147473206271598,2.1899923241918993,2.1899923241918993,2.1899923241918993,3.7242147481007386,1.429416593591309,1.429416593591309,1.429416593591309,1.879944951849216,1.9765761456688329,1.879944951849216,1.879944951849216,2.483599021991031,0.41071528593268253,0.41071528593268253,0.41071528593268253,0.6769763743082357,0.6769763743082357,0.6769763743082357,0.6769763743082357,3.653283044708105,0.5147473206271598,0.5147473206271598,0.5147473206271598,2.4812580160971804,2.4812580160971804,2.4812580160971804,3.945471376368802,1.429416593591309,1.429416593591309,1.429416593591309,1.429416593591309,3.7829139523418154,3.7829139523418154,3.7829139523418154,31.747037982782647,0.5838993173621431,0.5838993173621431,0.5838993173621431,0.4198346248563802,0.4198346248563802,0.4198346248563802,1.429416593591309,0.4198346248563802,0.5147473206271598,0.5147473206271598,0.5147473206271598,1.429416593591309,2.2895532045076683,2.2895532045076683
SSE,15.053077561042617,33.36348548565303,78.07849271319849,425.3819332083982,425.3819332083982,425.3819332083982,6.94446337219741,6.94446337219741,6.94446337219741,6.94446337219741,208.92922753380248,15.053077561042617,208.92922753380248,208.92922753380248,118.79423714883973,118.79423714883973,118.79423714883973,141.70919443646096,451.7965215919,451.7965215919,451.7965215919,36.498393283331964,22.328320215437664,36.498393283331964,36.498393283331964,80.35350905488728,425.3819332083982,425.3819332083982,425.3819332083982,6.81569509194634,6.81569509194634,6.81569509194634,6.81569509194634,139.88446727055396,208.92922753380248,208.92922753380248,208.92922753380248,135.59919488207623,135.59919488207623,135.59919488207623,148.86924037968816,451.7965215919,451.7965215919,451.7965215919,451.7965215919,100.75034186379872,100.75034186379872,100.75034186379872,141.66667343616245,345.1593179407787,345.1593179407787,345.1593179407787,7.553447996522938,7.553447996522938,7.553447996522938,451.7965215919,7.553447996522938,208.92922753380248,208.92922753380248,208.92922753380248,451.7965215919,33.36348548565303,33.36348548565303
RS,0.17547478545106795,-0.4302111071487224,-0.9179646741391875,-0.006774229291566645,-0.006774229291566645,-0.006774229291566645,0.3876719672884913,0.3876719672884913,0.3876719672884913,0.3876719672884913,-0.0062418404648437705,0.17547478545106795,-0.0062418404648437705,-0.0062418404648437705,-1.1937943502964683,-1.1937943502964683,-1.1937943502964683,-1.5278991846141323,-0.2538244206145053,-0.2538244206145053,-0.2538244206145053,-0.5840202000054022,-0.07293092277164845,-0.5840202000054022,-0.5840202000054022,-1.0090862977027968,-0.006774229291566645,-0.006774229291566645,-0.006774229291566645,0.41595247257722173,0.41595247257722173,0.41595247257722173,0.41595247257722173,-1.4148443883032902,-0.0062418404648437705,-0.0062418404648437705,-0.0062418404648437705,-1.6008789253972262,-1.6008789253972262,-1.6008789253972262,-1.6927253758018446,-0.2538244206145053,-0.2538244206145053,-0.2538244206145053,-0.2538244206145053,-1.2840614461928237,-1.2840614461928237,-1.2840614461928237,-1.6460528540250379,-0.43447703647883656,-0.43447703647883656,-0.43447703647883656,0.3364570628896293,0.3364570628896293,0.3364570628896293,-0.2538244206145053,0.3364570628896293,-0.0062418404648437705,-0.0062418404648437705,-0.0062418404648437705,-0.2538244206145053,-0.4302111071487224,-0.4302111071487224
DH,0.06521115613029745,0.14882811561414833,0.20683357942326538,0.4255775833687784,0.4255775833687784,0.4255775833687784,0.14279096293475635,0.14279096293475635,0.14279096293475635,0.14279096293475635,0.46877640357754596,0.06521115613029745,0.46877640357754596,0.46877640357754596,0.24195629245941042,0.24195629245941042,0.24195629245941042,0.30672361781153684,0.7336670617192861,0.7336670617192861,0.7336670617192861,0.17880103578504294,0.09018538680003971,0.17880103578504294,0.17880103578504294,0.23480721754606848,0.4255775833687784,0.4255775833687784,0.4255775833687784,0.16473118209487042,0.16473118209487042,0.16473118209487042,0.16473118209487042,0.24972227961713925,0.46877640357754596,0.46877640357754596,0.46877640357754596,0.3426031636282616,0.3426031636282616,0.3426031636282616,0.3600004385605162,0.7336670617192861,0.7336670617192861,0.7336670617192861,0.7336670617192861,0.3156281171268626,0.3156281171268626,0.3156281171268626,0.38936323120757155,0.6392810383188319,0.6392810383188319,0.6392810383188319,0.24482516448161837,0.24482516448161837,0.24482516448161837,0.7336670617192861,0.24482516448161837,0.46877640357754596,0.46877640357754596,0.46877640357754596,0.7336670617192861,0.14882811561414833,0.14882811561414833
