,labels_unbalance_DBSCAN_params1,labels_unbalance_DBSCAN_params10,labels_unbalance_DBSCAN_params11,labels_unbalance_DBSCAN_params12,labels_unbalance_DBSCAN_params13,labels_unbalance_DBSCAN_params14,labels_unbalance_DBSCAN_params15,labels_unbalance_DBSCAN_params16,labels_unbalance_DBSCAN_params17,labels_unbalance_DBSCAN_params18,labels_unbalance_DBSCAN_params19,labels_unbalance_DBSCAN_params20,labels_unbalance_DBSCAN_params21,labels_unbalance_DBSCAN_params22,labels_unbalance_DBSCAN_params23,labels_unbalance_DBSCAN_params24,labels_unbalance_DBSCAN_params25,labels_unbalance_DBSCAN_params26,labels_unbalance_DBSCAN_params27,labels_unbalance_DBSCAN_params28,labels_unbalance_DBSCAN_params29,labels_unbalance_DBSCAN_params30,labels_unbalance_DBSCAN_params31,labels_unbalance_DBSCAN_params32,labels_unbalance_DBSCAN_params33,labels_unbalance_DBSCAN_params34,labels_unbalance_DBSCAN_params35,labels_unbalance_DBSCAN_params36,labels_unbalance_DBSCAN_params37,labels_unbalance_DBSCAN_params38,labels_unbalance_DBSCAN_params39,labels_unbalance_DBSCAN_params40,labels_unbalance_DBSCAN_params41,labels_unbalance_DBSCAN_params42,labels_unbalance_DBSCAN_params43,labels_unbalance_DBSCAN_params44,labels_unbalance_DBSCAN_params5,labels_unbalance_DBSCAN_params6,labels_unbalance_DBSCAN_params7,labels_unbalance_DBSCAN_params8,labels_unbalance_DBSCAN_params9
cSIL,0.9690687549173286,0.9843957557880515,0.9849209318584835,0.9854352237289087,0.9323990996482078,0.9832773748837377,0.983340231759319,0.9833843684601901,0.9482236214465511,0.9713711422984899,0.9783970401438324,0.9850965664360857,0.956308413573965,0.9571306564404924,0.9590647795146711,0.9604936563887925,0.9084695554399065,0.9089537359964457,0.9089537359964457,0.8421812120863527,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.9084695554399065,0.8563535781780672,0.8721856078167347,0.9513777610228658,0.941822989100996,0.9679476911286425
GD43,453.2762044295092,92.37247283910953,94.33950006746976,96.94166920720824,14.089209317098874,86.99387165926349,87.0803375118105,87.08276910715108,9.47779841592505,13.296664498373744,20.338919672770892,29.277806467850922,8.403104123437728,8.744468382374091,8.744468382374091,9.407073748341876,2.0746374686816753,2.0859982797761334,2.0859982797761334,1.3745072176252293,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,2.0746374686816753,3.9123172387309717,24.289573849761126,33.94150568823611,38.16209018260691,35.675700648380946
GD53,0.03714550282382192,0.46732037509496743,0.45718552814321267,0.4503302398623858,0.03377799239430968,0.4768320563342166,0.4743990251664416,0.47221261539098125,0.06494125434856134,0.0734031059036354,0.11227927687342416,0.1575581186617297,0.04638862189592093,0.048273094265174635,0.048273094265174635,0.05193095085442669,0.09477694736116216,0.09499889400198147,0.09499889400198147,0.07054893031313912,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.09477694736116216,0.0020052682290263046,0.006876562255570389,0.008696367225256029,0.4669026355205141,0.011042989417642637
PS,-40.92636207604538,2.660593267210229,2.6525063569065557,2.6555987300926693,-20.221193920131267,2.660662903638997,2.6609927486937686,2.6608768787234336,-4.109613735714651,-2.9448882463578587,-2.9693190884631604,-3.096305468552228,-2.906175821120815,-2.908277296299124,-2.916988050037736,-2.9128915426596214,1.046702055555865,1.0465353888891982,1.0465353888891982,0.34864483115451056,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,1.046702055555865,-13.117813458275236,-0.6845298552635533,0.17776464538956838,0.9314843388456446,-0.4669444294615268
rCIP,174951.73006120772,9.86952476617444e-18,3.2425892856041987e-18,9.77949808151207e-19,29.541213234618105,3.373064556595765e-16,2.029763092851162e-16,1.9057981972726072e-16,1.0883130834598926,2.0652031985962056e-07,1.4527256771021047e-10,4.618189615667883e-16,0.00020280997697837228,0.00018037444283800253,0.00010087811888568751,7.8359528480423e-05,1.6255176389772162e-08,1.600338532516788e-08,1.600338532516788e-08,0.0553278004938851,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,1.6255176389772162e-08,191.2998077777272,60.2627467642819,55.374911170498436,28.286281676287697,3.676468450197001
WB,0.0010494348786710614,0.10563334321742437,0.10203798903147161,0.0983038966817435,0.3445582412803046,0.11363383003053945,0.11310788542670422,0.11275024228168366,0.09930408182724162,0.08662915614676604,0.0880607263655269,0.1041817856078446,0.09868157122579382,0.09789404584015837,0.09586631336877541,0.09466835592015387,0.9014720675884117,0.8998022514591922,0.8998022514591922,1.1205441907590847,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.9014720675884117,0.5212383661171672,0.13572251640835664,0.11468592891794546,0.07658637922083492,0.1727714554857944
XB,0.16153308132721053,0.0188200130094414,0.01817665597702381,0.01750517694399995,0.7505068099400902,0.020254773445584448,0.020165986207509288,0.020104165085733174,0.046134254463840375,0.02640110360366062,0.023572383103996553,0.02140860512441955,0.033628523030316194,0.033251045471684545,0.03218082725684234,0.03162049898371462,0.03200492547651167,0.03189156281324071,0.03189156281324071,0.0872280003894831,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,0.03200492547651167,11.376796567831198,0.3421745444349233,0.2149753786033615,0.2068734034999433,0.12576414309412334
SSE,0.00026874347661791056,8.396784550310052,8.027213512275182,7.653634837824534,9.27421901234601,9.177756943869188,9.130823820827525,9.098779063922656,13.92886682841329,12.807386241300911,11.294372626225215,10.073127757868049,16.514301000373443,16.323901874837482,15.781471247487607,15.497124674835744,423.8552191004389,422.6490931576195,422.6490931576195,370.40399405995856,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,423.8552191004389,7.103247728109313,5.871201361124094,4.564929466505948,3.4715879261889153,8.66951918480163
RS,0.9991238392711775,0.8979601693384122,0.901329567316009,0.9048230852570536,0.904172526987324,0.8905117428937883,0.8909995944767682,0.8913322606876283,0.7098770021496802,0.7504843991645767,0.7952590108253926,0.8462767657962632,0.6286346244535047,0.6351662622673963,0.6529837936219661,0.6628176339146311,-0.8390794719135847,-0.8334446308965403,-0.8334446308965403,-0.6620117100029592,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,-0.8390794719135847,0.9058103264764431,0.9195759262617818,0.9314075172619435,0.9424069051513339,0.8981040183058672
DH,5.166285027191233e-05,0.06594128473895333,0.06494900604128193,0.06386810150981209,0.0011004090811848881,0.0680218738394797,0.06788504387066478,0.06779538208211207,0.010258758648950114,0.010867439395698023,0.009451005851966203,0.0072839855651229204,0.013294694420520566,0.01320293393802664,0.012901348467911158,0.01274421567326915,0.3114006443963262,0.3108595790232668,0.3108595790232668,0.12472110915359585,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.3114006443963262,0.002611047500025258,0.023529354107761528,0.023160695010511153,0.031327841524222584,0.009611145910867465
B,1.832615244601539e-05,0.023478480150230248,0.022679870994956875,0.02184792055863806,0.0007314589136134384,0.02526862191993694,0.025148525579708945,0.02506663027324755,0.0014619062171596579,0.0013150834396456659,0.0011511501091990557,0.0010096394786573766,0.0017006484286000722,0.0016816163352397038,0.0016254772860540062,0.0015976281039430749,0.03731377361304599,0.03717119334056622,0.03717119334056622,0.026714298155889053,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.02904239431923564,0.022586523766879682,0.018906671790124164,0.015373204383919778,0.002539834685154194
BH,3.952109950263388e-06,2.798928183436684,2.6757378374250607,2.551211612608178,0.3864257921810839,3.0592523146230626,3.0436079402758422,3.032926354640885,1.5476518698236987,1.600923280162614,1.4117965782781523,1.2591409697335063,2.064287625046681,2.0404877343546857,1.9726839059359516,1.9371405843544687,211.92760955021944,211.32454657880976,211.32454657880976,123.46799801998617,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,0.417838101653489,1.174240272224819,0.9129858933011897,0.8678969815472287,1.733903836960326
