,labels_trajectories_DBSCAN_params10,labels_trajectories_DBSCAN_params11,labels_trajectories_DBSCAN_params12,labels_trajectories_DBSCAN_params13,labels_trajectories_DBSCAN_params14,labels_trajectories_DBSCAN_params15,labels_trajectories_DBSCAN_params16,labels_trajectories_DBSCAN_params17,labels_trajectories_DBSCAN_params18,labels_trajectories_DBSCAN_params19,labels_trajectories_DBSCAN_params20,labels_trajectories_DBSCAN_params21,labels_trajectories_DBSCAN_params22,labels_trajectories_DBSCAN_params23,labels_trajectories_DBSCAN_params24,labels_trajectories_DBSCAN_params25,labels_trajectories_DBSCAN_params26,labels_trajectories_DBSCAN_params27,labels_trajectories_DBSCAN_params28,labels_trajectories_DBSCAN_params5,labels_trajectories_DBSCAN_params6,labels_trajectories_DBSCAN_params9
BH,0.03695069771329552,0.010696595962026162,0.005876031857121869,10.741887058283261,4.121497726130806,1.4365231200483974,0.878684028426925,168.86938680632318,168.86938680632318,62.355152964217005,54.30041737699865,168.86938680632318,168.86938680632318,168.86938680632318,168.86938680632318,1970.323958113312,1970.323958113312,1970.323958113312,1970.323958113312,0.0003659737420997596,0.00020803529870935106,0.1749478884015765
D,0.10155347486213094,0.1600696975477847,0.20269709301464378,0.042624197555161995,0.058615882459974386,0.08134130889325776,0.08529898956889304,0.33214643219080203,0.33214643219080203,0.07681376382605778,0.06530585005292996,0.33214643219080203,0.33214643219080203,0.33214643219080203,0.33214643219080203,0.31024769420567494,0.31024769420567494,0.31024769420567494,0.31024769420567494,0.08817539967397035,1.5675924553982767,0.020378600865689215
H,,,,,,,,0.29187615920598786,0.29187615920598786,0.8554559680957653,,0.29187615920598786,0.29187615920598786,0.29187615920598786,0.29187615920598786,0.4610932849700661,0.4610932849700661,0.4610932849700661,0.4610932849700661,,,
DBCV,0.015982217410596695,0.10255989486012193,0.06430477297326627,-0.46445035670428486,-0.3920446471690361,-0.2898700115426981,-0.07666597676092636,0.8316934411694769,0.8316934411694769,0.4669491330555995,0.7632180670657859,0.8316934411694769,0.8316934411694769,0.8316934411694769,0.8316934411694769,0.7019210396468828,0.7019210396468828,0.7019210396468828,0.7019210396468828,0.16905148575000917,0.018455314700910483,-0.14044191076150672
I,1.2568959481249649,75.56999554356138,2387.283834259628,0.09936233350161996,0.08828714607347739,0.24560752013438872,0.43653750404007724,1.4609763136965646,1.4609763136965646,0.7217320083868048,0.5565214808737788,1.4609763136965646,1.4609763136965646,1.4609763136965646,1.4609763136965646,0.38808685692055594,0.38808685692055594,0.38808685692055594,0.38808685692055594,18.393172665178266,905839.1640203233,0.048465180235827375
C,0.540190527311381,0.5009574458761,0.46826178877870034,0.02324315485261872,0.0398611518208981,0.11505584575625537,0.262473305120352,0.02015678177665515,0.02015678177665515,0.013769815641892636,0.013961237451461923,0.02015678177665515,0.02015678177665515,0.02015678177665515,0.02015678177665515,0.2246810507973571,0.2246810507973571,0.2246810507973571,0.2246810507973571,0.5022514533698907,0.49467435877030463,0.265677646347766
CDbw,0.17318334552204193,0.3262974269830175,0.6011880052809963,0.3237998361504276,0.2562798395014779,0.2629079615633903,0.22791310477095758,0.4759812626454248,0.4759812626454248,1.0776244189679787,0.929299697825726,0.4759812626454248,0.4759812626454248,0.4759812626454248,0.4759812626454248,0.11604168491848046,0.11604168491848046,0.11604168491848046,0.11604168491848046,0.12036887919535537,0.7426168406980309,0.11589679051978993
VIASCKDE,0.4494377317106298,0.5372856451718185,0.6170396240047489,0.6901944466024661,0.629008080545194,0.5946208099129355,0.5601222490480484,0.7399618431415204,0.7399618431415204,0.741383770763005,0.7321039260438347,0.7399618431415204,0.7399618431415204,0.7399618431415204,0.7399618431415204,0.7454386819536258,0.7454386819536258,0.7454386819536258,0.7454386819536258,0.43502917389248597,0.6668673359831703,0.4878518205613139
COP,0.24058743621207937,0.31958490539508716,0.35847649374778523,0.1634135119008592,0.15505081892031577,0.14665149201910013,0.1619610029683816,0.199180726016767,0.199180726016767,0.17871981929188424,0.17943177095559987,0.199180726016767,0.199180726016767,0.199180726016767,0.199180726016767,0.316451292040246,0.316451292040246,0.316451292040246,0.316451292040246,0.31978236518098413,0.3836360925106282,0.15294115643510228
Sym,4.893508783228532e-05,7.436515231286703e-05,0.0001378114849154578,0.0016700926206894174,0.0005878670030661112,0.0002659151774901833,0.00018097393589802782,0.0049904671501834795,0.0049904671501834795,0.00463682741560576,0.004000528313041508,0.0049904671501834795,0.0049904671501834795,0.0049904671501834795,0.0049904671501834795,0.0004459590176621695,0.0004459590176621695,0.0004459590176621695,0.0004459590176621695,1.6503721857110552e-05,0.00018950303819415744,6.526138641673083e-05
CS,0.9148689543633238,0.8438243604811279,0.778437003150603,1.4646203904135773,1.256846867423441,1.1599020159469333,1.1398337633152094,0.7789202485170523,0.7789202485170523,0.9144926122710814,1.2352600918199228,0.7789202485170523,0.7789202485170523,0.7789202485170523,0.7789202485170523,1.4071374739600915,1.4071374739600915,1.4071374739600915,1.4071374739600915,0.6285629626295408,0.7420213729081975,0.9596079404618441
SF,0.11462495662526184,0.24523549489977814,0.3193863818933971,0.12698156764650237,0.08706544506488678,0.09320452430337967,0.11143487835191968,0.3702503676459743,0.3702503676459743,0.32476552302130746,0.289142775690436,0.3702503676459743,0.3702503676459743,0.3702503676459743,0.3702503676459743,0.33592308825905826,0.33592308825905826,0.33592308825905826,0.33592308825905826,0.151852548838174,0.3631040735700355,0.04578392157302302
SD,18536050.33733388,37796511.65558442,74807819.55688152,80178677.24714266,54058592.64349677,52041459.938197754,50378169.40745892,239185650.51663622,239185650.51663622,111516626.66368447,134801714.5991352,239185650.51663622,239185650.51663622,239185650.51663622,239185650.51663622,1075834106.9501593,1075834106.9501593,1075834106.9501593,1075834106.9501593,6866190.613314949,107264379.424797,12455395.698205953
SDbw,0.09122023230108421,0.21645461015044093,0.38039360945296735,0.22762472969890535,0.1554727288067749,0.13283286837661212,0.1452075899375604,0.32720342896821264,0.32720342896821264,0.31766987504232486,0.42565823248036105,0.32720342896821264,0.32720342896821264,0.32720342896821264,0.32720342896821264,1.2864291987246743,1.2864291987246743,1.2864291987246743,1.2864291987246743,0.07742411855124046,0.9306572684594574,0.05422866856636503
XB*,1905.1415001509822,1415.0936688538611,1280.214505385382,153.46063489801816,225.37119059526572,220.5760775554647,475.0522686855453,0.18758042184320295,0.18758042184320295,2.338224938156565,8.81829950089273,0.18758042184320295,0.18758042184320295,0.18758042184320295,0.18758042184320295,0.510458215339699,0.510458215339699,0.510458215339699,0.510458215339699,13106.273163016305,4544.16981420492,3616.295750424385
S,-0.29611894749171863,-0.5882988067362447,-0.7247326618207044,0.01827393602157708,-0.06102895966959379,0.1080353107355993,0.07474691653083686,0.6464815668228715,0.6464815668228715,0.5801191113304006,0.574114157067273,0.6464815668228715,0.6464815668228715,0.6464815668228715,0.6464815668228715,0.3725892356770555,0.3725892356770555,0.3725892356770555,0.3725892356770555,-0.5795922346308504,-0.8213779977691207,-0.17819946504027026
DB,1.0877533383232965,1.0992788625869128,1.0475280431776794,1.3549436863088902,1.160544913665354,1.0934249281500703,1.0528036621388663,0.48482360529306534,0.48482360529306534,0.569764848686897,1.0390019923741933,0.48482360529306534,0.48482360529306534,0.48482360529306534,0.48482360529306534,1.0108721267097538,1.0108721267097538,1.0108721267097538,1.0108721267097538,1.0528246663762597,1.0797279356844827,1.0959843696191285
CH,79.67471058610653,48.19222616915067,44.18366925677458,5456.68602647714,2420.126082160122,1250.7834932453386,720.1163568864522,24826.831724735315,24826.831724735315,20116.35213623645,17266.632619595704,24826.831724735315,24826.831724735315,24826.831724735315,24826.831724735315,4485.250961189417,4485.250961189417,4485.250961189417,4485.250961189417,10.902659097949556,13.113037663198282,202.92098458090743
AD-S,-0.28833141725380046,-0.579557045579455,-0.6834480257371206,0.3048859689275911,0.1536494491904274,0.17437369368165356,0.08974892087600932,0.9254627308229351,0.9254627308229351,0.8195418370228849,0.8033468936800069,0.9254627308229351,0.9254627308229351,0.9254627308229351,0.9254627308229351,0.5789544598958086,0.5789544598958086,0.5789544598958086,0.5789544598958086,-0.527905189960103,-0.7881735210548806,0.04841880331736937
AD-DB,3.4224455958364888,3.650848267807901,2.936553586474271,2.48497875689128,3.729209930263113,3.2278936643211487,2.894096077749143,0.14755693305565948,0.14755693305565948,0.7712253933027976,1.2817843190765161,0.14755693305565948,0.14755693305565948,0.14755693305565948,0.14755693305565948,0.7226863627189546,0.7226863627189546,0.7226863627189546,0.7226863627189546,3.3869841348106187,2.9380255426907533,3.4375974595349637
AD-CH,84.40607668768554,51.39040363639983,47.62691551485064,5388.471071971669,2274.326652174162,1395.0903259480515,963.678698488843,42904.34394699271,42904.34394699271,25171.075782663214,21534.097796634014,42904.34394699271,42904.34394699271,42904.34394699271,42904.34394699271,5019.748000371592,5019.748000371592,5019.748000371592,5019.748000371592,11.424831315602281,15.153669045442518,198.89162962117575
AD-idea,349095549696.83496,377.7315172948265,6.261898879309261,4170292.296107997,8036313634.647861,13973042118.572645,41707880.29341973,42360.0887383784,42360.0887383784,36582.87175363191,44041.395004452934,42360.0887383784,42360.0887383784,42360.0887383784,42360.0887383784,19.708434202188567,19.708434202188567,19.708434202188567,19.708434202188567,83859166670.62125,1.564688066670868,6.966578487582815e+30
