,labels_lsun_MeanShift_params1,labels_lsun_MeanShift_params10,labels_lsun_MeanShift_params11,labels_lsun_MeanShift_params12,labels_lsun_MeanShift_params13,labels_lsun_MeanShift_params14,labels_lsun_MeanShift_params15,labels_lsun_MeanShift_params16,labels_lsun_MeanShift_params17,labels_lsun_MeanShift_params18,labels_lsun_MeanShift_params19,labels_lsun_MeanShift_params2,labels_lsun_MeanShift_params20,labels_lsun_MeanShift_params21,labels_lsun_MeanShift_params22,labels_lsun_MeanShift_params23,labels_lsun_MeanShift_params24,labels_lsun_MeanShift_params25,labels_lsun_MeanShift_params26,labels_lsun_MeanShift_params3,labels_lsun_MeanShift_params4,labels_lsun_MeanShift_params5,labels_lsun_MeanShift_params6,labels_lsun_MeanShift_params7,labels_lsun_MeanShift_params8,labels_lsun_MeanShift_params9
BARI,0.36920338066332875,0.6562232883566246,0.6628503811171483,0.6562232883566246,0.6607728520899507,0.5932643336536397,0.6562232883566246,0.6562232883566246,0.6384715436036797,0.6156059672035764,0.6468688625325808,0.36267540109351787,0.6463484805895874,0.622212184388673,0.5995031166516006,0.6027967406394333,0.6027967406394333,0.6661699621474159,0.6076576429073808,0.4641400804608958,0.4804064218565036,0.6559499979160487,0.5313328739598743,0.6607728520899507,0.5932643336536397,0.6562232883566246
