,labels_a2_MeanShift_params1,labels_a2_MeanShift_params10,labels_a2_MeanShift_params11,labels_a2_MeanShift_params12,labels_a2_MeanShift_params13,labels_a2_MeanShift_params14,labels_a2_MeanShift_params15,labels_a2_MeanShift_params16,labels_a2_MeanShift_params17,labels_a2_MeanShift_params18,labels_a2_MeanShift_params19,labels_a2_MeanShift_params2,labels_a2_MeanShift_params20,labels_a2_MeanShift_params27,labels_a2_MeanShift_params28,labels_a2_MeanShift_params29,labels_a2_MeanShift_params3,labels_a2_MeanShift_params30,labels_a2_MeanShift_params37,labels_a2_MeanShift_params38,labels_a2_MeanShift_params4,labels_a2_MeanShift_params5,labels_a2_MeanShift_params6,labels_a2_MeanShift_params7,labels_a2_MeanShift_params8,labels_a2_MeanShift_params9
AMI,0.8053665847104645,0.6810756005764836,0.5636607914942344,0.5612566728777867,0.7644515054961789,0.779383250234439,0.6610966640431482,0.6810756005764836,0.4388288589119313,0.4337789781656215,0.5632114781873221,0.8023549334104162,0.5621922561087008,0.7678607567152446,0.7720443004856291,0.42920572219408964,0.8058948721565901,0.431609874932377,0.6095424917834161,0.5635542810251525,0.8087232824943913,0.6811448396078447,0.6954970420228128,0.7644515054961789,0.779383250234439,0.6610966640431482
