,labels_zigzag_outliers_MeanShift_params1,labels_zigzag_outliers_MeanShift_params10,labels_zigzag_outliers_MeanShift_params11,labels_zigzag_outliers_MeanShift_params12,labels_zigzag_outliers_MeanShift_params13,labels_zigzag_outliers_MeanShift_params14,labels_zigzag_outliers_MeanShift_params15,labels_zigzag_outliers_MeanShift_params16,labels_zigzag_outliers_MeanShift_params17,labels_zigzag_outliers_MeanShift_params18,labels_zigzag_outliers_MeanShift_params19,labels_zigzag_outliers_MeanShift_params2,labels_zigzag_outliers_MeanShift_params20,labels_zigzag_outliers_MeanShift_params21,labels_zigzag_outliers_MeanShift_params22,labels_zigzag_outliers_MeanShift_params23,labels_zigzag_outliers_MeanShift_params24,labels_zigzag_outliers_MeanShift_params3,labels_zigzag_outliers_MeanShift_params4,labels_zigzag_outliers_MeanShift_params5,labels_zigzag_outliers_MeanShift_params6,labels_zigzag_outliers_MeanShift_params7,labels_zigzag_outliers_MeanShift_params8,labels_zigzag_outliers_MeanShift_params9
ARI,0.3250026106767087,0.438965794935677,0.27050616235139324,0.27050616235139324,0.438965794935677,0.39828292169902446,0.4330854933330887,0.438965794935677,0.21381490561979885,0.21381490561979885,0.19019556898024084,0.3063820320112568,0.18055979864748564,0.21381490561979885,0.21381490561979885,0.19475437414293112,0.19475437414293112,0.3315127770732451,0.3250026106767087,0.3854046628912182,0.34299396798833004,0.438965794935677,0.39828292169902446,0.4330854933330887
