,labels_s1_MeanShift_params1,labels_s1_MeanShift_params10,labels_s1_MeanShift_params11,labels_s1_MeanShift_params12,labels_s1_MeanShift_params13,labels_s1_MeanShift_params14,labels_s1_MeanShift_params15,labels_s1_MeanShift_params16,labels_s1_MeanShift_params17,labels_s1_MeanShift_params18,labels_s1_MeanShift_params2,labels_s1_MeanShift_params3,labels_s1_MeanShift_params4,labels_s1_MeanShift_params5,labels_s1_MeanShift_params6,labels_s1_MeanShift_params7,labels_s1_MeanShift_params8,labels_s1_MeanShift_params9
BARI,0.9919298720369337,0.28582164462950915,0.2847863614050646,0.28500053149062576,0.48457439398208013,0.5292310704739813,0.2859015341658687,0.28582164462950915,0.016563065642026878,0.016554679406647357,0.9919298720369337,0.9916923338069431,0.9916923338069431,0.5328079072524948,0.5417351367472902,0.48457439398208013,0.5292310704739813,0.2859015341658687
