,labels_line_MeanShift_params1,labels_line_MeanShift_params10,labels_line_MeanShift_params11,labels_line_MeanShift_params12,labels_line_MeanShift_params13,labels_line_MeanShift_params14,labels_line_MeanShift_params15,labels_line_MeanShift_params16,labels_line_MeanShift_params17,labels_line_MeanShift_params18,labels_line_MeanShift_params19,labels_line_MeanShift_params2,labels_line_MeanShift_params20,labels_line_MeanShift_params21,labels_line_MeanShift_params22,labels_line_MeanShift_params23,labels_line_MeanShift_params24,labels_line_MeanShift_params25,labels_line_MeanShift_params26,labels_line_MeanShift_params27,labels_line_MeanShift_params28,labels_line_MeanShift_params29,labels_line_MeanShift_params3,labels_line_MeanShift_params30,labels_line_MeanShift_params31,labels_line_MeanShift_params32,labels_line_MeanShift_params4,labels_line_MeanShift_params5,labels_line_MeanShift_params6,labels_line_MeanShift_params7,labels_line_MeanShift_params8,labels_line_MeanShift_params9
BARI_nn,0.46938364646088626,0.45044113500158967,0.4482495015183434,0.4482495015183434,0.4482495015183434,0.4462564862861379,0.45114391842335627,0.45044113500158967,0.4482495015183434,0.4461760458654982,0.4482495015183434,0.4730651572092463,0.4461760458654982,0.4491779662794845,0.45151538132730307,0.45219787565836356,0.46220302375809935,0.4471656684670202,0.4461760458654982,0.014896177521343151,-0.009239623395487596,0.0024996546529755755,0.46298014901519036,0.010690531165102579,0.0024996546529755755,0.010690531165102579,0.46446605573218624,0.4566207060015856,0.45272469564569917,0.4482495015183434,0.4462564862861379,0.45114391842335627
