,labels_trajectories_MeanShift_params1,labels_trajectories_MeanShift_params10,labels_trajectories_MeanShift_params11,labels_trajectories_MeanShift_params12,labels_trajectories_MeanShift_params13,labels_trajectories_MeanShift_params14,labels_trajectories_MeanShift_params15,labels_trajectories_MeanShift_params16,labels_trajectories_MeanShift_params17,labels_trajectories_MeanShift_params18,labels_trajectories_MeanShift_params19,labels_trajectories_MeanShift_params2,labels_trajectories_MeanShift_params20,labels_trajectories_MeanShift_params27,labels_trajectories_MeanShift_params28,labels_trajectories_MeanShift_params29,labels_trajectories_MeanShift_params3,labels_trajectories_MeanShift_params30,labels_trajectories_MeanShift_params4,labels_trajectories_MeanShift_params5,labels_trajectories_MeanShift_params6,labels_trajectories_MeanShift_params7,labels_trajectories_MeanShift_params8,labels_trajectories_MeanShift_params9
BARI,0.47088982217842873,0.8839378653788181,0.8738394037049122,0.8716734645308538,0.8684170453724503,0.8684170453724503,0.8839378653788181,0.8839378653788181,0.9908602597979055,0.9908602597979055,0.9897991380701889,0.470693418176067,0.9900122923697265,0.9908602597979055,0.9910719339175813,0.9997866751963504,0.8691826868025027,0.5753650244286158,0.8637819975434363,0.868137475495901,0.8679250850538957,0.8684170453724503,0.8684170453724503,0.8839378653788181
