,labels_fuzzyx_HDBSCAN_params1,labels_fuzzyx_HDBSCAN_params10,labels_fuzzyx_HDBSCAN_params11,labels_fuzzyx_HDBSCAN_params12,labels_fuzzyx_HDBSCAN_params13,labels_fuzzyx_HDBSCAN_params14,labels_fuzzyx_HDBSCAN_params15,labels_fuzzyx_HDBSCAN_params16,labels_fuzzyx_HDBSCAN_params17,labels_fuzzyx_HDBSCAN_params18,labels_fuzzyx_HDBSCAN_params19,labels_fuzzyx_HDBSCAN_params2,labels_fuzzyx_HDBSCAN_params20,labels_fuzzyx_HDBSCAN_params21,labels_fuzzyx_HDBSCAN_params22,labels_fuzzyx_HDBSCAN_params23,labels_fuzzyx_HDBSCAN_params24,labels_fuzzyx_HDBSCAN_params25,labels_fuzzyx_HDBSCAN_params26,labels_fuzzyx_HDBSCAN_params27,labels_fuzzyx_HDBSCAN_params28,labels_fuzzyx_HDBSCAN_params29,labels_fuzzyx_HDBSCAN_params3,labels_fuzzyx_HDBSCAN_params30,labels_fuzzyx_HDBSCAN_params31,labels_fuzzyx_HDBSCAN_params32,labels_fuzzyx_HDBSCAN_params33,labels_fuzzyx_HDBSCAN_params34,labels_fuzzyx_HDBSCAN_params35,labels_fuzzyx_HDBSCAN_params36,labels_fuzzyx_HDBSCAN_params37,labels_fuzzyx_HDBSCAN_params38,labels_fuzzyx_HDBSCAN_params39,labels_fuzzyx_HDBSCAN_params4,labels_fuzzyx_HDBSCAN_params40,labels_fuzzyx_HDBSCAN_params41,labels_fuzzyx_HDBSCAN_params42,labels_fuzzyx_HDBSCAN_params43,labels_fuzzyx_HDBSCAN_params44,labels_fuzzyx_HDBSCAN_params45,labels_fuzzyx_HDBSCAN_params46,labels_fuzzyx_HDBSCAN_params47,labels_fuzzyx_HDBSCAN_params48,labels_fuzzyx_HDBSCAN_params49,labels_fuzzyx_HDBSCAN_params5,labels_fuzzyx_HDBSCAN_params50,labels_fuzzyx_HDBSCAN_params51,labels_fuzzyx_HDBSCAN_params52,labels_fuzzyx_HDBSCAN_params53,labels_fuzzyx_HDBSCAN_params54,labels_fuzzyx_HDBSCAN_params55,labels_fuzzyx_HDBSCAN_params56,labels_fuzzyx_HDBSCAN_params57,labels_fuzzyx_HDBSCAN_params58,labels_fuzzyx_HDBSCAN_params59,labels_fuzzyx_HDBSCAN_params6,labels_fuzzyx_HDBSCAN_params60,labels_fuzzyx_HDBSCAN_params61,labels_fuzzyx_HDBSCAN_params62,labels_fuzzyx_HDBSCAN_params63,labels_fuzzyx_HDBSCAN_params7,labels_fuzzyx_HDBSCAN_params8,labels_fuzzyx_HDBSCAN_params9
B,0.013043026465009207,0.0186827486142358,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.013043026465009207,0.6445336756101628,0.6445336756101628,0.015843912630504223,0.015843912630504223,0.17277902315369728,0.43078340933305465,0.43078340933305465,0.43078340933305465,0.43078340933305465,0.020430491650651805,0.19899775682772694,0.020430491650651805,0.020430491650651805,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.9922183441695296,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.02430028459140439,0.02430028459140439,0.17277902315369728,0.43078340933305465,0.43078340933305465,0.43078340933305465,0.43078340933305465,0.9922183441695296,0.029991142656608332,0.029991142656608332,0.029991142656608332,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.36724189414218783,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.9922183441695296,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.6445336756101628,0.9922183441695296,0.0186827486142358,0.0186827486142358
BH,0.13462775182847256,0.38430111347364143,128.6726575991978,128.6726575991978,128.6726575991978,128.6726575991978,146.08379741027696,146.08379741027696,146.08379741027696,146.08379741027696,146.08379741027696,0.13462775182847256,146.08379741027696,146.08379741027696,0.2959130890310078,0.2959130890310078,10.853495287624517,129.14344284219425,129.14344284219425,129.14344284219425,129.14344284219425,0.4358838571331617,8.30079738673224,0.4358838571331617,0.4358838571331617,128.6726575991978,128.6726575991978,128.6726575991978,128.6726575991978,146.08379741027696,146.08379741027696,146.08379741027696,146.08379741027696,171.9735132523142,146.08379741027696,146.08379741027696,146.08379741027696,0.7482438498114593,0.7482438498114593,10.853495287624517,129.14344284219425,129.14344284219425,129.14344284219425,129.14344284219425,171.9735132523142,0.8431253791355241,0.8431253791355241,0.8431253791355241,128.6726575991978,128.6726575991978,128.6726575991978,128.6726575991978,146.08379741027696,146.08379741027696,146.08379741027696,171.9735132523142,146.08379741027696,146.08379741027696,146.08379741027696,146.08379741027696,171.9735132523142,0.38430111347364143,0.38430111347364143
D,0.15324295462461246,0.2028207313112108,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.15324295462461246,0.1980254713745259,0.1980254713745259,0.13908046358784545,0.13908046358784545,0.07576213189062929,0.14530154520621785,0.14530154520621785,0.14530154520621785,0.14530154520621785,0.2028207313112108,0.03752991428991486,0.2028207313112108,0.2028207313112108,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.03395653580172171,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.18684046715488115,0.18684046715488115,0.07576213189062929,0.14530154520621785,0.14530154520621785,0.14530154520621785,0.14530154520621785,0.03395653580172171,0.1876081964828749,0.1876081964828749,0.1876081964828749,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.10201875480974607,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.03395653580172171,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.1980254713745259,0.03395653580172171,0.2028207313112108,0.2028207313112108
H,2.826406654691321,1.0394618430717184,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.4323309607645146,2.826406654691321,0.4323309607645146,0.4323309607645146,1.5496240905409038,1.5496240905409038,0.8371934733139742,0.3081107720466799,0.3081107720466799,0.3081107720466799,0.3081107720466799,0.989322973027728,1.292502484936028,0.989322973027728,0.989322973027728,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.498249777167853,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.9619237020362073,0.9619237020362073,0.8371934733139742,0.3081107720466799,0.3081107720466799,0.3081107720466799,0.3081107720466799,0.498249777167853,0.8149059090834385,0.8149059090834385,0.8149059090834385,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.2648402227207258,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.498249777167853,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.4323309607645146,0.498249777167853,1.0394618430717184,1.0394618430717184
DBCV,0.35466404615520236,0.4410898612250939,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,0.35466404615520236,-0.7488060091198269,-0.7488060091198269,0.334366956369164,0.334366956369164,-0.24174558942886648,-0.6210686574361859,-0.6210686574361859,-0.6210686574361859,-0.6210686574361859,0.41614409292404303,-0.3113374427367354,0.41614409292404303,0.41614409292404303,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7736665727986671,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,0.1616506245937378,0.1616506245937378,-0.24174558942886648,-0.6210686574361859,-0.6210686574361859,-0.6210686574361859,-0.6210686574361859,-0.7736665727986671,0.38372172165166707,0.38372172165166707,0.38372172165166707,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.4547408214689837,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7736665727986671,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7488060091198269,-0.7736665727986671,0.4410898612250939,0.4410898612250939
I,0.5735221928850686,0.8666193313973848,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.5735221928850686,0.2538396128192344,0.2538396128192344,0.9326377123710891,0.9326377123710891,0.3644913203400373,0.32422757330020885,0.32422757330020885,0.32422757330020885,0.32422757330020885,0.9563901365166665,0.23087613790995434,0.9563901365166665,0.9563901365166665,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.10693887910224187,0.2538396128192344,0.2538396128192344,0.2538396128192344,1.0728290157670086,1.0728290157670086,0.3644913203400373,0.32422757330020885,0.32422757330020885,0.32422757330020885,0.32422757330020885,0.10693887910224187,1.1165888436478253,1.1165888436478253,1.1165888436478253,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.3222966629640172,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.10693887910224187,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.2538396128192344,0.10693887910224187,0.8666193313973848,0.8666193313973848
C,0.010890346597685889,0.011526894552180101,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.010890346597685889,0.3130786351231503,0.3130786351231503,0.011137895900729874,0.011137895900729874,0.15902881310300265,0.27050100244270675,0.27050100244270675,0.27050100244270675,0.27050100244270675,0.011400377124308761,0.16414233488401925,0.011400377124308761,0.011400377124308761,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.5905694735102642,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.01573198284426532,0.01573198284426532,0.15902881310300265,0.27050100244270675,0.27050100244270675,0.27050100244270675,0.27050100244270675,0.5905694735102642,0.017404477418084402,0.017404477418084402,0.017404477418084402,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.28244210210696274,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.5905694735102642,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.3130786351231503,0.5905694735102642,0.011526894552180101,0.011526894552180101
CDbw,5.168130899414597,3.1675678616751863,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.03314255107573033,5.168130899414597,0.03314255107573033,0.03314255107573033,3.4197026121582312,3.4197026121582312,0.8279191930841991,0.042241553409423524,0.042241553409423524,0.042241553409423524,0.042241553409423524,4.140304603845355,2.3496202548976117,4.140304603845355,4.140304603845355,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.3237402201798661,0.03314255107573033,0.03314255107573033,0.03314255107573033,2.669256968387971,2.669256968387971,0.8279191930841991,0.042241553409423524,0.042241553409423524,0.042241553409423524,0.042241553409423524,0.3237402201798661,2.6392271612145075,2.6392271612145075,2.6392271612145075,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.06781342432497402,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.3237402201798661,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.03314255107573033,0.3237402201798661,3.1675678616751863,3.1675678616751863
VIASCKDE,0.5482606317222797,0.5748395508135032,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.5482606317222797,0.6027687599995716,0.6027687599995716,0.5668732329106686,0.5668732329106686,0.5584176537365203,0.5540682397311104,0.5540682397311104,0.5540682397311104,0.5540682397311104,0.5763740369943311,0.5535853994842548,0.5763740369943311,0.5763740369943311,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.5355583126634462,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.5938037940003867,0.5938037940003867,0.5584176537365203,0.5540682397311104,0.5540682397311104,0.5540682397311104,0.5540682397311104,0.5355583126634462,0.5817121440201612,0.5817121440201612,0.5817121440201612,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.5327900085284669,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.5355583126634462,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.6027687599995716,0.5355583126634462,0.5748395508135032,0.5748395508135032
COP,0.10421224184892036,0.08801263133018918,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.10421224184892036,0.21941269592952378,0.21941269592952378,0.09565244430966725,0.09565244430966725,0.16388596872148353,0.2822480085254554,0.2822480085254554,0.2822480085254554,0.2822480085254554,0.08904269522736498,0.16054978225448174,0.08904269522736498,0.08904269522736498,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.2532807485840283,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.10806569555907584,0.10806569555907584,0.16388596872148353,0.2822480085254554,0.2822480085254554,0.2822480085254554,0.2822480085254554,0.2532807485840283,0.09916825012059695,0.09916825012059695,0.09916825012059695,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.22543425693669075,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.2532807485840283,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.21941269592952378,0.2532807485840283,0.08801263133018918,0.08801263133018918
