,labels_fuzzyx_HDBSCAN_params1,labels_fuzzyx_HDBSCAN_params10,labels_fuzzyx_HDBSCAN_params11,labels_fuzzyx_HDBSCAN_params12,labels_fuzzyx_HDBSCAN_params13,labels_fuzzyx_HDBSCAN_params14,labels_fuzzyx_HDBSCAN_params15,labels_fuzzyx_HDBSCAN_params16,labels_fuzzyx_HDBSCAN_params17,labels_fuzzyx_HDBSCAN_params18,labels_fuzzyx_HDBSCAN_params19,labels_fuzzyx_HDBSCAN_params2,labels_fuzzyx_HDBSCAN_params20,labels_fuzzyx_HDBSCAN_params21,labels_fuzzyx_HDBSCAN_params22,labels_fuzzyx_HDBSCAN_params23,labels_fuzzyx_HDBSCAN_params24,labels_fuzzyx_HDBSCAN_params25,labels_fuzzyx_HDBSCAN_params26,labels_fuzzyx_HDBSCAN_params27,labels_fuzzyx_HDBSCAN_params28,labels_fuzzyx_HDBSCAN_params29,labels_fuzzyx_HDBSCAN_params3,labels_fuzzyx_HDBSCAN_params30,labels_fuzzyx_HDBSCAN_params31,labels_fuzzyx_HDBSCAN_params32,labels_fuzzyx_HDBSCAN_params33,labels_fuzzyx_HDBSCAN_params34,labels_fuzzyx_HDBSCAN_params35,labels_fuzzyx_HDBSCAN_params36,labels_fuzzyx_HDBSCAN_params37,labels_fuzzyx_HDBSCAN_params38,labels_fuzzyx_HDBSCAN_params39,labels_fuzzyx_HDBSCAN_params4,labels_fuzzyx_HDBSCAN_params40,labels_fuzzyx_HDBSCAN_params41,labels_fuzzyx_HDBSCAN_params42,labels_fuzzyx_HDBSCAN_params43,labels_fuzzyx_HDBSCAN_params44,labels_fuzzyx_HDBSCAN_params45,labels_fuzzyx_HDBSCAN_params46,labels_fuzzyx_HDBSCAN_params47,labels_fuzzyx_HDBSCAN_params48,labels_fuzzyx_HDBSCAN_params49,labels_fuzzyx_HDBSCAN_params5,labels_fuzzyx_HDBSCAN_params50,labels_fuzzyx_HDBSCAN_params51,labels_fuzzyx_HDBSCAN_params52,labels_fuzzyx_HDBSCAN_params53,labels_fuzzyx_HDBSCAN_params54,labels_fuzzyx_HDBSCAN_params55,labels_fuzzyx_HDBSCAN_params56,labels_fuzzyx_HDBSCAN_params57,labels_fuzzyx_HDBSCAN_params58,labels_fuzzyx_HDBSCAN_params59,labels_fuzzyx_HDBSCAN_params6,labels_fuzzyx_HDBSCAN_params60,labels_fuzzyx_HDBSCAN_params61,labels_fuzzyx_HDBSCAN_params62,labels_fuzzyx_HDBSCAN_params63,labels_fuzzyx_HDBSCAN_params7,labels_fuzzyx_HDBSCAN_params8,labels_fuzzyx_HDBSCAN_params9
cSIL,0.8782587328496847,0.9231765124791218,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.8782587328496847,0.7285890289779351,0.7285890289779351,0.8977629268545153,0.8977629268545153,0.8526536441605984,0.8046567242197759,0.8046567242197759,0.8046567242197759,0.8046567242197759,0.919614920756455,0.7951007665651804,0.919614920756455,0.919614920756455,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.5104697231166733,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.9085205477228236,0.9085205477228236,0.8526536441605984,0.8046567242197759,0.8046567242197759,0.8046567242197759,0.8046567242197759,0.5104697231166733,0.9148193238101964,0.9148193238101964,0.9148193238101964,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.8272448467318079,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.5104697231166733,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.7285890289779351,0.5104697231166733,0.9231765124791218,0.9231765124791218
GD43,3.63428923007321,5.208053853164049,1.449307712883512,1.449307712883512,1.449307712883512,1.449307712883512,1.1291457295063345,1.1291457295063345,1.1291457295063345,1.1291457295063345,1.1291457295063345,3.63428923007321,1.1291457295063345,1.1291457295063345,3.8209930105050147,3.8209930105050147,0.8173623340389927,1.3761564581953616,1.3761564581953616,1.3761564581953616,1.3761564581953616,6.7088058508406645,0.4420006920604622,6.7088058508406645,6.7088058508406645,1.449307712883512,1.449307712883512,1.449307712883512,1.449307712883512,1.1291457295063345,1.1291457295063345,1.1291457295063345,1.1291457295063345,0.7876931977424318,1.1291457295063345,1.1291457295063345,1.1291457295063345,5.564914639596,5.564914639596,0.8173623340389927,1.3761564581953616,1.3761564581953616,1.3761564581953616,1.3761564581953616,0.7876931977424318,3.1325543809987537,3.1325543809987537,3.1325543809987537,1.449307712883512,1.449307712883512,1.449307712883512,1.449307712883512,1.1291457295063345,1.1291457295063345,1.1291457295063345,0.7876931977424318,1.1291457295063345,1.1291457295063345,1.1291457295063345,1.1291457295063345,0.7876931977424318,5.208053853164049,5.208053853164049
GD53,0.023288118337360046,0.046891899536917234,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.023288118337360046,0.4213425781576893,0.4213425781576893,0.037596576311588276,0.037596576311588276,0.017163236143714993,0.4424586351249463,0.4424586351249463,0.4424586351249463,0.4424586351249463,0.061246993333871555,0.00289972450867241,0.061246993333871555,0.061246993333871555,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4952815664036214,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.0884017539539342,0.0884017539539342,0.017163236143714993,0.4424586351249463,0.4424586351249463,0.4424586351249463,0.4424586351249463,0.4952815664036214,0.04349066333864378,0.04349066333864378,0.04349066333864378,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4651714471491368,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4952815664036214,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4213425781576893,0.4952815664036214,0.046891899536917234,0.046891899536917234
PS,-16.90417065667337,-7.5597010436791034,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.2017175903982973,1.2017175903982973,1.2017175903982973,1.2017175903982973,1.2017175903982973,-16.90417065667337,1.2017175903982973,1.2017175903982973,-8.670370391716482,-8.670370391716482,-3.46908867391977,1.1085742016745863,1.1085742016745863,1.1085742016745863,1.1085742016745863,-6.352012272223768,-5.411148880836109,-6.352012272223768,-6.352012272223768,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.2017175903982973,1.2017175903982973,1.2017175903982973,1.2017175903982973,0.9729266672643476,1.2017175903982973,1.2017175903982973,1.2017175903982973,-4.808180850950902,-4.808180850950902,-3.46908867391977,1.1085742016745863,1.1085742016745863,1.1085742016745863,1.1085742016745863,0.9729266672643476,-3.455803942282155,-3.455803942282155,-3.455803942282155,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.0408143743964446,1.2017175903982973,1.2017175903982973,1.2017175903982973,0.9729266672643476,1.2017175903982973,1.2017175903982973,1.2017175903982973,1.2017175903982973,0.9729266672643476,-7.5597010436791034,-7.5597010436791034
rCIP,14.703890525541125,3.3648613061070893,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.09110887064705739,14.703890525541125,0.09110887064705739,0.09110887064705739,5.028043276265963,5.028043276265963,1.28949763413483,0.03887677149080735,0.03887677149080735,0.03887677149080735,0.03887677149080735,4.238590575037955,3.291950540966989,4.238590575037955,4.238590575037955,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.2711253413636757,0.09110887064705739,0.09110887064705739,0.09110887064705739,2.5145360848918688,2.5145360848918688,1.28949763413483,0.03887677149080735,0.03887677149080735,0.03887677149080735,0.03887677149080735,0.2711253413636757,2.023777821964843,2.023777821964843,2.023777821964843,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.022839972030142697,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.2711253413636757,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.09110887064705739,0.2711253413636757,3.3648613061070893,3.3648613061070893
WB,0.3310348370145006,0.325494421423129,9.51668101661743,9.51668101661743,9.51668101661743,9.51668101661743,5.703277877275974,5.703277877275974,5.703277877275974,5.703277877275974,5.703277877275974,0.3310348370145006,5.703277877275974,5.703277877275974,0.29088616544196383,0.29088616544196383,2.531485836244724,6.044041981910861,6.044041981910861,6.044041981910861,6.044041981910861,0.31602744405883065,3.1342435881980517,0.31602744405883065,0.31602744405883065,9.51668101661743,9.51668101661743,9.51668101661743,9.51668101661743,5.703277877275974,5.703277877275974,5.703277877275974,5.703277877275974,207.14919848113396,5.703277877275974,5.703277877275974,5.703277877275974,0.3412908162030986,0.3412908162030986,2.531485836244724,6.044041981910861,6.044041981910861,6.044041981910861,6.044041981910861,207.14919848113396,0.3530336279602593,0.3530336279602593,0.3530336279602593,9.51668101661743,9.51668101661743,9.51668101661743,9.51668101661743,5.703277877275974,5.703277877275974,5.703277877275974,207.14919848113396,5.703277877275974,5.703277877275974,5.703277877275974,5.703277877275974,207.14919848113396,0.325494421423129,0.325494421423129
XB,0.5887010282103542,0.34037943812298477,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.5887010282103542,0.44322230417639713,0.44322230417639713,0.4232973555898465,0.4232973555898465,1.1826193175755206,0.3345905317531238,0.3345905317531238,0.3345905317531238,0.3345905317531238,0.21489287613310634,3.9555026978654024,0.21489287613310634,0.21489287613310634,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.9713042491717189,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.27832790904932053,0.27832790904932053,1.1826193175755206,0.3345905317531238,0.3345905317531238,0.3345905317531238,0.3345905317531238,0.9713042491717189,0.2735203400698547,0.2735203400698547,0.2735203400698547,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.31744011838226216,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.9713042491717189,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.44322230417639713,0.9713042491717189,0.34037943812298477,0.34037943812298477
SSE,3.3656937957118136,5.38021558863098,257.3453151983956,257.3453151983956,257.3453151983956,257.3453151983956,292.1675948205539,292.1675948205539,292.1675948205539,292.1675948205539,292.1675948205539,3.3656937957118136,292.1675948205539,292.1675948205539,4.734609424496126,4.734609424496126,75.97446701337162,258.28688568438855,258.28688568438855,258.28688568438855,258.28688568438855,5.666490142731101,74.70717648059016,5.666490142731101,5.666490142731101,257.3453151983956,257.3453151983956,257.3453151983956,257.3453151983956,292.1675948205539,292.1675948205539,292.1675948205539,292.1675948205539,343.9470265046284,292.1675948205539,292.1675948205539,292.1675948205539,8.230682347926052,8.230682347926052,75.97446701337162,258.28688568438855,258.28688568438855,258.28688568438855,258.28688568438855,343.9470265046284,8.431253791355239,8.431253791355239,8.431253791355239,257.3453151983956,257.3453151983956,257.3453151983956,257.3453151983956,292.1675948205539,292.1675948205539,292.1675948205539,343.9470265046284,292.1675948205539,292.1675948205539,292.1675948205539,292.1675948205539,343.9470265046284,5.38021558863098,5.38021558863098
RS,0.8058341407344658,0.7799420104099511,0.08433583976489738,0.08433583976489738,0.08433583976489738,0.08433583976489738,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,0.8058341407344658,-0.03907213184709718,-0.03907213184709718,0.7936210805477627,0.7936210805477627,0.39411099368719604,0.07248956519290516,0.07248956519290516,0.07248956519290516,0.07248956519290516,0.769253501683465,0.3909217608399801,0.769253501683465,0.769253501683465,0.08433583976489738,0.08433583976489738,0.08433583976489738,0.08433583976489738,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.0031036110611242867,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,0.7428229522815634,0.7428229522815634,0.39411099368719604,0.07248956519290516,0.07248956519290516,0.07248956519290516,0.07248956519290516,-0.0031036110611242867,0.7356638945314814,0.7356638945314814,0.7356638945314814,0.08433583976489738,0.08433583976489738,0.08433583976489738,0.08433583976489738,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.0031036110611242867,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.03907213184709718,-0.0031036110611242867,0.7799420104099511,0.7799420104099511
DH,0.07589452388910581,0.1037819438171671,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.07589452388910581,0.5284985576590845,0.5284985576590845,0.09632926263429113,0.09632926263429113,0.1822126444226422,0.4382246841554583,0.4382246841554583,0.4382246841554583,0.4382246841554583,0.11232931569339663,0.15922760600921493,0.11232931569339663,0.11232931569339663,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5078062039595048,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.12734988286538546,0.12734988286538546,0.1822126444226422,0.4382246841554583,0.4382246841554583,0.4382246841554583,0.4382246841554583,0.5078062039595048,0.1336734512895279,0.1336734512895279,0.1336734512895279,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.3846386857874549,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5078062039595048,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5284985576590845,0.5078062039595048,0.1037819438171671,0.1037819438171671
