,labels_data1_MeanShift_params1,labels_data1_MeanShift_params10,labels_data1_MeanShift_params11,labels_data1_MeanShift_params12,labels_data1_MeanShift_params13,labels_data1_MeanShift_params14,labels_data1_MeanShift_params15,labels_data1_MeanShift_params16,labels_data1_MeanShift_params17,labels_data1_MeanShift_params18,labels_data1_MeanShift_params19,labels_data1_MeanShift_params2,labels_data1_MeanShift_params20,labels_data1_MeanShift_params21,labels_data1_MeanShift_params22,labels_data1_MeanShift_params27,labels_data1_MeanShift_params28,labels_data1_MeanShift_params29,labels_data1_MeanShift_params3,labels_data1_MeanShift_params30,labels_data1_MeanShift_params4,labels_data1_MeanShift_params5,labels_data1_MeanShift_params6,labels_data1_MeanShift_params7,labels_data1_MeanShift_params8,labels_data1_MeanShift_params9
cSIL,0.7942493304155411,0.7886674874536008,0.9183836820913459,0.9183836820913459,0.7731610676513779,0.8302456031965043,0.7886674874536008,0.7886674874536008,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.7826680597224362,0.9927212529664784,0.9190953301632407,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.806351265086729,0.9927212529664784,0.8065629190441441,0.8402653897204683,0.8387711566228291,0.7731610676513779,0.8302456031965043,0.7886674874536008
GD43,6.304861771249351,6.15540986704806,7.414497897526225,7.414497897526225,5.901288315783697,6.530447583730752,6.15540986704806,6.15540986704806,43.818914905609496,43.818914905609496,43.818914905609496,6.06797484331715,43.818914905609496,1.8063785788463491,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,6.86148865236173,43.818914905609496,6.39401362719439,7.352136588777204,6.222225567705942,5.901288315783697,6.530447583730752,6.15540986704806
GD53,0.04203279966557534,0.20093795739571454,0.4145398165084217,0.4145398165084217,0.24212775200709064,0.12245164227748274,0.20093795739571454,0.20093795739571454,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.0,0.4781658565255701,0.33864029024435793,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.0,0.4781658565255701,0.0,0.17171526511346963,0.11485557445576038,0.24212775200709064,0.12245164227748274,0.20093795739571454
PS,-18.923411563748793,-2.583700259984406,0.8019885944953165,0.8019885944953165,-2.6252227591903985,-5.466642955873896,-2.583700259984406,-2.583700259984406,2.6244661294327694,2.6244661294327694,2.6244661294327694,-19.776034903976505,2.6244661294327694,1.4633687222225316,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,-19.86624055542854,2.6244661294327694,-20.26576075458356,-2.6023586421568594,-4.472976034978474,-2.6252227591903985,-5.466642955873896,-2.583700259984406
rCIP,94.95920751787098,4.035027810857054,1.0681276558631674,1.0681276558631674,4.052211009834826,9.675874356731697,4.035027810857054,4.035027810857054,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,89.10734739270872,1.9450130063883326e-18,2.384661966629588e-66,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,87.40727001654561,1.9450130063883326e-18,87.81534443925504,4.647806252984661,6.996538337098847,4.052211009834826,9.675874356731697,4.035027810857054
WB,0.10674291809078353,0.07881018499914308,0.05780660691384288,0.05780660691384288,0.0799754566921474,0.0987138172172127,0.07881018499914308,0.07881018499914308,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.10684064721083804,0.04586634744493622,0.9646304917064785,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.10123010725895064,0.04586634744493622,0.10409363624891131,0.07769629970787506,0.09297818756803507,0.0799754566921474,0.0987138172172127,0.07881018499914308
XB,0.6499893121205725,0.4161914353202755,0.267228824502233,0.267228824502233,0.44366530553681194,0.4081325156641263,0.4161914353202755,0.4161914353202755,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.7285200801450858,0.00808761998890737,0.10718116574516429,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.4958937440543628,0.00808761998890737,0.5662550862649515,0.3073605553143507,0.4250653876318761,0.44366530553681194,0.4081325156641263,0.4161914353202755
SSE,4.280209230741299,13.05209025398631,14.341759552501518,14.341759552501518,13.242537344435867,10.922303610449797,13.05209025398631,13.05209025398631,15.160014535778473,15.160014535778473,15.160014535778473,4.120012138904173,15.160014535778473,327.5719593059185,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,3.760425569454588,15.160014535778473,3.728815538948223,12.869973271398562,11.566155052564234,13.242537344435867,10.922303610449797,13.05209025398631
RS,0.9223742300480027,0.936892737576913,0.951125930610436,0.951125930610436,0.9343419528325495,0.9348967223548411,0.936892737576913,0.936892737576913,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9198066322170046,0.9548243334937413,0.5042817774104171,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9231401854522663,0.9548243334937413,0.9242406925595223,0.9444205222511148,0.9399354502713705,0.9343419528325495,0.9348967223548411,0.936892737576913
DH,0.0497207134623561,0.08671742640054932,0.08400655013631006,0.08400655013631006,0.08760898235814711,0.07342529047670895,0.08671742640054932,0.08671742640054932,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.049329203033658876,0.08935627897390538,0.24521317900159273,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.08935627897390538,0.04729011432719597,0.08935627897390538,0.04597050874714836,0.07872006381036346,0.0743072208665683,0.08760898235814711,0.07342529047670895,0.08671742640054932
