,labels_statlog_DBSCAN_params11,labels_statlog_DBSCAN_params16,labels_statlog_DBSCAN_params21,labels_statlog_DBSCAN_params22,labels_statlog_DBSCAN_params26,labels_statlog_DBSCAN_params27,labels_statlog_DBSCAN_params31,labels_statlog_DBSCAN_params32,labels_statlog_DBSCAN_params33,labels_statlog_DBSCAN_params36,labels_statlog_DBSCAN_params37,labels_statlog_DBSCAN_params38,labels_statlog_DBSCAN_params39,labels_statlog_DBSCAN_params41,labels_statlog_DBSCAN_params42,labels_statlog_DBSCAN_params43,labels_statlog_DBSCAN_params44,labels_statlog_DBSCAN_params46,labels_statlog_DBSCAN_params47,labels_statlog_DBSCAN_params48,labels_statlog_DBSCAN_params49,labels_statlog_DBSCAN_params51,labels_statlog_DBSCAN_params52,labels_statlog_DBSCAN_params53,labels_statlog_DBSCAN_params54,labels_statlog_DBSCAN_params55
cSIL,0.999499363750598,0.9935662330677055,0.956389827168489,0.9620413586538028,0.919688437667513,0.9294507868931827,0.8724041096608285,0.8928541665949702,0.9321578662269281,0.8453735486065463,0.8579297466030479,0.8522590349325956,0.9342648876171804,0.7945924560708296,0.7723948407713755,0.8726989430115057,0.8796763328850512,0.7787302978888562,0.7899799112419876,0.7681702048841382,0.8810517947295234,0.7193997296495219,0.6280879331570228,0.6070302521344828,0.6574821824287985,0.8435666790062037
GD43,2083.3252679011707,88.51118460931488,6.305946652316152,25.87788815884518,2.405322425304481,3.673865244937376,0.6596392357073013,0.8936595662262223,6.102573313630445,0.30585615237482294,0.4012687297111293,0.4938254319389527,7.149925357162043,0.3230493651138949,0.3453647683000775,0.7585516802918565,1.621284831549469,0.2762520711758506,0.315940020505322,0.527492894863351,1.25111884710688,0.19812044667222362,0.22944643704041828,0.22947117655977928,0.3222293516316198,0.9651738449516951
GD53,0.48975512029947804,0.11908987423803288,0.020422237389653423,0.27719337942088745,0.008064223509982432,0.0459313025592125,0.010079687958998048,0.01400896385101103,0.186605464185489,0.004364316710015823,0.006144639996053981,0.01645787031805843,0.33314399285148755,0.003282400631338706,0.006958074536169068,0.03506990467735561,0.12538510878125922,0.0019897718068584962,0.010645767020503462,0.039156491085575715,0.10254313779210694,0.006906769459184688,0.018103615131116482,0.05543865467013739,0.04604454101502172,0.1897883005473808
PS,1.9633687222225316,-1.397375281676247,-19.675769233224052,0.8474736487011202,-61.99534113506048,-11.77440403043267,-93.64327454264617,-35.86610886004822,-3.93684745130893,-84.06026013392717,-43.365630557810555,-11.254074553484477,0.8946756968401165,-63.43900052105113,-39.92756003321173,-11.520084719573115,-1.0726623226039935,-34.54603494928079,-21.202770935669538,-14.359381072600614,-0.8501635350326241,-13.430748969524306,-7.201273202230305,-2.828995155557485,-2.647383288145865,0.16697709071479627
rCIP,2.850964755771319e-05,0.0003749026102906577,0.003019842539374993,8.814447622793975e-05,0.013810452450102984,0.0012922292944704617,0.021832067132496098,0.004267635169616049,0.0003836021524682009,0.017180427932711802,0.004294376900831193,0.0005402894573384538,0.00012368200883721128,0.010294258831831871,0.004682790267607918,0.0005420245413875853,0.0001485808499273362,0.0032757023422006273,0.0016124456660555886,0.0008050888607715368,5.548936161703113e-05,0.0002675098728714174,9.35641211571778e-05,3.3641033984482565e-05,1.6642678556355203e-05,2.475007799901291e-05
WB,0.004007095214071376,0.007058525786768659,0.04194376249578437,0.010142199033840536,0.23116842948621003,0.11401520446962099,1.1445599084368252,0.6120641176790146,0.15968384417083123,4.4287143463425265,2.0179979420137832,0.845361957526984,0.23384723168395016,5.427298341932316,3.1089735412689286,1.3228411922113654,0.5498972143987143,7.817052374766074,5.1755459594475015,2.3026133809701905,0.5917379723124246,10.807478341315594,6.588147251419764,3.9499102407528497,3.2252215037386858,1.0107308654711418
XB,0.000500886901758922,0.016450595869508786,0.20916858190941826,0.10226220563630976,0.5494811641794763,0.4442802836136147,1.662751853366039,0.86679730354251,0.19851299691082033,2.6845450922694827,1.687602030671253,1.1737541711123487,0.1381818186448713,2.0078441354044028,2.517651945955925,0.6284371962805368,0.418252596747901,2.237165725858424,1.7936740788494583,1.0562203135729187,0.26922636681866846,3.260268601236713,2.4582001056180585,2.5158200414125655,1.323643752052277,0.3507359344523752
SSE,0.0006619960271790471,0.03161946638374001,0.393830419395633,0.06380356080204963,2.624170926510372,1.1141533309602187,28.893837304808834,17.42249997229083,3.719074636166628,174.06068726257124,118.52745134236096,60.46001617103734,3.1574753274141214,318.33071079758736,240.2326702804474,155.7386385251043,36.069492872916264,794.2791893725464,700.5777716251515,373.5009913244909,141.84661913074044,2157.0530484023984,2119.571911136252,2074.3989620401776,1827.3453902204942,484.0314638449644
RS,0.9960009171388254,0.9933657136559031,0.9672983116014608,0.9901132736503784,0.8617495626138939,0.9220987297072931,0.5386788326659001,0.7035471256422672,0.8563831196039323,-0.02532126102421274,0.32981455718382136,0.6358177358482752,0.7873643378465762,-0.5866319159792683,-0.1912478667070339,0.3943149659191232,0.5879868578131882,-0.7340458786344202,-0.5499854518942008,-0.00243722555103637,0.5670123145085032,-0.7593783571951528,-0.4300604342211051,-0.16729252927751795,0.06916112496610109,0.28085629836080994
DH,0.024395020371495536,0.0019135121151409224,0.0007763333803474612,0.006676187742953789,0.0004727635917225755,0.0028217478243999367,0.0004907800872411584,0.001430070978089532,0.008599893063717832,0.0008413314345286389,0.0016241354119847886,0.006141215192855274,0.045169303238540355,0.0015742787019611426,0.002522612438833277,0.006317625347138128,0.02758302089969505,0.0036590140961207784,0.006479970037228694,0.008190608723558052,0.030520783846471153,0.011497908561277397,0.024112615036737974,0.056590254174671166,0.05283174388182954,0.058730661283386776
B,0.001502660705276766,0.0007858047259085803,0.001400412060775134,0.0017216387108161613,0.0034127359357137743,0.005867912619905901,0.01036852165004835,0.011232089082225415,0.01111038804740731,0.048999119470661455,0.033031570405312766,0.029506404329616546,0.03816743386832119,0.07851469695384529,0.06253315408670589,0.047921706724159366,0.056440308924863486,0.17767939712595152,0.181784295148352,0.08128710877898088,0.047360163248103805,0.29419291438085304,0.30197159941681756,0.32933178299315036,0.20324939496527633,0.12022388210057552
BH,0.0003309980135895235,0.0028744969439763648,0.011583247629283325,0.010633926800341602,0.03408014190273212,0.05570766654801096,0.26508107619090676,0.37069148877214536,0.3099228863472189,1.740606872625713,2.1550445698611083,3.3588897872798515,0.6314950654828243,3.979133884969844,4.4487531533416185,7.079029023868375,4.508686609114532,16.899557220692476,21.229629443186408,16.239173535847435,20.263802732962915,107.85265242011988,176.63099259468757,296.3427088628825,304.55756503674905,80.67191064082742
D,18.348333504076514,2.402379649173594,0.36754407517904636,0.7957166227647419,0.20436567246649065,0.2700216097732106,0.12037909151065533,0.1588739904711445,0.42742316643978995,0.10746365269712128,0.10187649391946335,0.14971356367605032,0.5874829712828954,0.12313400650827688,0.09378203836472257,0.14624750371825818,0.27299865606349705,0.11062080705951462,0.14056124425180433,0.18160123441884837,0.2820623171430127,0.1638942189580857,0.18391678923440263,0.18391678923440263,0.19944514970551994,0.3654618403097371
H,0.0010012720601116215,0.07020158677817073,1.3954436925321427,0.22704503379551205,5.896832980117396,1.3922440470252841,11.907291393872766,4.413376335816118,0.81394841671603,12.852641303072014,6.825755556089571,2.3835679299296966,0.328181587097403,13.28128441371227,9.949698144821994,2.4438162469530647,0.9087006441622888,8.182544332153828,6.211734073689115,4.43537086078221,0.8266634228064231,4.56314132103724,3.3668281156009896,2.135180884780209,1.3883028541066973,0.8766757007325137
DBCV,0.9999999999957186,0.868421052628587,0.5382047687261935,0.43221758748014677,0.46473541023721243,0.12090057200708557,0.2174679342324057,0.06752081150605627,0.22749272259113382,0.14302916908066746,0.049191404978448115,0.14636552393659993,0.40331458380391266,0.07384727391271431,0.06209833749302566,0.15952778509724946,0.23828608232559922,0.14277093150581072,0.16562027368200335,0.1266838772382529,0.27058939705570023,0.4605453355828662,0.4541572532872825,0.5436163748986028,0.4845840560551881,0.39254694237572685
I,32.16543133446681,96.50890443508577,15.665222538995886,97.22388507977837,1.4982087791750667,3.7465315823022003,0.23710449069612335,0.9285417272086304,4.264907505204251,0.0745066862991361,0.2795279720375593,1.9324008654312474,2.5019888260684136,0.0675517908825103,0.16629330790470656,0.9443508615763384,2.0305285680100975,0.07935773382564389,0.16479912053685855,0.5104524175887404,5.550915556240679,0.15515697927849217,0.40306748035177636,1.0303216034154428,1.6121204413711716,3.435910476975256
C,5.0544723607285854e-18,3.773245415548419e-18,0.0018903251494974437,0.00051686266548243,0.005127862434278055,0.005869455570799361,0.017851417539636136,0.015616090389586843,0.0033526941176118138,0.04278764091118028,0.0291222279375794,0.030642174742281505,0.004566992033491285,0.043092545397240806,0.035974927365502875,0.02561586754456454,0.020315490768837482,0.0776023425107979,0.07140756753857636,0.04625805462650248,0.02229070494912768,0.12145111351468535,0.1167646184755287,0.10452480534851726,0.08900053423648818,0.03401553522534183
VIASCKDE,0.46345831999828063,0.4832344001508334,0.42413356722810064,0.4455703254049277,0.3924266635208586,0.44094762787173486,0.3393242923579802,0.36374758083082676,0.44213999596411774,0.2889431373523418,0.30348661492696033,0.3314483302094806,0.44240054002352414,0.24102165707721895,0.24999020652792275,0.2975792475703332,0.3391516145704787,0.20088532438811374,0.20379890482700064,0.2328094892893451,0.276155105327416,0.14270725156465403,0.14317259558747233,0.14332239852005277,0.15398389464864254,0.19622169059957098
COP,0.1957174542061861,0.4561984440535298,0.40744882355571427,0.34281874205388435,0.39437207662077334,0.3655885164875792,0.42283697801312053,0.39916350228202674,0.3489735900161244,0.41338156420198335,0.40008649425988324,0.36010052194306297,0.39213015880366425,0.42194177599148797,0.40758589573854254,0.3832433408188384,0.3522292684033826,0.41361735889586626,0.4140732288126713,0.409165590920639,0.3890169514503671,0.4818831305959363,0.48250749840053536,0.3973767161684796,0.391394514665111,0.38405657301543566
Sym,464.5165320802587,10.47309282847151,0.5359489727530089,7.771136461613369,0.03627140666915118,0.19469481104136016,0.003226787999581747,0.012288255503476515,0.10799551011194992,0.0008420041040545197,0.002154680310173542,0.015172748011655229,0.16546460145021444,0.0005205579516529077,0.00104509561506434,0.004305546729847965,0.024645612940645403,0.00034761974482997387,0.0005727730309829104,0.0017081411026213023,0.014897642347930687,0.00023620601121061862,0.0003911424034599115,0.0006521230158434128,0.0009812493967074549,0.004053597029036971
CS,0.046864087463285804,0.11619403064293102,0.2341721247305816,0.12348363125993736,0.3925499895124334,0.3252970469629432,0.6371753103655313,0.5470761324370602,0.4900502113020973,0.7542029970972698,0.7721157716604057,0.7353321722470036,0.47841362256551956,0.910816122739028,1.0052775030846293,0.7268827644817022,0.7622212906399741,0.951675737916655,1.0409008696191189,1.0988626409702964,0.8661695741520767,1.0523286336295434,1.2971157483236704,1.3415051333391823,1.2479913039528083,0.8711027902040559
SF,0.6351017559889428,0.5711508981472478,0.22508619737588575,0.6118731929284826,0.011759951968187021,0.2535885859851832,1.9782245449961877e-05,0.006346430945232684,0.24194634611830346,4.4944254329326583e-07,0.00012763429272966142,0.03741390611453521,0.423102762652104,6.348210224160766e-08,5.633860580944727e-06,0.005125814694813435,0.1544597608604903,2.796994313380985e-06,2.8553891853633218e-05,0.000716177065824608,0.10199307716927497,0.0001969542602681118,0.0027665853219079883,0.01597683227452107,0.0401758408773083,0.054346833042585474
SD,66.17851737190449,75.59215721036077,546.57649741823,147.44674732978612,804.5479853049287,484.18555582130085,791.1815399414184,1279.1088237521444,1009.6189458955545,1712.7301943770249,1906.7616272732018,4235.31837410179,378.0909184435565,3126.558936842445,3588.588311464332,4752.718452253515,814.014910200515,5835.985942770442,7685.288377675999,7654.324859441982,1594.8258846416795,12860.147791125797,17318.815845626417,23200.548304428652,20913.1509986106,5542.412644194218
SDbw,0.0018751877745667228,0.0006676603887061525,0.009091395029599015,0.10610498186296842,0.005966354998969819,0.028350041694708273,inf,0.019320010163262194,0.046708036385634116,inf,0.03176496851776146,0.08053712221127293,0.16388645676315672,inf,0.056254435792676354,0.06811017328344428,0.1779633317083551,inf,inf,0.12385817882811145,0.20162529491117917,0.1669778210051338,0.213721286563288,0.31529250713843393,0.36074469476178106,0.3012590482651223
XB*,0.0005113646402028804,0.025117545515069974,0.6885848784878583,0.13837297594347445,1.8688338912527103,1.0560665673670644,5.378716569379334,2.937354190927987,0.2807665497353736,7.192165144634264,4.708804940002934,3.213917140245089,0.17123173188416274,4.848770597942785,5.433421762335675,1.2406944568401241,0.6616910234647332,4.01948138054823,3.232978032951042,1.7757043529160619,0.4390857031289211,4.353713452286293,3.25264680666363,3.2522961355255187,1.7152905074197513,0.46980293506817333
S,0.9634341072387106,0.8836463458057239,0.7046344078323693,0.7776678712008752,0.5535278365519688,0.6501418280172964,0.3637489612439101,0.462728022556432,0.656251631379123,0.20627324331016558,0.3175369739126019,0.4213977164259841,0.6818701644662266,0.14163451536763852,0.2218409539398946,0.3915856334734768,0.5112726606438301,0.028849366327399227,0.12115255802775816,0.23620879380861032,0.5220016480222645,-0.13237161503323422,-0.079464587413433,-0.004951686779789566,0.10255532063090608,0.4130964947167519
DB,0.041400143364290716,0.13166923649661666,0.3239562209942756,0.2820411990830944,0.5078931629595376,0.4552911714900585,0.6569958820169678,0.5866805443554112,0.488830007719732,0.7924733851890798,0.7263006673491977,0.6893207706577917,0.4696389743238617,0.9419605956641564,0.928087201496299,0.7012676328642516,0.6519915719950009,1.0455873625603735,1.0358011715173623,0.979162134932258,0.7028029485254353,1.3055375965343574,1.3864675529043655,1.4466203515576446,1.152161620875084,0.8291731422937333
