,labels_a1_MeanShift_params1,labels_a1_MeanShift_params10,labels_a1_MeanShift_params11,labels_a1_MeanShift_params12,labels_a1_MeanShift_params13,labels_a1_MeanShift_params14,labels_a1_MeanShift_params15,labels_a1_MeanShift_params16,labels_a1_MeanShift_params17,labels_a1_MeanShift_params18,labels_a1_MeanShift_params19,labels_a1_MeanShift_params2,labels_a1_MeanShift_params20,labels_a1_MeanShift_params3,labels_a1_MeanShift_params4,labels_a1_MeanShift_params5,labels_a1_MeanShift_params6,labels_a1_MeanShift_params7,labels_a1_MeanShift_params8,labels_a1_MeanShift_params9
AMI,0.9191126766542944,0.6624204980862999,0.6491265641360083,0.6491265641360083,0.7838168048936579,0.7288089582805195,0.6547199497429678,0.6624204980862999,0.506822304807475,0.34778050369496616,0.34533013811876306,0.9191848493626225,0.34490831917690623,0.7842036607840364,0.7756019387243913,0.7832018375551019,0.7795810710017004,0.7838168048936579,0.7288089582805195,0.6547199497429678
