,labels_data2_MeanShift_params1,labels_data2_MeanShift_params10,labels_data2_MeanShift_params11,labels_data2_MeanShift_params12,labels_data2_MeanShift_params13,labels_data2_MeanShift_params14,labels_data2_MeanShift_params15,labels_data2_MeanShift_params16,labels_data2_MeanShift_params17,labels_data2_MeanShift_params18,labels_data2_MeanShift_params19,labels_data2_MeanShift_params2,labels_data2_MeanShift_params20,labels_data2_MeanShift_params27,labels_data2_MeanShift_params28,labels_data2_MeanShift_params3,labels_data2_MeanShift_params4,labels_data2_MeanShift_params5,labels_data2_MeanShift_params6,labels_data2_MeanShift_params7,labels_data2_MeanShift_params8,labels_data2_MeanShift_params9
AMI,0.9810786343787027,1.0,1.0,0.9053578582602336,1.0,1.0,1.0,1.0,0.8377979286914483,0.7224258478558809,0.5837292680028752,0.9810786343787027,0.5837292680028752,0.5438711995742824,0.5438711995742824,1.0,1.0,1.0,1.0,1.0,1.0,1.0
