,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
FMI,0.29198053635188115,0.9095648275213396,0.7318482178655709,0.5227378817520024,0.38725149382014284,0.8359947960342533,0.9867901947600503,0.9835792580594931,0.9783910741561365,0.8445481920799545,0.8445481920799545,0.8445481920799545,0.8440670667439049,0.8445481920799545,0.8445481920799545,0.8445481920799545,0.8445481920799545,0.6192169833321867,0.6192169833321867,0.6192169833321867,0.6192169833321867,0.44209683246781
