,labels_line_SpectralClustering_params1,labels_line_SpectralClustering_params10,labels_line_SpectralClustering_params11,labels_line_SpectralClustering_params12,labels_line_SpectralClustering_params13,labels_line_SpectralClustering_params14,labels_line_SpectralClustering_params15,labels_line_SpectralClustering_params16,labels_line_SpectralClustering_params17,labels_line_SpectralClustering_params18,labels_line_SpectralClustering_params19,labels_line_SpectralClustering_params2,labels_line_SpectralClustering_params20,labels_line_SpectralClustering_params21,labels_line_SpectralClustering_params22,labels_line_SpectralClustering_params23,labels_line_SpectralClustering_params24,labels_line_SpectralClustering_params25,labels_line_SpectralClustering_params26,labels_line_SpectralClustering_params27,labels_line_SpectralClustering_params28,labels_line_SpectralClustering_params29,labels_line_SpectralClustering_params3,labels_line_SpectralClustering_params30,labels_line_SpectralClustering_params31,labels_line_SpectralClustering_params32,labels_line_SpectralClustering_params33,labels_line_SpectralClustering_params34,labels_line_SpectralClustering_params35,labels_line_SpectralClustering_params36,labels_line_SpectralClustering_params4,labels_line_SpectralClustering_params5,labels_line_SpectralClustering_params6,labels_line_SpectralClustering_params7,labels_line_SpectralClustering_params8,labels_line_SpectralClustering_params9
BARI_nn,1.0,-0.013007773693326249,-0.034107096282326506,-0.013007773693326249,0.5139788335442911,0.5162304123808152,0.5305377254530852,0.5305377254530852,0.5162304123808152,0.5162304123808152,0.056114184863189545,1.0,0.060031054067720684,0.056114184863189545,0.060031054067720684,0.056114184863189545,0.060031054067720684,0.49730042757743853,0.4846152038739141,0.47971602434077076,0.47226402433860365,0.4880599683301834,1.0,0.47662823687593386,0.5185196332346506,0.48631969380420453,0.5185196332346506,0.48631969380420453,0.5185196332346506,0.48631969380420453,1.0,1.0,1.0,-0.034107096282326506,-0.013007773693326249,-0.034107096282326506
