,labels_ring_MeanShift_params1,labels_ring_MeanShift_params10,labels_ring_MeanShift_params11,labels_ring_MeanShift_params12,labels_ring_MeanShift_params13,labels_ring_MeanShift_params14,labels_ring_MeanShift_params15,labels_ring_MeanShift_params16,labels_ring_MeanShift_params17,labels_ring_MeanShift_params18,labels_ring_MeanShift_params19,labels_ring_MeanShift_params2,labels_ring_MeanShift_params20,labels_ring_MeanShift_params21,labels_ring_MeanShift_params22,labels_ring_MeanShift_params23,labels_ring_MeanShift_params24,labels_ring_MeanShift_params3,labels_ring_MeanShift_params4,labels_ring_MeanShift_params5,labels_ring_MeanShift_params6,labels_ring_MeanShift_params7,labels_ring_MeanShift_params8,labels_ring_MeanShift_params9
ARI,0.2762440767087923,0.5502676494950253,0.572649671864701,0.5562950644453241,0.5418555971254013,0.5381725243847345,0.5718281471368636,0.5502676494950253,0.5731506009139615,0.5567759720809895,0.5739961680099066,0.1907997152292389,0.5630998644329217,0.5865953489899499,0.5714915219802498,0.5717479983106188,0.5714915219802498,0.5338201313986829,0.5260570674858169,0.5420199120340803,0.5383087865366072,0.5418555971254013,0.5381725243847345,0.5718281471368636
