,labels_target_MeanShift_params1,labels_target_MeanShift_params10,labels_target_MeanShift_params11,labels_target_MeanShift_params12,labels_target_MeanShift_params13,labels_target_MeanShift_params14,labels_target_MeanShift_params15,labels_target_MeanShift_params16,labels_target_MeanShift_params17,labels_target_MeanShift_params18,labels_target_MeanShift_params19,labels_target_MeanShift_params2,labels_target_MeanShift_params20,labels_target_MeanShift_params21,labels_target_MeanShift_params22,labels_target_MeanShift_params23,labels_target_MeanShift_params24,labels_target_MeanShift_params25,labels_target_MeanShift_params26,labels_target_MeanShift_params27,labels_target_MeanShift_params28,labels_target_MeanShift_params29,labels_target_MeanShift_params3,labels_target_MeanShift_params30,labels_target_MeanShift_params31,labels_target_MeanShift_params32,labels_target_MeanShift_params4,labels_target_MeanShift_params5,labels_target_MeanShift_params6,labels_target_MeanShift_params7,labels_target_MeanShift_params8,labels_target_MeanShift_params9
AMI,0.5668333508162497,0.5963093488093965,0.6246005194651039,0.5963093488093965,0.599359592898177,0.587053139101307,0.6246005194651039,0.5963093488093965,0.6096598599077919,0.6123141276892058,0.6249441168269843,0.5452725122477992,0.5971104698588852,0.6251932428475818,0.6105621557821305,0.669916453375144,0.625339142998708,0.6246236562176026,0.5957034392712852,0.6702672066112915,0.624799240112929,0.3934605795218808,0.5746863206845068,0.39083493476166753,0.2222614735063007,0.2222614735063007,0.5669717368353577,0.6105953717926714,0.5892672390751927,0.599359592898177,0.587053139101307,0.6246005194651039
