,labels_ecoli_MeanShift_params1,labels_ecoli_MeanShift_params10,labels_ecoli_MeanShift_params11,labels_ecoli_MeanShift_params12,labels_ecoli_MeanShift_params13,labels_ecoli_MeanShift_params14,labels_ecoli_MeanShift_params15,labels_ecoli_MeanShift_params16,labels_ecoli_MeanShift_params17,labels_ecoli_MeanShift_params18,labels_ecoli_MeanShift_params19,labels_ecoli_MeanShift_params2,labels_ecoli_MeanShift_params20,labels_ecoli_MeanShift_params21,labels_ecoli_MeanShift_params22,labels_ecoli_MeanShift_params23,labels_ecoli_MeanShift_params24,labels_ecoli_MeanShift_params25,labels_ecoli_MeanShift_params26,labels_ecoli_MeanShift_params27,labels_ecoli_MeanShift_params28,labels_ecoli_MeanShift_params29,labels_ecoli_MeanShift_params3,labels_ecoli_MeanShift_params30,labels_ecoli_MeanShift_params31,labels_ecoli_MeanShift_params32,labels_ecoli_MeanShift_params4,labels_ecoli_MeanShift_params5,labels_ecoli_MeanShift_params6,labels_ecoli_MeanShift_params7,labels_ecoli_MeanShift_params8,labels_ecoli_MeanShift_params9
ARI_nn,0.7196484161607909,0.6795490886554122,0.6883368008795848,0.6975472547175949,0.6656054791383055,0.6807637665155767,0.7091537586140301,0.6795490886554122,0.4774153723868655,0.49813335103264283,0.4276661891421624,0.7230247750058016,0.4276661891421624,0.4739008681759892,0.4906529343183817,0.4283870194328869,0.46199247366788243,0.46656042555534866,0.46656042555534866,0.03805441187768192,0.03805441187768192,0.42302709565760466,0.7495492743183383,0.45898304411861957,0.4358145987569757,0.43825903900463276,0.7316550457766279,0.7162880689452217,0.6134136620982357,0.6656054791383055,0.6807637665155767,0.7091537586140301
