,labels_wingnut_DBSCAN_params11,labels_wingnut_DBSCAN_params16,labels_wingnut_DBSCAN_params17,labels_wingnut_DBSCAN_params18,labels_wingnut_DBSCAN_params21,labels_wingnut_DBSCAN_params22,labels_wingnut_DBSCAN_params23,labels_wingnut_DBSCAN_params26,labels_wingnut_DBSCAN_params27,labels_wingnut_DBSCAN_params28,labels_wingnut_DBSCAN_params29,labels_wingnut_DBSCAN_params34,labels_wingnut_DBSCAN_params35,labels_wingnut_DBSCAN_params40,labels_wingnut_DBSCAN_params6
AMI,0.07666135545306185,0.2387628241305451,0.21696220652629813,0.031442823467536095,0.49718486965965347,0.47287595257056875,0.2796828863252882,0.6040869280417558,0.5877764538098337,0.5540124048342836,0.26349909551572925,0.5306532127445,0.12438363502614108,0.39036528140016874,0.007714127051257547
