,labels_ring_noisy_DBSCAN_params1,labels_ring_noisy_DBSCAN_params11,labels_ring_noisy_DBSCAN_params12,labels_ring_noisy_DBSCAN_params16,labels_ring_noisy_DBSCAN_params17,labels_ring_noisy_DBSCAN_params18,labels_ring_noisy_DBSCAN_params2,labels_ring_noisy_DBSCAN_params21,labels_ring_noisy_DBSCAN_params22,labels_ring_noisy_DBSCAN_params23,labels_ring_noisy_DBSCAN_params24,labels_ring_noisy_DBSCAN_params26,labels_ring_noisy_DBSCAN_params27,labels_ring_noisy_DBSCAN_params28,labels_ring_noisy_DBSCAN_params29,labels_ring_noisy_DBSCAN_params34,labels_ring_noisy_DBSCAN_params35,labels_ring_noisy_DBSCAN_params6,labels_ring_noisy_DBSCAN_params7,labels_ring_noisy_DBSCAN_params8
AMI,0.1812813851409684,0.4815360658119483,0.4445516198332144,0.9931506506917382,0.9931506506917382,0.9931506506917382,0.09805688700766876,0.9643227371874709,0.9643227371874709,0.9643227371874709,0.9680794947869935,0.9271968521827217,0.9346761249774924,0.9397361280901195,0.9424034690326802,0.9019982103684054,0.591606295283795,0.39674408343398,0.4883849395196042,0.25662481694998174
