,labels_ring_outliers_DBSCAN_params1,labels_ring_outliers_DBSCAN_params11,labels_ring_outliers_DBSCAN_params12,labels_ring_outliers_DBSCAN_params13,labels_ring_outliers_DBSCAN_params16,labels_ring_outliers_DBSCAN_params17,labels_ring_outliers_DBSCAN_params18,labels_ring_outliers_DBSCAN_params2,labels_ring_outliers_DBSCAN_params20,labels_ring_outliers_DBSCAN_params21,labels_ring_outliers_DBSCAN_params22,labels_ring_outliers_DBSCAN_params23,labels_ring_outliers_DBSCAN_params26,labels_ring_outliers_DBSCAN_params27,labels_ring_outliers_DBSCAN_params28,labels_ring_outliers_DBSCAN_params29,labels_ring_outliers_DBSCAN_params31,labels_ring_outliers_DBSCAN_params32,labels_ring_outliers_DBSCAN_params33,labels_ring_outliers_DBSCAN_params34,labels_ring_outliers_DBSCAN_params36,labels_ring_outliers_DBSCAN_params37,labels_ring_outliers_DBSCAN_params38,labels_ring_outliers_DBSCAN_params39,labels_ring_outliers_DBSCAN_params41,labels_ring_outliers_DBSCAN_params42,labels_ring_outliers_DBSCAN_params43,labels_ring_outliers_DBSCAN_params44,labels_ring_outliers_DBSCAN_params45,labels_ring_outliers_DBSCAN_params46,labels_ring_outliers_DBSCAN_params47,labels_ring_outliers_DBSCAN_params48,labels_ring_outliers_DBSCAN_params49,labels_ring_outliers_DBSCAN_params50,labels_ring_outliers_DBSCAN_params51,labels_ring_outliers_DBSCAN_params52,labels_ring_outliers_DBSCAN_params53,labels_ring_outliers_DBSCAN_params54,labels_ring_outliers_DBSCAN_params55,labels_ring_outliers_DBSCAN_params6,labels_ring_outliers_DBSCAN_params7
B,0.044214460940911963,0.052915249008007696,0.09715662540921481,0.1750787603182829,0.30652121753773465,0.30652121753773465,0.09282646142893669,0.027919999296347215,0.20056545199342046,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.32001696980964217,0.21003673347557025,0.32001696980964217,0.32001696980964217,0.32001696980964217,1.6628265781026021,0.32001696980964217,0.32001696980964217,0.32001696980964217,1.6628265781026021,0.32001696980964217,0.32001696980964217,0.32001696980964217,1.6628265781026021,1.1089957178996397,0.32001696980964217,0.32001696980964217,0.32001696980964217,1.6628265781026021,1.6628265781026021,0.40562633618736066,0.40562633618736066,0.40562633618736066,1.4207667657662952,1.4207667657662952,0.10435707633081152,0.020510663148163875
BH,2.7108446512203543e-05,0.2043985469831611,0.7531685235793977,0.0592729130234429,58.546955153792815,58.546955153792815,0.5903468391128224,4.6808456741461136e-05,0.06694816148404857,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,81.50327643969918,1.9612305483328791,81.50327643969918,81.50327643969918,81.50327643969918,135.83342675594812,81.50327643969918,81.50327643969918,81.50327643969918,135.83342675594812,81.50327643969918,81.50327643969918,81.50327643969918,135.83342675594812,12.860360811837822,81.50327643969918,81.50327643969918,81.50327643969918,135.83342675594812,135.83342675594812,145.5587601720994,145.5587601720994,145.5587601720994,145.55749419639903,145.55749419639903,0.0006643361169924732,0.00045502569829966073
D,0.9953876632113638,0.11469439364150678,0.3486613552108267,0.150249536758419,0.20948980767767983,0.20948980767767983,0.3908877185662262,21.197722777345376,1.4281684130145358,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.5044860382994555,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.16753526407805827,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.16753526407805827,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.16753526407805827,0.5898230652405297,0.26874873524522774,0.26874873524522774,0.26874873524522774,0.16753526407805827,0.16753526407805827,0.3498571387086795,0.3498571387086795,0.3498571387086795,0.2470059413537011,0.2470059413537011,0.22494698362206897,0.46711577367734014
H,,,,,1.8444079403967573,1.8444079403967573,,,,2.0038323563959057,2.0038323563959057,2.0038323563959057,2.0038323563959057,2.0038323563959057,2.0038323563959057,,2.0038323563959057,2.0038323563959057,2.0038323563959057,,2.0038323563959057,2.0038323563959057,2.0038323563959057,,2.0038323563959057,2.0038323563959057,2.0038323563959057,,,2.0038323563959057,2.0038323563959057,2.0038323563959057,,,1.9416102523628531,1.9416102523628531,1.9416102523628531,,,,
DBCV,0.08189468918137031,0.0068982274903123895,-0.18549914537859843,-0.09467319157641982,0.21166386864965414,0.21166386864965414,0.6959346814067496,0.011648328426630493,0.11849806701469305,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.5464467313315898,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9497444898386577,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9497444898386577,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9497444898386577,0.7317523814557241,0.9485984922857033,0.9485984922857033,0.9485984922857033,0.9497444898386577,0.9497444898386577,0.7045173729741396,0.7045173729741396,0.7045173729741396,0.7483265800855801,0.7483265800855801,0.26100701706238344,0.16996433810656508
I,20326.81958313272,0.038185130686101416,0.7296858873162819,0.9861577942035675,0.1029965710068321,0.1029965710068321,0.22916271945569994,2480366.483540261,170.67943976271786,0.10862199023610386,0.10862199023610386,0.10862199023610386,0.10862199023610386,0.10862199023610386,0.10862199023610386,0.4757471241356958,0.10862199023610386,0.10862199023610386,0.10862199023610386,3.8703542897836794e-07,0.10862199023610386,0.10862199023610386,0.10862199023610386,3.8703542897836794e-07,0.10862199023610386,0.10862199023610386,0.10862199023610386,3.8703542897836794e-07,1.928199872376723,0.10862199023610386,0.10862199023610386,0.10862199023610386,3.8703542897836794e-07,3.8703542897836794e-07,0.2561272021717203,0.2561272021717203,0.2561272021717203,0.00022366507416195314,0.00022366507416195314,25.887389340413204,24.1465051593086
C,0.6719036685063557,0.12050561786832278,0.3497225079729639,0.7347912553047944,0.24673181347760004,0.24673181347760004,0.09993165370869175,0.714726982385373,0.6578594315726906,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.09301631461855082,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3180681798773262,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3180681798773262,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3180681798773262,0.12080644131510512,0.3177662263851737,0.3177662263851737,0.3177662263851737,0.3180681798773262,0.3180681798773262,0.3475893320993411,0.3475893320993411,0.3475893320993411,0.3475893320993411,0.3475893320993411,0.701528238602537,0.6951263831059808
CDbw,0.3071006175922243,0.19629279352373966,0.6659540585798194,0.13540931011276802,9.1793584514402,9.1793584514402,0.3572583432602301,0.5835651179542584,0.5034879514879984,12.802554103201599,12.802554103201599,12.802554103201599,12.802554103201599,12.802554103201599,12.802554103201599,0.3715958596808704,12.802554103201599,12.802554103201599,12.802554103201599,0.2335145219788453,12.802554103201599,12.802554103201599,12.802554103201599,0.2335145219788453,12.802554103201599,12.802554103201599,12.802554103201599,0.2335145219788453,0.2766160737908428,12.802554103201599,12.802554103201599,12.802554103201599,0.2335145219788453,0.2335145219788453,10.392000660429922,10.392000660429922,10.392000660429922,10.392000660429922,10.392000660429922,0.29411772352189486,0.15053013381011296
VIASCKDE,0.43189046503625145,0.43356254923143656,0.42328451782167603,0.3742137293841306,0.7808193737292418,0.7808193737292418,0.6731644424663513,0.5588193889222798,0.5203083676862812,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7089547332376203,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7841385919755169,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7841385919755169,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7841385919755169,0.7348975171909338,0.7846411623543574,0.7846411623543574,0.7846411623543574,0.7841385919755169,0.7841385919755169,0.7810463144180616,0.7810463144180616,0.7810463144180616,0.7810463144180617,0.7810463144180617,0.29521870485016416,0.3444392999147576
COP,0.4069781957726629,0.39641863760447804,0.521574787696295,0.424381505814907,0.6132052996761628,0.6132052996761628,0.42311793267737496,0.3992607728284049,0.39717947824712774,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.4141654641379692,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6703375457458016,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6703375457458016,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6703375457458016,0.4946409446707488,0.6591714740018829,0.6591714740018829,0.6591714740018829,0.6703375457458016,0.6703375457458016,0.6329382859761744,0.6329382859761744,0.6329382859761744,0.6329382859761744,0.6329382859761744,0.3889952346617658,0.40317838913575565
Sym,0.001736341928146785,0.00214679552954432,0.004372379025437571,0.0006242753512960545,0.0045606802666754665,0.0045606802666754665,0.005884764097884383,0.0031200974856701847,0.00259762905261586,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.0039337125429856545,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.03939370228257001,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.03939370228257001,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.03939370228257001,0.007838817076025085,0.038839831394496226,0.038839831394496226,0.038839831394496226,0.03939370228257001,0.03939370228257001,0.016980096621854422,0.016980096621854422,0.016980096621854422,0.016980096621854422,0.016980096621854422,0.0011743110699676343,0.0003490936094252641
CS,1.09880234343086,0.7807675109694721,0.6169677925797861,3.0756986621431675,1.1205941157936627,1.1205941157936627,0.8048976124694028,3.932311416243156,3.2841539323855424,1.125914668926753,1.125914668926753,1.125914668926753,1.125914668926753,1.125914668926753,1.125914668926753,1.0009760310888194,1.125914668926753,1.125914668926753,1.125914668926753,3.104681649035544,1.125914668926753,1.125914668926753,1.125914668926753,3.104681649035544,1.125914668926753,1.125914668926753,1.125914668926753,3.104681649035544,2.2100568233521676,1.125914668926753,1.125914668926753,1.125914668926753,3.104681649035544,3.104681649035544,1.5584278511377463,1.5584278511377463,1.5584278511377463,1.5584278511377458,1.5584278511377458,0.5362381306956594,2.401107509378943
SF,0.40785148091501666,0.1418745891506178,0.24903848702722098,0.27314119574622786,0.2366688678007095,0.2366688678007095,0.14324983260798518,0.4339064569308072,0.39984049537595534,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.13484758953844467,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.18264294827639926,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.18264294827639926,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.18264294827639926,0.17218440002682367,0.28096570230771845,0.28096570230771845,0.28096570230771845,0.18264294827639926,0.18264294827639926,0.28731620310303985,0.28731620310303985,0.28731620310303985,0.28731620310303985,0.28731620310303985,0.26123206279083555,0.34995768077072054
SD,3029973.155406357,1640929.0925824558,6403927.941171989,8341438.087747182,23055599.698481143,23055599.698481143,4418063.910035519,22827446.34266501,25519866.783294234,25841769.502934184,25841769.502934184,25841769.502934184,25841769.502934184,25841769.502934184,25841769.502934184,13715012.106794233,25841769.502934184,25841769.502934184,25841769.502934184,71192654.45110057,25841769.502934184,25841769.502934184,25841769.502934184,71192654.45110057,25841769.502934184,25841769.502934184,25841769.502934184,71192654.45110057,48237598.991625756,25841769.502934184,25841769.502934184,25841769.502934184,71192654.45110057,71192654.45110057,42758783.97973133,42758783.97973133,42758783.97973133,42758783.97973133,42758783.97973133,1439272.9717470217,2717806.6881716163
SDbw,1.1843414267993009,inf,0.2961518278258366,1.573734972228412,1.0988852573184047,1.0988852573184047,0.18919900509624388,1.5833359072286315,1.7138633227460214,2.580859005374494,2.580859005374494,2.580859005374494,2.580859005374494,2.580859005374494,2.580859005374494,0.3771280806124804,2.580859005374494,2.580859005374494,2.580859005374494,4.851588547073209,2.580859005374494,2.580859005374494,2.580859005374494,4.851588547073209,2.580859005374494,2.580859005374494,2.580859005374494,4.851588547073209,1.1268898533714946,2.580859005374494,2.580859005374494,2.580859005374494,4.851588547073209,4.851588547073209,4.0979797551715835,4.0979797551715835,4.0979797551715835,4.0979797551715835,4.0979797551715835,0.41868551177513635,1.1115709541390602
XB*,6126.0206137688165,1063.1895686398927,306.17094856609276,522.2321964854278,40.38344990268123,40.38344990268123,313.7513816483411,26.680679123233773,12.912610845239662,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,31.0532589419952,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,43.96509399631016,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,259432.23295156902,424.4903238755126,424.4903238755126,424.4903238755126,424.4903238755126,424.4903238755126,3082.7302459231187,1506.0792680809484
S,-0.4898230884422549,0.010569181780550998,-0.26436611130002535,-0.08686379280319576,0.28994764278573054,0.28994764278573054,0.36393406796005845,-0.4591359527597124,-0.28321090454459197,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.3421769170056302,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.2661154261441873,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.2661154261441873,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.2661154261441873,0.42298829643987473,0.23468390804053627,0.23468390804053627,0.23468390804053627,0.2661154261441873,0.2661154261441873,0.24756915418628805,0.24756915418628805,0.24756915418628805,0.24756915418628805,0.24756915418628805,-0.3194734871992818,-0.3128662563715326
DB,3.376359845113372,1.481573198600721,3.2053462295070143,4.915319540145015,3.03467124591463,3.03467124591463,2.413366176317227,3.81483708406286,3.1483776760810187,244.6093628739299,244.6093628739299,244.6093628739299,244.6093628739299,244.6093628739299,244.6093628739299,2.0407385170426875,244.6093628739299,244.6093628739299,244.6093628739299,407.4024086225501,244.6093628739299,244.6093628739299,244.6093628739299,407.4024086225501,244.6093628739299,244.6093628739299,244.6093628739299,407.4024086225501,4.628875011696104,244.6093628739299,244.6093628739299,244.6093628739299,407.4024086225501,407.4024086225501,16.59338391950642,16.59338391950642,16.59338391950642,16.59338391950642,16.59338391950642,3.443504203679112,3.862062171192145
CH,0.6444164819523852,20.223626553572732,15.154228435865862,2.464839870889503,62.4033626855098,62.4033626855098,64.62421912665235,0.4064215378996331,5.560408603905486,31.94492782074751,31.94492782074751,31.94492782074751,31.94492782074751,31.94492782074751,31.94492782074751,128.9058688859335,31.94492782074751,31.94492782074751,31.94492782074751,47.47197108235251,31.94492782074751,31.94492782074751,31.94492782074751,47.47197108235251,31.94492782074751,31.94492782074751,31.94492782074751,47.47197108235251,251.60011924990928,31.94492782074751,31.94492782074751,31.94492782074751,47.47197108235251,47.47197108235251,25.449876278629116,25.449876278629116,25.449876278629116,25.449876278629116,25.449876278629116,2.400011856040653,0.5163000071676215
AD-S,-0.019768350030948723,0.2209805890228876,-0.22421991624250645,0.07233479608448763,0.5771686669668297,0.5771686669668297,0.5637616110211517,0.0028586342012967485,0.028253629149113148,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.5049196681254904,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9274083062604979,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9274083062604979,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9274083062604979,0.5049202744283917,0.9461621155472187,0.9461621155472187,0.9461621155472187,0.9274083062604979,0.9274083062604979,0.9249978817587986,0.9249978817587986,0.9249978817587986,0.9249978817587986,0.9249978817587986,-0.22235841286062252,0.059666931234692855
AD-DB,21.29519943675211,1.7466881810987736,5.54358489625158,34.65410528748138,0.5906699399969634,0.5906699399969634,1.2919069215116674,20.535320405988713,23.064376393796156,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.10094257912651221,3.3603738984198195,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.9283783651049405,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.9283783651049405,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.9283783651049405,2.356419572406968,0.10094257912651221,0.10094257912651221,0.10094257912651221,0.9283783651049405,0.9283783651049405,0.15848414828806176,0.15848414828806176,0.15848414828806176,0.15848414828806176,0.15848414828806176,23.13404908211547,25.998569256686245
AD-CH,0.5286453276786953,19.807785116228168,14.239463549687425,1.6871989726926577,2050.394223523225,2050.394223523225,459.6413316693527,0.3375743415855229,3.183086622553948,2475.1952364719973,2475.1952364719973,2475.1952364719973,2475.1952364719973,2475.1952364719973,2475.1952364719973,581.918005200715,2475.1952364719973,2475.1952364719973,2475.1952364719973,3362.767983271894,2475.1952364719973,2475.1952364719973,2475.1952364719973,3362.767983271894,2475.1952364719973,2475.1952364719973,2475.1952364719973,3362.767983271894,2024.6984602605494,2475.1952364719973,2475.1952364719973,2475.1952364719973,3362.767983271894,3362.767983271894,3276.177799856496,3276.177799856496,3276.177799856496,3276.177799856496,3276.177799856496,1.976477128190782,0.3448975052200036
AD-idea,4.741604068458573,87352097351.57553,8470.629822287963,5.255308890694732,5222770.544907639,5222770.544907639,1423396583.6597266,1.0337772736918331,1.0493499872271421,39359551.9159699,39359551.9159699,39359551.9159699,39359551.9159699,39359551.9159699,39359551.9159699,296.2585449897956,39359551.9159699,39359551.9159699,39359551.9159699,371.7828555491686,39359551.9159699,39359551.9159699,39359551.9159699,371.7828555491686,39359551.9159699,39359551.9159699,39359551.9159699,371.7828555491686,17.927260512779416,39359551.9159699,39359551.9159699,39359551.9159699,371.7828555491686,371.7828555491686,11344.867156980508,11344.867156980508,11344.867156980508,249.16400641544055,249.16400641544055,56499700.80009317,4.561446522513274
