,labels_data4_MeanShift_params1,labels_data4_MeanShift_params10,labels_data4_MeanShift_params11,labels_data4_MeanShift_params12,labels_data4_MeanShift_params13,labels_data4_MeanShift_params14,labels_data4_MeanShift_params15,labels_data4_MeanShift_params16,labels_data4_MeanShift_params17,labels_data4_MeanShift_params18,labels_data4_MeanShift_params19,labels_data4_MeanShift_params2,labels_data4_MeanShift_params20,labels_data4_MeanShift_params21,labels_data4_MeanShift_params22,labels_data4_MeanShift_params23,labels_data4_MeanShift_params24,labels_data4_MeanShift_params25,labels_data4_MeanShift_params26,labels_data4_MeanShift_params27,labels_data4_MeanShift_params28,labels_data4_MeanShift_params29,labels_data4_MeanShift_params3,labels_data4_MeanShift_params30,labels_data4_MeanShift_params4,labels_data4_MeanShift_params5,labels_data4_MeanShift_params6,labels_data4_MeanShift_params7,labels_data4_MeanShift_params8,labels_data4_MeanShift_params9
FMI,0.43024511846952,0.8036244085923193,0.8174966919265796,0.8073682404982874,0.7967089849740973,0.7967089849740973,0.8009818498686206,0.8036244085923193,0.7992011058178967,0.7475909347258088,0.8123977178660605,0.41602995968364487,0.8123977178660605,0.748492633883053,0.748492633883053,0.7473919420370803,0.7473919420370803,0.7473919420370803,0.7108041993068228,0.7475909347258088,0.6667286012345336,0.7463669675825586,0.6066452747152853,0.7222159786523732,0.6513677617262661,0.7822263949771617,0.7866542109085353,0.7967089849740973,0.7967089849740973,0.8009818498686206
