,labels_aggregation_MeanShift_params1,labels_aggregation_MeanShift_params10,labels_aggregation_MeanShift_params11,labels_aggregation_MeanShift_params12,labels_aggregation_MeanShift_params13,labels_aggregation_MeanShift_params14,labels_aggregation_MeanShift_params15,labels_aggregation_MeanShift_params16,labels_aggregation_MeanShift_params17,labels_aggregation_MeanShift_params18,labels_aggregation_MeanShift_params19,labels_aggregation_MeanShift_params2,labels_aggregation_MeanShift_params20,labels_aggregation_MeanShift_params21,labels_aggregation_MeanShift_params22,labels_aggregation_MeanShift_params23,labels_aggregation_MeanShift_params24,labels_aggregation_MeanShift_params25,labels_aggregation_MeanShift_params26,labels_aggregation_MeanShift_params3,labels_aggregation_MeanShift_params4,labels_aggregation_MeanShift_params5,labels_aggregation_MeanShift_params6,labels_aggregation_MeanShift_params7,labels_aggregation_MeanShift_params8,labels_aggregation_MeanShift_params9
ARI_nn,0.42708989004013675,0.8266028777808994,0.8257102072540488,0.8313748902913608,0.8105635907880014,0.8446124608253427,0.8257102072540488,0.8266028777808994,0.7764691204400836,0.8248379534052063,0.8275159871199519,0.4140526191915548,0.8266028777808994,0.7764691204400836,0.7964220660842178,0.739795003581478,0.739795003581478,0.5875804051725219,0.5875804051725219,0.6688111076690595,0.8243634607905035,0.7368998198195768,0.8677394624352229,0.8105635907880014,0.8446124608253427,0.8257102072540488
