,labels_unbalance_DBSCAN_params1,labels_unbalance_DBSCAN_params10,labels_unbalance_DBSCAN_params11,labels_unbalance_DBSCAN_params12,labels_unbalance_DBSCAN_params13,labels_unbalance_DBSCAN_params14,labels_unbalance_DBSCAN_params15,labels_unbalance_DBSCAN_params16,labels_unbalance_DBSCAN_params17,labels_unbalance_DBSCAN_params18,labels_unbalance_DBSCAN_params19,labels_unbalance_DBSCAN_params20,labels_unbalance_DBSCAN_params21,labels_unbalance_DBSCAN_params22,labels_unbalance_DBSCAN_params23,labels_unbalance_DBSCAN_params24,labels_unbalance_DBSCAN_params25,labels_unbalance_DBSCAN_params26,labels_unbalance_DBSCAN_params27,labels_unbalance_DBSCAN_params28,labels_unbalance_DBSCAN_params29,labels_unbalance_DBSCAN_params30,labels_unbalance_DBSCAN_params31,labels_unbalance_DBSCAN_params32,labels_unbalance_DBSCAN_params33,labels_unbalance_DBSCAN_params34,labels_unbalance_DBSCAN_params35,labels_unbalance_DBSCAN_params36,labels_unbalance_DBSCAN_params37,labels_unbalance_DBSCAN_params38,labels_unbalance_DBSCAN_params39,labels_unbalance_DBSCAN_params40,labels_unbalance_DBSCAN_params41,labels_unbalance_DBSCAN_params42,labels_unbalance_DBSCAN_params43,labels_unbalance_DBSCAN_params44,labels_unbalance_DBSCAN_params5,labels_unbalance_DBSCAN_params6,labels_unbalance_DBSCAN_params7,labels_unbalance_DBSCAN_params8,labels_unbalance_DBSCAN_params9
AMI,0.056908507100346464,0.9023707889942386,0.8826177696631275,0.8614592812525338,0.9376544219258518,0.9478709747369828,0.9445299480485713,0.9426805673113305,0.9876188808948253,0.9810198381242323,0.9697770372084069,0.9591221652312503,0.9986232800643814,0.9979363851773922,0.9956267487474586,0.994575322896267,0.3223472601416082,0.3222548457205143,0.3222548457205143,0.35935409622218767,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.3223472601416082,0.8159070127172632,0.7485877100150617,0.6702331791686433,0.6030834617035631,0.9167962186805321
