,labels_ecoli_SpectralClustering_params1,labels_ecoli_SpectralClustering_params10,labels_ecoli_SpectralClustering_params11,labels_ecoli_SpectralClustering_params12,labels_ecoli_SpectralClustering_params13,labels_ecoli_SpectralClustering_params14,labels_ecoli_SpectralClustering_params15,labels_ecoli_SpectralClustering_params16,labels_ecoli_SpectralClustering_params17,labels_ecoli_SpectralClustering_params18,labels_ecoli_SpectralClustering_params19,labels_ecoli_SpectralClustering_params2,labels_ecoli_SpectralClustering_params20,labels_ecoli_SpectralClustering_params21,labels_ecoli_SpectralClustering_params22,labels_ecoli_SpectralClustering_params23,labels_ecoli_SpectralClustering_params24,labels_ecoli_SpectralClustering_params25,labels_ecoli_SpectralClustering_params26,labels_ecoli_SpectralClustering_params27,labels_ecoli_SpectralClustering_params28,labels_ecoli_SpectralClustering_params29,labels_ecoli_SpectralClustering_params3,labels_ecoli_SpectralClustering_params30,labels_ecoli_SpectralClustering_params31,labels_ecoli_SpectralClustering_params32,labels_ecoli_SpectralClustering_params33,labels_ecoli_SpectralClustering_params34,labels_ecoli_SpectralClustering_params35,labels_ecoli_SpectralClustering_params36,labels_ecoli_SpectralClustering_params37,labels_ecoli_SpectralClustering_params38,labels_ecoli_SpectralClustering_params39,labels_ecoli_SpectralClustering_params4,labels_ecoli_SpectralClustering_params40,labels_ecoli_SpectralClustering_params41,labels_ecoli_SpectralClustering_params42,labels_ecoli_SpectralClustering_params43,labels_ecoli_SpectralClustering_params44,labels_ecoli_SpectralClustering_params45,labels_ecoli_SpectralClustering_params46,labels_ecoli_SpectralClustering_params47,labels_ecoli_SpectralClustering_params48,labels_ecoli_SpectralClustering_params49,labels_ecoli_SpectralClustering_params5,labels_ecoli_SpectralClustering_params50,labels_ecoli_SpectralClustering_params51,labels_ecoli_SpectralClustering_params52,labels_ecoli_SpectralClustering_params53,labels_ecoli_SpectralClustering_params54,labels_ecoli_SpectralClustering_params55,labels_ecoli_SpectralClustering_params56,labels_ecoli_SpectralClustering_params57,labels_ecoli_SpectralClustering_params58,labels_ecoli_SpectralClustering_params59,labels_ecoli_SpectralClustering_params6,labels_ecoli_SpectralClustering_params60,labels_ecoli_SpectralClustering_params7,labels_ecoli_SpectralClustering_params8,labels_ecoli_SpectralClustering_params9
CS,1.2802990329757895,1.4158592476334138,1.1388121341913802,1.4158592476334138,1.5094796318768775,1.555935129983135,1.5445551073457635,1.5660226174538296,2.3603016190704937,1.9672941382031333,1.0606671439476658,1.3578213367154173,1.432041622054779,1.0606671439476658,1.432041622054779,1.0606671439476658,1.432041622054779,1.443809849208836,1.4556949195052258,1.4417715537494096,1.5988144630412489,1.8933346819018615,1.379504865645008,1.8876238776073495,1.0925370505748515,1.4951857368934924,1.0925370505748515,1.4951857368934924,1.0925370505748515,1.4951857368934924,1.5014399500467768,1.4965358474119357,1.476410507015932,1.3673780522927794,1.4901265157041517,1.840668430370634,1.8049228708883098,1.1570734583810751,1.561856842782444,1.1570734583810751,1.561856842782444,1.1570734583810751,1.561856842782444,1.6019263196391051,2.0790873648299124,1.6171491359938612,1.5687213059017107,1.5846664817741392,1.9534482788520184,2.239353088943493,1.2969007667773982,1.5906464042668464,1.2969007667773982,1.5906464042668464,1.2969007667773982,2.3999564764992023,1.5906464042668464,1.1388121341913802,1.4158592476334138,1.1388121341913802
SF,0.05751993605716954,0.04853776482522654,0.08764290113251416,0.04853776482522654,0.037609572162878524,0.0383810105390876,0.038688464686503,0.03800795643191557,0.036178676897162476,0.03496822951395795,0.05439449469940694,0.054541292072404324,0.033514098492087196,0.05439449469940694,0.033514098492087196,0.05439449469940694,0.033514098492087196,0.02752791646999897,0.027516089791414622,0.02782732053052328,0.024925959799291242,0.029701262693559438,0.05554092279681233,0.028678077232552557,0.04117353461271267,0.02532941318541937,0.04117353461271267,0.02532941318541937,0.04117353461271267,0.02532941318541937,0.020201096806400254,0.020731242633652114,0.02134715062743131,0.05316762798925956,0.021292427072069242,0.017839549267944177,0.01849744885127924,0.03092715449597483,0.018894596999688984,0.03092715449597483,0.018894596999688984,0.03092715449597483,0.018894596999688984,0.014754898238102498,0.059997558586292965,0.014979789837935797,0.015785897391015102,0.015716582105046673,0.014771565580507628,0.01467934861126663,0.021077060998042962,0.012386381649421518,0.021077060998042962,0.012386381649421518,0.021077060998042962,0.05709784877147128,0.012386381649421518,0.08764290113251416,0.04853776482522654,0.08764290113251416
SD,1348.5668381105943,1705.7145465074166,1548.058011139571,1705.7145465074166,1309.0684954078831,1273.5037326751476,1273.33809945074,1285.2095959928718,1598.487171303242,1608.4902221532116,1756.8089601748427,1375.3572766690488,1530.277345442254,1756.8089601748427,1530.277345442254,1756.8089601748427,1530.277345442254,1158.8321491895506,1162.7107625748354,1156.425841417897,1243.7488543700024,1325.0884486387872,1369.426373895526,1358.800466234004,1522.923924107032,1347.284874875838,1522.923924107032,1347.284874875838,1522.923924107032,1347.284874875838,1090.1874019016698,1085.9087259163339,1072.7283710187214,1394.9060957643017,1076.1337147524996,1456.6325845310316,1413.7389869204467,1374.0416743517856,1239.5906613536486,1374.0416743517856,1239.5906613536486,1374.0416743517856,1239.5906613536486,1020.2609038298077,1402.5579710914496,1018.2092753639296,1000.1546245199544,1002.5800388298057,1248.4613377281862,1312.8016196824196,1304.2910523335797,1198.1748560146145,1304.2910523335797,1198.1748560146145,1304.2910523335797,1513.552431687548,1198.1748560146145,1548.058011139571,1705.7145465074166,1548.058011139571
SDbw,0.5983594585617689,0.714533377441875,0.5883340036818502,0.714533377441875,0.6258317858459502,0.6348033514435176,0.6164933217305572,0.6222224717240434,0.8446511524756751,0.8478482637107482,0.6242138187413949,0.6212311646666635,0.6758951418530237,0.6242138187413949,0.6758951418530237,0.6242138187413949,0.6758951418530237,0.6246036580621208,0.6324457067237806,0.6035140361446306,0.6543073294175488,0.7098771018167755,0.613900721496853,0.7045692803894696,0.5449452234315548,0.6126556078337987,0.5449452234315548,0.6126556078337987,0.5449452234315548,0.6126556078337987,0.6113198963139403,0.5990807814958863,0.6181860683694317,0.6323772863901933,0.6372529635792892,0.7609074434718426,0.744343651992405,0.49906069011708676,0.6095225730449347,0.49906069011708676,0.6095225730449347,0.49906069011708676,0.6095225730449347,0.5602809665213333,0.821320693198928,0.5558786771112585,0.5593435146661929,0.5651373999152463,0.6656116360375846,0.7436110467590102,0.5129758230219208,0.5879340852995386,0.5129758230219208,0.5879340852995386,0.5129758230219208,0.8917979132734208,0.5879340852995386,0.5883340036818502,0.714533377441875,0.5883340036818502
XB*,1.5346338343157377,1.0065904974526558,0.6290401532781259,1.0065904974526558,4.0211255809244815,3.6883340673310485,3.5086174829553203,3.4514238331738913,2.4904807367360857,4.198905575915921,1.6691208137252485,1.6751668644677136,1.222441748117655,1.6691208137252485,1.222441748117655,1.6691208137252485,1.222441748117655,3.38598921302745,3.38598921302745,2.665597235396957,3.7074958424497,6.033531688187036,1.6308090672407125,6.0303985064384165,1.6691208137252485,1.7995831531379045,1.6691208137252485,1.7995831531379045,1.6691208137252485,1.7995831531379045,5.522824447080109,5.4043809038423865,4.049756071552737,1.5997972149715223,4.215302657285638,5.916014134663052,5.985780709776302,1.748054187158913,2.3201458520296674,1.748054187158913,2.3201458520296674,1.748054187158913,2.3201458520296674,5.522824447080109,2.935623336937548,5.837389095704712,4.070115583959975,4.215302657285638,5.699020707931481,4.0197804346101105,3.554967075720473,2.2947042753679865,3.554967075720473,2.2947042753679865,3.554967075720473,2.937320780315581,2.2947042753679865,0.6290401532781259,1.0065904974526558,0.6290401532781259
S,0.341058985060548,0.36974573835529173,0.4232555504007702,0.36974573835529173,0.24878670329948593,0.25528442872996804,0.26430639132136846,0.26061258090407474,0.21668437331186063,0.22070826549436853,0.33487766502477595,0.3528269873114105,0.3388830205977513,0.33487766502477595,0.3388830205977513,0.33487766502477595,0.3388830205977513,0.23957802380091503,0.24069791146875252,0.26157526131173964,0.2550078857987271,0.2065327853291038,0.3573674734128288,0.2160132238339143,0.2920445486977457,0.26775871638498994,0.2920445486977457,0.26775871638498994,0.2920445486977457,0.26775871638498994,0.2255505690632019,0.23043938228317162,0.23961973854157884,0.35496238495707194,0.2347701059036011,0.21940968487518928,0.2236897085913801,0.3324178102502779,0.24033707399871262,0.3324178102502779,0.24033707399871262,0.3324178102502779,0.24033707399871262,0.1935226440803678,0.20975956553306485,0.20047498064736402,0.20292666048051652,0.2039424421281934,0.18065015233350926,0.18488615069338032,0.22633652547353164,0.22287569567206078,0.22633652547353164,0.22287569567206078,0.22633652547353164,0.22506899257772509,0.22287569567206078,0.4232555504007702,0.36974573835529173,0.4232555504007702
DB,0.9534313342180348,1.0344031718106887,0.8164743293442086,1.0344031718106887,1.2800112702522133,1.259773500325888,1.2272155521022885,1.2440322763066776,1.403336338794766,1.405263477770425,1.0349537150505292,1.021259919897643,1.1027041891716218,1.0349537150505292,1.1027041891716218,1.0349537150505292,1.1027041891716218,1.1648539325443212,1.172410813741809,1.1478761952571008,1.2117651438755133,1.4559859045200116,1.0212885892489612,1.4595025713097414,1.0132422231355036,1.1404799280068914,1.0132422231355036,1.1404799280068914,1.0132422231355036,1.1404799280068914,1.2377434967592855,1.2230966173296387,1.18591814926869,1.0425247770333377,1.196509321801131,1.4017279896679458,1.4225666139122144,1.0228965277539375,1.1609117437112482,1.0228965277539375,1.1609117437112482,1.0228965277539375,1.1609117437112482,1.339303562408054,1.4518019452727884,1.342516078710275,1.2943401264615597,1.2927521798635473,1.4875501918178453,1.5803385441335842,1.1895897973933962,1.2164244032596891,1.1895897973933962,1.2164244032596891,1.1895897973933962,1.486560432739423,1.2164244032596891,0.8164743293442086,1.0344031718106887,0.8164743293442086
CH,151.42992094555387,153.20153443018546,128.55219628922947,153.20153443018546,143.96056082416655,156.9324046642647,161.20710218517056,160.43594856198828,98.9758907950996,105.9102960647657,66.89156972371086,165.944854010112,143.24190800035134,66.89156972371086,143.24190800035134,66.89156972371086,143.24190800035134,144.67185269508533,145.4178474024054,148.8636232561824,142.9754107247592,94.01260704145025,167.7229854934134,94.88150557825226,61.65998744197675,134.24397850487895,61.65998744197675,134.24397850487895,61.65998744197675,134.24397850487895,131.66199791890782,134.7453658958715,136.38226495705314,168.7293817840144,136.49875449420887,94.57413191671675,93.67267497954526,92.69259396257632,131.97863473055068,92.69259396257632,131.97863473055068,92.69259396257632,131.97863473055068,124.65091696370746,101.43565126162045,127.10210132679022,127.83890161251537,128.73268904466917,83.82797555301622,80.01214743368594,97.186099548064,118.15386820174253,97.186099548064,118.15386820174253,97.186099548064,105.83936298778838,118.15386820174253,128.55219628922947,153.20153443018546,128.55219628922947
AD-S,0.12600074049430984,0.10773142816026338,0.15885592261991088,0.10773142816026338,0.05032360026014502,0.049506227164820275,0.04611465640885236,0.04689095790547129,0.020675394086735174,0.021253479082667705,0.193487150835034,0.1235848034704501,0.10371172956427811,0.193487150835034,0.10371172956427811,0.193487150835034,0.10371172956427811,0.04832614350976222,0.04732332928889206,0.04104548817868424,0.03977918241907474,0.0312854653475068,0.12119723589624952,0.03648934972973052,0.12890644102346735,0.0653664353993982,0.12890644102346735,0.0653664353993982,0.12890644102346735,0.0653664353993982,0.05837925704379899,0.058799811877690435,0.048564985879160236,0.11905105181499613,0.05145189252662927,0.032392199537458276,0.030943090087387968,0.11242012920315216,0.01829686295625996,0.11242012920315216,0.01829686295625996,0.11242012920315216,0.01829686295625996,0.05394567979581721,-0.003106916104082953,0.05875001185567612,0.04363620004474417,0.05129907422240081,0.0380705215697321,0.04245116676938361,0.047543269028662564,0.03700599008538812,0.047543269028662564,0.03700599008538812,0.047543269028662564,-0.0003706402097285825,0.03700599008538812,0.15885592261991088,0.10773142816026338,0.15885592261991088
AD-DB,1.8529431770969556,1.961206349050557,1.4626458016008808,1.961206349050557,2.0833270857683788,2.0621248202286444,2.060834502205423,2.058468697928514,3.3583849412395907,3.8230491035594487,1.599515055082954,1.9629480723886015,1.9735305197489263,1.599515055082954,1.9735305197489263,1.599515055082954,1.9735305197489263,2.0717964961205233,2.071503812451394,2.135088494808246,2.1407122560683702,3.4816851030115012,1.8830041803773376,3.5523944607013065,1.647298444344396,2.0025113328893593,1.647298444344396,2.0025113328893593,1.647298444344396,2.0025113328893593,2.1820808373781606,2.1775830962290765,2.1309338149072508,1.8958566706553113,2.149429442049426,4.556968038237483,4.43159230937217,1.768358757198454,1.9957306008806717,1.768358757198454,1.9957306008806717,1.768358757198454,1.9957306008806717,2.1665390329797587,2.9153544485434497,2.199291509267378,2.0930167215397546,2.167737132405249,4.055526038350915,3.456616246893966,1.8964069668354528,2.0806503133825336,1.8964069668354528,2.0806503133825336,1.8964069668354528,2.9743046042149452,2.0806503133825336,1.4626458016008808,1.961206349050557,1.4626458016008808
AD-CH,75.78276838926965,77.42394803874534,77.31108591956465,77.42394803874534,62.928781707590566,63.14867790731249,63.1944224866268,63.286535135063815,43.48821024425006,43.84486677397528,63.34940754595187,76.39254567446399,65.08631058128874,63.34940754595187,65.08631058128874,63.34940754595187,65.08631058128874,53.8287998171602,53.84612966897961,53.834765301068245,53.84924206488311,38.309477417065,75.91412968689691,38.531638562069276,53.382445933509544,55.058382915152194,53.382445933509544,55.058382915152194,53.382445933509544,55.058382915152194,47.306098115391755,47.37364087786991,47.19274700101738,76.14916655509377,47.320247494807774,33.18039100642817,33.26511409654306,48.251402712397194,48.63922786606947,48.251402712397194,48.63922786606947,48.251402712397194,48.63922786606947,41.882989936026206,53.0131155268161,42.09557802617786,41.784919197284545,42.0460957909274,29.603925743152466,29.405306294816878,43.05577400314167,42.22569190360019,43.05577400314167,42.22569190360019,43.05577400314167,52.89008991835097,42.22569190360019,77.31108591956465,77.42394803874534,77.31108591956465
AD-idea,4.440083417235415,1.5212408639849653,2.7972241287627817,1.5212408639849653,3.3924483481753276,3.3066228744832245,3.203433799297717,3.1278124800131644,1.1335117337061578,1.040557753672707,2.187610703502534,4.355995759487236,1.5578468577926203,2.187610703502534,1.5578468577926203,2.187610703502534,1.5578468577926203,3.3314246489267085,3.3524664467275964,3.400753760815381,2.607097028208771,1.2134261192498987,4.198319024372989,1.2269181670144753,2.037240989441367,1.3679177677800551,2.037240989441367,1.3679177677800551,2.037240989441367,1.3679177677800551,3.946889661952894,3.9588654482501666,3.6377832122035896,4.106356821556463,3.6883309866215517,1.18093819380276,1.1219387673078698,1.7579667324543649,1.0712068652363735,1.7579667324543649,1.0712068652363735,1.7579667324543649,1.0712068652363735,3.866432926974712,0.9557279539235183,3.993590653462566,3.5247508511949746,3.7334705129597627,1.1331530792697058,1.2478171269815712,1.4849627725702867,0.9514918778337644,1.4849627725702867,0.9514918778337644,1.4849627725702867,1.0143463769469458,0.9514918778337644,2.7972241287627817,1.5212408639849653,2.7972241287627817
