,labels_a1_MeanShift_params1,labels_a1_MeanShift_params10,labels_a1_MeanShift_params11,labels_a1_MeanShift_params12,labels_a1_MeanShift_params13,labels_a1_MeanShift_params14,labels_a1_MeanShift_params15,labels_a1_MeanShift_params16,labels_a1_MeanShift_params17,labels_a1_MeanShift_params18,labels_a1_MeanShift_params19,labels_a1_MeanShift_params2,labels_a1_MeanShift_params20,labels_a1_MeanShift_params3,labels_a1_MeanShift_params4,labels_a1_MeanShift_params5,labels_a1_MeanShift_params6,labels_a1_MeanShift_params7,labels_a1_MeanShift_params8,labels_a1_MeanShift_params9
BARI,0.8647218268047101,0.302683860633257,0.25877808963802906,0.25877808963802906,0.516848212666831,0.4097647258317926,0.2848386829015473,0.302683860633257,0.10114694430797333,0.009465408890016794,0.009287624259986844,0.8650014018809571,0.009279192697053028,0.5163165183110593,0.5120032246628602,0.4868753770973043,0.485681763400822,0.516848212666831,0.4097647258317926,0.2848386829015473
