,labels_twodiamonds_DBSCAN_params11,labels_twodiamonds_DBSCAN_params16,labels_twodiamonds_DBSCAN_params17,labels_twodiamonds_DBSCAN_params21,labels_twodiamonds_DBSCAN_params22,labels_twodiamonds_DBSCAN_params23,labels_twodiamonds_DBSCAN_params28,labels_twodiamonds_DBSCAN_params29,labels_twodiamonds_DBSCAN_params34,labels_twodiamonds_DBSCAN_params40
AMI,0.08057364187163876,0.25842635899759764,0.20450071087091504,0.019952960141147613,0.7183068912077826,0.23759961083053144,0.6533088255744762,0.13451300308010422,0.9684574485784799,0.6130538652657399
