,labels_parabolic_MeanShift_params1,labels_parabolic_MeanShift_params10,labels_parabolic_MeanShift_params11,labels_parabolic_MeanShift_params12,labels_parabolic_MeanShift_params13,labels_parabolic_MeanShift_params14,labels_parabolic_MeanShift_params15,labels_parabolic_MeanShift_params16,labels_parabolic_MeanShift_params17,labels_parabolic_MeanShift_params18,labels_parabolic_MeanShift_params19,labels_parabolic_MeanShift_params2,labels_parabolic_MeanShift_params20,labels_parabolic_MeanShift_params21,labels_parabolic_MeanShift_params22,labels_parabolic_MeanShift_params23,labels_parabolic_MeanShift_params24,labels_parabolic_MeanShift_params25,labels_parabolic_MeanShift_params26,labels_parabolic_MeanShift_params27,labels_parabolic_MeanShift_params28,labels_parabolic_MeanShift_params3,labels_parabolic_MeanShift_params31,labels_parabolic_MeanShift_params32,labels_parabolic_MeanShift_params4,labels_parabolic_MeanShift_params5,labels_parabolic_MeanShift_params6,labels_parabolic_MeanShift_params7,labels_parabolic_MeanShift_params8,labels_parabolic_MeanShift_params9
BARI_nn,0.08005116534688025,0.24198174152574797,0.44825618815004814,0.3265557998860342,0.16413825645110167,0.14380295524596573,0.2492415266106912,0.24198174152574797,0.40574386976444243,0.40574386976444243,0.39926667294722124,0.06881560594011345,0.4017251637614709,0.40188303477925513,0.4070674852745587,0.4547792395552013,0.4547792395552013,0.46213993930759123,0.45647023342483284,0.5955792829117513,0.5955792829117513,0.1722327894446864,0.580223912537006,0.580223912537006,0.16177283759871774,0.16671138075398295,0.15584994878999095,0.16413825645110167,0.14380295524596573,0.2492415266106912
