,labels_d31_MeanShift_params1,labels_d31_MeanShift_params10,labels_d31_MeanShift_params11,labels_d31_MeanShift_params12,labels_d31_MeanShift_params13,labels_d31_MeanShift_params14,labels_d31_MeanShift_params15,labels_d31_MeanShift_params16,labels_d31_MeanShift_params17,labels_d31_MeanShift_params18,labels_d31_MeanShift_params19,labels_d31_MeanShift_params2,labels_d31_MeanShift_params20,labels_d31_MeanShift_params27,labels_d31_MeanShift_params28,labels_d31_MeanShift_params3,labels_d31_MeanShift_params4,labels_d31_MeanShift_params5,labels_d31_MeanShift_params6,labels_d31_MeanShift_params7,labels_d31_MeanShift_params8,labels_d31_MeanShift_params9
VMI,0.938698400229546,0.5707381054159164,0.5307987082803892,0.5360106725679563,0.764451053673412,0.7312596452814615,0.5701350271341743,0.5707381054159164,0.4272383888508473,0.4272383888508473,0.5698563495603198,0.9126871882694597,0.570730546414794,0.6624275992424367,0.662418970203273,0.8213495579330217,0.8074050698888317,0.649640327853339,0.6624299360224193,0.764451053673412,0.7312596452814615,0.5701350271341743
