,labels_data1_MeanShift_params1,labels_data1_MeanShift_params10,labels_data1_MeanShift_params11,labels_data1_MeanShift_params12,labels_data1_MeanShift_params13,labels_data1_MeanShift_params14,labels_data1_MeanShift_params15,labels_data1_MeanShift_params16,labels_data1_MeanShift_params17,labels_data1_MeanShift_params18,labels_data1_MeanShift_params19,labels_data1_MeanShift_params2,labels_data1_MeanShift_params20,labels_data1_MeanShift_params21,labels_data1_MeanShift_params22,labels_data1_MeanShift_params27,labels_data1_MeanShift_params28,labels_data1_MeanShift_params29,labels_data1_MeanShift_params3,labels_data1_MeanShift_params30,labels_data1_MeanShift_params4,labels_data1_MeanShift_params5,labels_data1_MeanShift_params6,labels_data1_MeanShift_params7,labels_data1_MeanShift_params8,labels_data1_MeanShift_params9
ARI,0.3257643139192577,0.9240100417515,0.9769072583345636,0.9769072583345636,0.9269052867787955,0.8549604959802938,0.9240100417515,0.9240100417515,1.0,1.0,1.0,0.3229930906249507,1.0,0.5709372312983663,1.0,1.0,1.0,1.0,0.29944628353428265,1.0,0.2922512456311332,0.9298329279173562,0.8842009010007309,0.9269052867787955,0.8549604959802938,0.9240100417515
