,labels_trajectories_KMeans_params1,labels_trajectories_KMeans_params10,labels_trajectories_KMeans_params11,labels_trajectories_KMeans_params12,labels_trajectories_KMeans_params13,labels_trajectories_KMeans_params14,labels_trajectories_KMeans_params15,labels_trajectories_KMeans_params16,labels_trajectories_KMeans_params17,labels_trajectories_KMeans_params18,labels_trajectories_KMeans_params19,labels_trajectories_KMeans_params2,labels_trajectories_KMeans_params20,labels_trajectories_KMeans_params21,labels_trajectories_KMeans_params22,labels_trajectories_KMeans_params23,labels_trajectories_KMeans_params24,labels_trajectories_KMeans_params25,labels_trajectories_KMeans_params26,labels_trajectories_KMeans_params27,labels_trajectories_KMeans_params28,labels_trajectories_KMeans_params29,labels_trajectories_KMeans_params3,labels_trajectories_KMeans_params30,labels_trajectories_KMeans_params31,labels_trajectories_KMeans_params32,labels_trajectories_KMeans_params33,labels_trajectories_KMeans_params34,labels_trajectories_KMeans_params35,labels_trajectories_KMeans_params36,labels_trajectories_KMeans_params37,labels_trajectories_KMeans_params38,labels_trajectories_KMeans_params39,labels_trajectories_KMeans_params4,labels_trajectories_KMeans_params40,labels_trajectories_KMeans_params41,labels_trajectories_KMeans_params42,labels_trajectories_KMeans_params43,labels_trajectories_KMeans_params44,labels_trajectories_KMeans_params45,labels_trajectories_KMeans_params46,labels_trajectories_KMeans_params47,labels_trajectories_KMeans_params48,labels_trajectories_KMeans_params49,labels_trajectories_KMeans_params5,labels_trajectories_KMeans_params50,labels_trajectories_KMeans_params51,labels_trajectories_KMeans_params52,labels_trajectories_KMeans_params53,labels_trajectories_KMeans_params54,labels_trajectories_KMeans_params55,labels_trajectories_KMeans_params56,labels_trajectories_KMeans_params57,labels_trajectories_KMeans_params58,labels_trajectories_KMeans_params59,labels_trajectories_KMeans_params6,labels_trajectories_KMeans_params60,labels_trajectories_KMeans_params61,labels_trajectories_KMeans_params62,labels_trajectories_KMeans_params63,labels_trajectories_KMeans_params64,labels_trajectories_KMeans_params65,labels_trajectories_KMeans_params66,labels_trajectories_KMeans_params67,labels_trajectories_KMeans_params68,labels_trajectories_KMeans_params69,labels_trajectories_KMeans_params7,labels_trajectories_KMeans_params70,labels_trajectories_KMeans_params71,labels_trajectories_KMeans_params72,labels_trajectories_KMeans_params73,labels_trajectories_KMeans_params74,labels_trajectories_KMeans_params75,labels_trajectories_KMeans_params76,labels_trajectories_KMeans_params77,labels_trajectories_KMeans_params78,labels_trajectories_KMeans_params79,labels_trajectories_KMeans_params8,labels_trajectories_KMeans_params80,labels_trajectories_KMeans_params81,labels_trajectories_KMeans_params82,labels_trajectories_KMeans_params83,labels_trajectories_KMeans_params84,labels_trajectories_KMeans_params85,labels_trajectories_KMeans_params86,labels_trajectories_KMeans_params87,labels_trajectories_KMeans_params88,labels_trajectories_KMeans_params89,labels_trajectories_KMeans_params9,labels_trajectories_KMeans_params90
cSIL,0.770955605252216,0.7709579618062714,0.7709583005437904,0.7709583005437904,0.770955605252216,0.770955605252216,0.7709579618062714,0.7709579618062714,0.7709583005437904,0.7709583005437904,0.8616959461009097,0.770955605252216,0.8616959461009097,0.8615721727696579,0.8615721727696579,0.8616668298239002,0.8616668298239002,0.8616959461009097,0.8616959461009097,0.8615721727696579,0.8615721727696579,0.8616668298239002,0.7709579618062714,0.8616668298239002,0.8616959461009097,0.8616959461009097,0.8615721727696579,0.8615721727696579,0.8616668298239002,0.8616668298239002,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.7709579618062714,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.7709583005437904,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9235602894418908,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.7709583005437904,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.770955605252216,0.9238132601445651,0.9238132601445651,0.9238132601445651,0.8888457251514001,0.8888457251514001,0.8888484548348278,0.8888484548348278,0.8888484548348278,0.8888484548348278,0.8888457251514001,0.770955605252216,0.8888457251514001,0.8888484548348278,0.8888484548348278,0.8888484548348278,0.8888484548348278,0.8888457251514001,0.8888457251514001,0.8888484548348278,0.8888484548348278,0.8888484548348278,0.7709579618062714,0.8888484548348278
GD43,1.6278611844940358,1.6267636703490613,1.6264960371679884,1.6264960371679884,1.6278611844940358,1.6278611844940358,1.6267636703490613,1.6267636703490613,1.6264960371679884,1.6264960371679884,1.971183251572828,1.6278611844940358,1.971183251572828,1.9688477882794906,1.9688477882794906,1.965118554326633,1.965118554326633,1.971183251572828,1.971183251572828,1.9688477882794906,1.9688477882794906,1.965118554326633,1.6267636703490613,1.965118554326633,1.971183251572828,1.971183251572828,1.9688477882794906,1.9688477882794906,1.965118554326633,1.965118554326633,3.172890155908912,3.172890155908912,3.172890155908912,1.6267636703490613,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,1.6264960371679884,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,3.172890155908912,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,1.6264960371679884,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,5.558610820716938,1.6278611844940358,5.558610820716938,5.558610820716938,5.558610820716938,2.723266727179006,2.723266727179006,2.723484008753713,2.723484008753713,2.723484008753713,2.723484008753713,2.723266727179006,1.6278611844940358,2.723266727179006,2.723484008753713,2.723484008753713,2.723484008753713,2.723484008753713,2.723266727179006,2.723266727179006,2.723484008753713,2.723484008753713,2.723484008753713,1.6267636703490613,2.723484008753713
GD53,0.49398402815891734,0.49364756361035605,0.4935658956393189,0.4935658956393189,0.49398402815891734,0.49398402815891734,0.49364756361035605,0.49364756361035605,0.4935658956393189,0.4935658956393189,0.21663782062953102,0.49398402815891734,0.21663782062953102,0.22913773446249075,0.22913773446249075,0.22821862638885004,0.22821862638885004,0.21663782062953102,0.21663782062953102,0.22913773446249075,0.22913773446249075,0.22821862638885004,0.49364756361035605,0.22821862638885004,0.21663782062953102,0.21663782062953102,0.22913773446249075,0.22913773446249075,0.22821862638885004,0.22821862638885004,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.49364756361035605,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.4935658956393189,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.16334451441585507,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.4935658956393189,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.49398402815891734,0.3173759142335392,0.3173759142335392,0.3173759142335392,0.1481012889498671,0.1481012889498671,0.14810063247516986,0.14810063247516986,0.14810063247516986,0.14810063247516986,0.1481012889498671,0.49398402815891734,0.1481012889498671,0.14810063247516986,0.14810063247516986,0.14810063247516986,0.14810063247516986,0.1481012889498671,0.1481012889498671,0.14810063247516986,0.14810063247516986,0.14810063247516986,0.49364756361035605,0.14810063247516986
PS,1.95897838097328,1.9609715987706737,1.9613707202245294,1.9613707202245294,1.95897838097328,1.95897838097328,1.9609715987706737,1.9609715987706737,1.9613707202245294,1.9613707202245294,2.1692971824328087,1.95897838097328,2.1692971824328087,2.2752980484380423,2.2752980484380423,2.2749312350163438,2.2749312350163438,2.1692971824328087,2.1692971824328087,2.2752980484380423,2.2752980484380423,2.2749312350163438,1.9609715987706737,2.2749312350163438,2.1692971824328087,2.1692971824328087,2.2752980484380423,2.2752980484380423,2.2749312350163438,2.2749312350163438,3.2110782185094657,3.2110782185094657,3.2110782185094657,1.9609715987706737,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,1.9613707202245294,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,3.2110782185094657,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,1.9613707202245294,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,2.2890581456258605,1.95897838097328,2.2890581456258605,2.2890581456258605,2.2890581456258605,0.8332818500366839,0.8332818500366839,0.8332334532767285,0.8332334532767285,0.8332334532767285,0.8332334532767285,0.8332818500366839,1.95897838097328,0.8332818500366839,0.8332334532767285,0.8332334532767285,0.8332334532767285,0.8332334532767285,0.8332818500366839,0.8332818500366839,0.8332334532767285,0.8332334532767285,0.8332334532767285,1.9609715987706737,0.8332334532767285
rCIP,0.002326761374431571,0.0023088016550296383,0.002304838428100338,0.002304838428100338,0.002326761374431571,0.002326761374431571,0.0023088016550296383,0.0023088016550296383,0.002304838428100338,0.002304838428100338,0.021809399200713637,0.002326761374431571,0.021809399200713637,0.034659218907897714,0.034659218907897714,0.03484406032248861,0.03484406032248861,0.021809399200713637,0.021809399200713637,0.034659218907897714,0.034659218907897714,0.03484406032248861,0.0023088016550296383,0.03484406032248861,0.021809399200713637,0.021809399200713637,0.034659218907897714,0.034659218907897714,0.03484406032248861,0.03484406032248861,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023088016550296383,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.002304838428100338,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.0023727234055537045,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.002304838428100338,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.002326761374431571,0.3036725119762689,0.3036725119762689,0.3036725119762689,0.5568714256830132,0.5568714256830132,0.5559898783719386,0.5559898783719386,0.5559898783719386,0.5559898783719386,0.5568714256830132,0.002326761374431571,0.5568714256830132,0.5559898783719386,0.5559898783719386,0.5559898783719386,0.5559898783719386,0.5568714256830132,0.5568714256830132,0.5559898783719386,0.5559898783719386,0.5559898783719386,0.0023088016550296383,0.5559898783719386
WB,2.376552228237096,2.376524098234969,2.3765203819583025,2.3765203819583025,2.376552228237096,2.376552228237096,2.376524098234969,2.376524098234969,2.3765203819583025,2.3765203819583025,1.2848219094074378,2.376552228237096,1.2848219094074378,1.2776200136860572,1.2776200136860572,1.277563023231549,1.277563023231549,1.2848219094074378,1.2848219094074378,1.2776200136860572,1.2776200136860572,1.277563023231549,2.376524098234969,1.277563023231549,1.2848219094074378,1.2848219094074378,1.2776200136860572,1.2776200136860572,1.277563023231549,1.277563023231549,0.5368327590357203,0.5368327590357203,0.5368327590357203,2.376524098234969,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,2.3765203819583025,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.5368327590357203,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,2.3765203819583025,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.42648905312828894,2.376552228237096,0.42648905312828894,0.42648905312828894,0.42648905312828894,0.44637025115610035,0.44637025115610035,0.44637003437043254,0.44637003437043254,0.44637003437043254,0.44637003437043254,0.44637025115610035,2.376552228237096,0.44637025115610035,0.44637003437043254,0.44637003437043254,0.44637003437043254,0.44637003437043254,0.44637025115610035,0.44637025115610035,0.44637003437043254,0.44637003437043254,0.44637003437043254,2.376524098234969,0.44637003437043254
XB,0.29706759071553895,0.29706508450503344,0.29706475067974003,0.29706475067974003,0.29706759071553895,0.29706759071553895,0.29706508450503344,0.29706508450503344,0.29706475067974003,0.29706475067974003,0.16884728092544726,0.29706759071553895,0.16884728092544726,0.17208019600089364,0.17208019600089364,0.17217401490306455,0.17217401490306455,0.16884728092544726,0.16884728092544726,0.17208019600089364,0.17208019600089364,0.17217401490306455,0.29706508450503344,0.17217401490306455,0.16884728092544726,0.16884728092544726,0.17208019600089364,0.17208019600089364,0.17217401490306455,0.17217401490306455,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.29706508450503344,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.29706475067974003,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.09567236470107254,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.29706475067974003,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.29706759071553895,0.12358409777459696,0.12358409777459696,0.12358409777459696,0.4536342201962768,0.4536342201962768,0.4535616355089011,0.4535616355089011,0.4535616355089011,0.4535616355089011,0.4536342201962768,0.29706759071553895,0.4536342201962768,0.4535616355089011,0.4535616355089011,0.4535616355089011,0.4535616355089011,0.4536342201962768,0.4536342201962768,0.4535616355089011,0.4535616355089011,0.4535616355089011,0.29706508450503344,0.4535616355089011
SSE,3099.8152101040955,3099.7984429684248,3099.7962278328487,3099.7962278328487,3099.8152101040955,3099.8152101040955,3099.7984429684248,3099.7984429684248,3099.7962278328487,3099.7962278328487,1711.7120787024867,3099.8152101040955,1711.7120787024867,1704.9830301491393,1704.9830301491393,1704.9296910946646,1704.9296910946646,1711.7120787024867,1711.7120787024867,1704.9830301491393,1704.9830301491393,1704.9296910946646,3099.7984429684248,1704.9296910946646,1711.7120787024867,1711.7120787024867,1704.9830301491393,1704.9830301491393,1704.9296910946646,1704.9296910946646,675.4711383125843,675.4711383125843,675.4711383125843,3099.7984429684248,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,3099.7962278328487,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,675.4711383125843,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,3099.7962278328487,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,448.6519034879917,3099.8152101040955,448.6519034879917,448.6519034879917,448.6519034879917,395.2760986778907,395.2760986778907,395.27591999955547,395.27591999955547,395.27591999955547,395.27591999955547,395.2760986778907,3099.8152101040955,395.2760986778907,395.27591999955547,395.27591999955547,395.27591999955547,395.27591999955547,395.2760986778907,395.2760986778907,395.27591999955547,395.27591999955547,395.27591999955547,3099.7984429684248,395.27591999955547
RS,-0.08606758865797956,-0.08604943067942486,-0.08604604746105578,-0.08604604746105578,-0.08606758865797956,-0.08606758865797956,-0.08604943067942486,-0.08604943067942486,-0.08604604746105578,-0.08604604746105578,0.16888837659116743,-0.08606758865797956,0.16888837659116743,0.1506480933575069,0.1506480933575069,0.15094446965192407,0.15094446965192407,0.16888837659116743,0.16888837659116743,0.1506480933575069,0.1506480933575069,0.15094446965192407,-0.08604943067942486,0.15094446965192407,0.16888837659116743,0.16888837659116743,0.1506480933575069,0.1506480933575069,0.15094446965192407,0.15094446965192407,0.5266882862493277,0.5266882862493277,0.5266882862493277,-0.08604943067942486,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,-0.08604604746105578,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.5266882862493277,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,-0.08604604746105578,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6118105599456631,-0.08606758865797956,0.6118105599456631,0.6118105599456631,0.6118105599456631,0.6199354333924532,0.6199354333924532,0.6199301217578855,0.6199301217578855,0.6199301217578855,0.6199301217578855,0.6199354333924532,-0.08606758865797956,0.6199354333924532,0.6199301217578855,0.6199301217578855,0.6199301217578855,0.6199301217578855,0.6199354333924532,0.6199354333924532,0.6199301217578855,0.6199301217578855,0.6199301217578855,-0.08604943067942486,0.6199301217578855
DH,0.5345121718202391,0.5344866319272833,0.5344813243948943,0.5344813243948943,0.5345121718202391,0.5345121718202391,0.5344866319272833,0.5344866319272833,0.5344813243948943,0.5344813243948943,0.3866944113653512,0.5345121718202391,0.3866944113653512,0.394681650492522,0.394681650492522,0.3945939249569621,0.3945939249569621,0.3866944113653512,0.3866944113653512,0.394681650492522,0.394681650492522,0.3945939249569621,0.5344866319272833,0.3945939249569621,0.3866944113653512,0.3866944113653512,0.394681650492522,0.394681650492522,0.3945939249569621,0.3945939249569621,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.5344866319272833,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.5344813243948943,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.26052954856387284,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.5344813243948943,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.5345121718202391,0.22301527741409513,0.22301527741409513,0.22301527741409513,0.20448086347313582,0.20448086347313582,0.20448065551438283,0.20448065551438283,0.20448065551438283,0.20448065551438283,0.20448086347313582,0.5345121718202391,0.20448086347313582,0.20448065551438283,0.20448065551438283,0.20448065551438283,0.20448065551438283,0.20448086347313582,0.20448086347313582,0.20448065551438283,0.20448065551438283,0.20448065551438283,0.5344866319272833,0.20448065551438283
