,labels_data5_DBSCAN_params10,labels_data5_DBSCAN_params13,labels_data5_DBSCAN_params14,labels_data5_DBSCAN_params17,labels_data5_DBSCAN_params18,labels_data5_DBSCAN_params19,labels_data5_DBSCAN_params20,labels_data5_DBSCAN_params21,labels_data5_DBSCAN_params22,labels_data5_DBSCAN_params23,labels_data5_DBSCAN_params24,labels_data5_DBSCAN_params25,labels_data5_DBSCAN_params26,labels_data5_DBSCAN_params27,labels_data5_DBSCAN_params28,labels_data5_DBSCAN_params29,labels_data5_DBSCAN_params30,labels_data5_DBSCAN_params31,labels_data5_DBSCAN_params32,labels_data5_DBSCAN_params33,labels_data5_DBSCAN_params34,labels_data5_DBSCAN_params35,labels_data5_DBSCAN_params36,labels_data5_DBSCAN_params37,labels_data5_DBSCAN_params38,labels_data5_DBSCAN_params39,labels_data5_DBSCAN_params40,labels_data5_DBSCAN_params41,labels_data5_DBSCAN_params42,labels_data5_DBSCAN_params43,labels_data5_DBSCAN_params44,labels_data5_DBSCAN_params5,labels_data5_DBSCAN_params9
B,0.09495022918941695,0.0037285329933992857,0.0014600898656221572,0.01955021502763279,0.009813294017092874,0.006497198531857801,0.005535202530848768,0.033718857162561476,0.03364818724161559,0.02240823447289913,0.01705285080606394,0.18377678412311033,0.18377678412311033,0.18377678412311033,0.0467240900286113,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.18606111696384134,0.04974840529427598,0.0009686818503094418
BH,0.0007953210096751532,0.1421543109091681,0.17559937593503064,0.7895604387184263,1.497614816487537,2.385253734541594,1.9493937151741947,9.467709477377866,9.91652225120174,6.1894262660986,4.519087103740353,105.33482328572372,105.33482328572372,105.33482328572372,14.508017889581652,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,106.72569953690382,0.0001224583129923447,0.01531433094625169
D,0.45453575792723433,0.14178785808938876,0.16742513152235647,0.16254919366511653,0.2178212575445986,3.6855458864146726,4.319679166492927,0.4732873913715146,0.7130329624963283,0.8448695099733753,1.2282662906132868,0.46241054712815305,0.46241054712815305,0.46241054712815305,0.5344872585208122,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,0.4484797481977612,1.1911422356214338,0.11320260127972637
H,0.3791572885657866,1.6542531601230017,0.24747375520544587,0.8292369609650313,0.30833269016813003,0.006776241390815513,0.005923495036171177,0.2508069287803757,0.09360196567796393,0.07036553870089068,0.05657672825995352,0.13404466492456765,0.13404466492456765,0.13404466492456765,0.11957465145357606,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.13545758655315496,0.1151659698498925,1.2454237541930089
DBCV,0.6937594678503435,-0.25541135097349293,0.8981681162885619,0.7522580741021951,0.9675572812071752,0.9979827207423755,0.9979881974380181,0.6081607867265452,0.9117134576116528,0.940997902745405,0.966064269933243,0.877751968992306,0.877751968992306,0.877751968992306,0.6600679174994566,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9153604094712743,0.9223469895408558,-0.1640109069948517
I,0.0015371798600597114,5.562516046276606,12.857698736877635,1.3304645518376417,14.301561653154165,58.763407105944914,64.48165029495799,6.696567932539431,8.928424984396816,12.326913183047596,15.164856875704714,2.350882463455009,2.350882463455009,2.350882463455009,6.851126968734925,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,2.3274394838558803,0.002459306409987821,3.945965802482977
C,0.023766739824067188,0.0052818755655879256,0.0023765240492523406,0.0035595733659603925,0.000676106088655437,0.0,0.0,0.006140438440054663,0.00253609109168183,0.000312342707651849,1.3866236932703875e-05,0.018268468693617416,0.018268468693617416,0.018268468693617416,0.007516314709653253,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.01916917331267023,0.0026031704392537607,0.009098605343502549
CDbw,1.4488910627845273,31.089411942601775,14.96453379307756,10.011039799747897,2.711535988680442,1.8418136577349014,2.1254141426246327,0.6934549748756146,0.6084924220598676,0.8366157155264277,1.6925171451476768,0.8419370874170969,0.8419370874170969,0.8419370874170969,0.48580889050825626,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,0.8216839895810036,2.9666047769083703,68.92241031021886
VIASCKDE,0.4315811684756587,0.6007271900115355,0.6196345245600374,0.7228536888335576,0.7451298664621779,0.7652524719618771,0.7500343011843477,0.7524197730650182,0.7493794907507723,0.7746539190690557,0.7644734107821846,0.7001168140940436,0.7001168140940436,0.7001168140940436,0.756881019255394,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.6988793114648971,0.3839849737079707,0.4683862509731155
COP,0.34592924246008605,0.3908200224300364,0.4309737362929592,0.3700024778127468,0.33539094882316717,0.23178565880792884,0.2377921186774311,0.2667870331000386,0.17161509484254722,0.16990226491067287,0.17006846664062053,0.27601905306321695,0.27601905306321695,0.27601905306321695,0.17295625081144916,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.2767038060924082,0.4148039839343882,0.38645786368294294
Sym,10.4962468482597,0.6449074636062734,4.530422006099861,0.09451938719330324,0.4878119331233074,1.3359213714967395,1.5731274576799277,0.10822322482474045,0.12634726186467907,0.23026509524311964,0.30198605823748387,0.03126666689299591,0.03126666689299591,0.03126666689299591,0.09842564426347741,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,0.0302221494060655,65.88379755486243,3.0542841392274456
CS,0.7553116045255857,0.8553022371440334,0.15044452471912229,0.4931754082612748,0.31624342100141223,0.15628402359986324,0.1438156453855044,0.4463108150578377,0.3977383329815836,0.3508305367025154,0.3131219669359641,0.5871277459975451,0.5871277459975451,0.5871277459975451,0.4570938768771898,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.6027689127859446,0.430827355528017,0.698625048573156
SF,0.6226498745341891,0.557180446079006,0.6247652367924981,0.42442129513543947,0.5904002330422793,0.6831592291266466,0.6845673271428852,0.4976711448408757,0.5496312615171717,0.5682827630544836,0.580779581041849,0.5009234409669245,0.5009234409669245,0.5009234409669245,0.5339884010978273,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.49993006965039666,0.6281636046110528,0.5937769509465507
SD,715387.9294865823,44197.24180295209,129974.74709840368,181051.57319291873,234347.98643036274,280899.76895131153,246297.5645646651,1498778.79089822,1505181.7934351498,964624.5236592854,729088.7571691262,7708163.631085137,7708163.631085137,7708163.631085137,2127543.3952878825,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,7758044.231219011,235353.9787893819,25356.144708848216
SDbw,1.7732244305026206,0.6052204017148834,0.891187883554098,0.2736321802775834,0.22806151311973932,0.010481345017556085,0.009270519976077416,0.16185796087487772,0.09641649333992329,0.054334469137198874,0.029784322168213022,0.2749115515966831,0.2749115515966831,0.2749115515966831,0.13822227638294032,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,0.2767693289438648,1.7356507257853253,0.5514508772405914
XB*,0.23635301491459712,2.256686954464635,1.046030716473941,1.3537494651962847,0.7485475666226022,0.004869850061710681,0.00402834359073057,0.271978434174186,0.07822040730309895,0.0518144865635366,0.03702271760534931,0.15168092841478165,0.15168092841478165,0.15168092841478165,0.10865394095445861,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.15355168572521596,0.058679342005744775,2.3169928010574004
S,0.5539014015898446,0.13696889896127343,0.8979403428708909,0.6670963911556594,0.8497356670840573,0.9295169584496393,0.9338911622741509,0.6970637040822537,0.8119121127729795,0.8411931799366628,0.8582043614594125,0.6887218404912737,0.6887218404912737,0.6887218404912737,0.780507209518726,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6869432122754151,0.6969311437643851,0.10942861631662885
DB,0.5664693026643393,0.8737932848446356,0.4106084983314773,0.5404635783037477,0.4383395038606144,0.10321583641718532,0.0978055338982406,0.4506694771154509,0.32080819992892146,0.28008395526244445,0.251844527101329,0.4127775245852494,0.4127775245852494,0.4127775245852494,0.3584251314400139,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.4147047057047375,0.3757314211238732,0.6692770406358487
CH,128.26062384419618,9015.866096509213,13209.734275399673,3747.473403062398,15900.155901307557,45689.26078789773,49675.69909079716,5382.513153093064,9465.901850722385,13248.181680566237,16313.001412523869,2174.158097511071,2174.158097511071,2174.158097511071,7113.9323221012455,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,2147.895222557754,109.43396977789841,6870.546801198355
AD-S,0.4020490269732989,0.41563254235734504,0.9048761812913311,0.8169214793108374,0.9172410816092197,0.9879835837468645,0.9884042102513526,0.7895464195111899,0.9014230925748277,0.9418658382238214,0.9590506007178978,0.8974480810620298,0.8974480810620298,0.8974480810620298,0.8295234622769364,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.8970420214441932,0.7277574909423008,0.22149650876461918
AD-DB,1.2361276456169432,1.1418053396350427,0.760315153147268,0.8464025977939806,0.8832559755355911,0.024602420962108105,0.02400207578144342,0.7110041938170037,0.22145175044302925,0.140574114228483,0.10443881890021699,0.16169785535111691,0.16169785535111691,0.16169785535111691,0.36084680085129744,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.1621760954874953,0.5435417321272785,1.0321695068526886
AD-CH,31.285810244803706,2438.199159069737,2201.35424650778,1852.734768650544,8671.706749339348,23370.7120114637,21724.361178197352,4174.502008283869,7523.802160483134,10342.04103296349,12002.281541976668,3798.157117157346,3798.157117157346,3798.157117157346,5562.6647966267,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,3784.8627958493717,17.986491701649886,551.8949739009929
AD-idea,6.997358767870559,69.79665493246486,1999.4743627825287,8470693.449473044,4197.5339090343805,7047.992072784166,7333.718961137735,1586.3181939178023,3790.951599199362,11434.352461678993,21823.113180731332,438.5332631267649,438.5332631267649,438.5332631267649,1200.5729820499835,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,437.1023518323985,20.183454367499536,363.3813183190413
