,labels_unbalance_MeanShift_params1,labels_unbalance_MeanShift_params10,labels_unbalance_MeanShift_params11,labels_unbalance_MeanShift_params12,labels_unbalance_MeanShift_params13,labels_unbalance_MeanShift_params14,labels_unbalance_MeanShift_params15,labels_unbalance_MeanShift_params16,labels_unbalance_MeanShift_params17,labels_unbalance_MeanShift_params18,labels_unbalance_MeanShift_params19,labels_unbalance_MeanShift_params2,labels_unbalance_MeanShift_params20,labels_unbalance_MeanShift_params21,labels_unbalance_MeanShift_params22,labels_unbalance_MeanShift_params23,labels_unbalance_MeanShift_params24,labels_unbalance_MeanShift_params25,labels_unbalance_MeanShift_params26,labels_unbalance_MeanShift_params27,labels_unbalance_MeanShift_params28,labels_unbalance_MeanShift_params29,labels_unbalance_MeanShift_params3,labels_unbalance_MeanShift_params30,labels_unbalance_MeanShift_params31,labels_unbalance_MeanShift_params32,labels_unbalance_MeanShift_params33,labels_unbalance_MeanShift_params34,labels_unbalance_MeanShift_params35,labels_unbalance_MeanShift_params36,labels_unbalance_MeanShift_params37,labels_unbalance_MeanShift_params38,labels_unbalance_MeanShift_params39,labels_unbalance_MeanShift_params4,labels_unbalance_MeanShift_params40,labels_unbalance_MeanShift_params41,labels_unbalance_MeanShift_params42,labels_unbalance_MeanShift_params43,labels_unbalance_MeanShift_params44,labels_unbalance_MeanShift_params45,labels_unbalance_MeanShift_params46,labels_unbalance_MeanShift_params5,labels_unbalance_MeanShift_params6,labels_unbalance_MeanShift_params7,labels_unbalance_MeanShift_params8,labels_unbalance_MeanShift_params9
AMI,0.8372086443354916,0.9373077431563748,0.9370612225891456,0.9372599217126135,0.9296261171162816,0.9285640636346613,0.9372518316743229,0.9373077431563748,0.9504199064764061,0.9492626192415253,0.9986128989636691,0.7975439512527113,0.9930877325879977,0.41676963488881563,0.43600673278454843,0.43600673278454843,0.43600673278454843,0.43600673278454843,0.43600673278454843,1.0,1.0,0.39690329439042216,0.9158347376911911,0.41657974938499664,0.39778527056681545,0.41657974938499664,0.39690329439042216,0.43600673278454843,0.39690329439042216,0.43600673278454843,0.36134685588195464,0.36134685588195464,0.39690329439042216,0.9013962561115421,0.39778527056681545,0.39778527056681545,0.39778527056681545,0.39778527056681545,0.39778527056681545,0.39778527056681545,0.39778527056681545,0.9233468974671833,0.9237529966102936,0.9296261171162816,0.9285640636346613,0.9372518316743229
