,labels_x2_HDBSCAN_params1,labels_x2_HDBSCAN_params10,labels_x2_HDBSCAN_params11,labels_x2_HDBSCAN_params12,labels_x2_HDBSCAN_params13,labels_x2_HDBSCAN_params14,labels_x2_HDBSCAN_params2,labels_x2_HDBSCAN_params22,labels_x2_HDBSCAN_params23,labels_x2_HDBSCAN_params24,labels_x2_HDBSCAN_params25,labels_x2_HDBSCAN_params26,labels_x2_HDBSCAN_params27,labels_x2_HDBSCAN_params28,labels_x2_HDBSCAN_params29,labels_x2_HDBSCAN_params3,labels_x2_HDBSCAN_params30,labels_x2_HDBSCAN_params31,labels_x2_HDBSCAN_params32,labels_x2_HDBSCAN_params33,labels_x2_HDBSCAN_params34,labels_x2_HDBSCAN_params35,labels_x2_HDBSCAN_params4,labels_x2_HDBSCAN_params43,labels_x2_HDBSCAN_params44,labels_x2_HDBSCAN_params45,labels_x2_HDBSCAN_params46,labels_x2_HDBSCAN_params47,labels_x2_HDBSCAN_params48,labels_x2_HDBSCAN_params49,labels_x2_HDBSCAN_params5,labels_x2_HDBSCAN_params6,labels_x2_HDBSCAN_params7,labels_x2_HDBSCAN_params8,labels_x2_HDBSCAN_params9
I,2.373356233626479,0.7121445825751235,0.7121445825751235,0.7121445825751235,0.7121445825751235,0.7121445825751235,2.373356233626479,2.373356233626479,2.373356233626479,2.373356233626479,2.373356233626479,0.651640466228715,0.651640466228715,0.651640466228715,0.7121445825751235,2.373356233626479,0.7121445825751235,0.7121445825751235,0.7121445825751235,0.7121445825751235,0.7121445825751235,0.7121445825751235,2.373356233626479,2.373356233626479,2.373356233626479,2.373356233626479,2.373356233626479,0.651640466228715,0.651640466228715,0.651640466228715,0.651640466228715,0.651640466228715,0.651640466228715,0.7121445825751235,0.7121445825751235
C,0.19661471367827357,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.06011711585000777,0.06011711585000777,0.06011711585000777,0.07807696668392997,0.19661471367827357,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.07807696668392997,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.19661471367827357,0.06011711585000777,0.06011711585000777,0.06011711585000777,0.06011711585000777,0.06011711585000777,0.06011711585000777,0.07807696668392997,0.07807696668392997
CDbw,0.28261181904362914,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.24672002868929593,0.24672002868929593,0.24672002868929593,0.19753045605368857,0.28261181904362914,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.19753045605368857,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.28261181904362914,0.24672002868929593,0.24672002868929593,0.24672002868929593,0.24672002868929593,0.24672002868929593,0.24672002868929593,0.19753045605368857,0.19753045605368857
VIASCKDE,0.4441736105318431,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.45579907597397734,0.45579907597397734,0.45579907597397734,0.4171851242641914,0.4441736105318431,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4171851242641914,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.4441736105318431,0.45579907597397734,0.45579907597397734,0.45579907597397734,0.45579907597397734,0.45579907597397734,0.45579907597397734,0.4171851242641914,0.4171851242641914
COP,0.41666700144949775,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.33707503690933727,0.33707503690933727,0.33707503690933727,0.33744664400192387,0.41666700144949775,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.33744664400192387,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.41666700144949775,0.33707503690933727,0.33707503690933727,0.33707503690933727,0.33707503690933727,0.33707503690933727,0.33707503690933727,0.33744664400192387,0.33744664400192387
Sym,0.040901492469402265,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.04954634673082651,0.04954634673082651,0.04954634673082651,0.04795998716628705,0.040901492469402265,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.04795998716628705,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.040901492469402265,0.04954634673082651,0.04954634673082651,0.04954634673082651,0.04954634673082651,0.04954634673082651,0.04954634673082651,0.04795998716628705,0.04795998716628705
CS,1.8580289695994343,2.254407603707384,2.254407603707384,2.254407603707384,2.254407603707384,2.254407603707384,1.8580289695994343,1.8580289695994343,1.8580289695994343,1.8580289695994343,1.8580289695994343,2.4025544706027557,2.4025544706027557,2.4025544706027557,2.254407603707384,1.8580289695994343,2.254407603707384,2.254407603707384,2.254407603707384,2.254407603707384,2.254407603707384,2.254407603707384,1.8580289695994343,1.8580289695994343,1.8580289695994343,1.8580289695994343,1.8580289695994343,2.4025544706027557,2.4025544706027557,2.4025544706027557,2.4025544706027557,2.4025544706027557,2.4025544706027557,2.254407603707384,2.254407603707384
SF,0.2734917548938782,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2825267846496926,0.2825267846496926,0.2825267846496926,0.30775440304183577,0.2734917548938782,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.30775440304183577,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2734917548938782,0.2825267846496926,0.2825267846496926,0.2825267846496926,0.2825267846496926,0.2825267846496926,0.2825267846496926,0.30775440304183577,0.30775440304183577
SD,127964.70956461053,147450.98390746868,147450.98390746868,147450.98390746868,147450.98390746868,147450.98390746868,127964.70956461053,127964.70956461053,127964.70956461053,127964.70956461053,127964.70956461053,167336.39427207777,167336.39427207777,167336.39427207777,147450.98390746868,127964.70956461053,147450.98390746868,147450.98390746868,147450.98390746868,147450.98390746868,147450.98390746868,147450.98390746868,127964.70956461053,127964.70956461053,127964.70956461053,127964.70956461053,127964.70956461053,167336.39427207777,167336.39427207777,167336.39427207777,167336.39427207777,167336.39427207777,167336.39427207777,147450.98390746868,147450.98390746868
SDbw,1.4455942000849742,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.5503307609714967,1.5503307609714967,1.5503307609714967,1.5814800472287307,1.4455942000849742,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.5814800472287307,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.4455942000849742,1.5503307609714967,1.5503307609714967,1.5503307609714967,1.5503307609714967,1.5503307609714967,1.5503307609714967,1.5814800472287307,1.5814800472287307
XB*,4.471752351575432,13.73931159469497,13.73931159469497,13.73931159469497,13.73931159469497,13.73931159469497,4.471752351575432,4.471752351575432,4.471752351575432,4.471752351575432,4.471752351575432,15.92133689914509,15.92133689914509,15.92133689914509,13.73931159469497,4.471752351575432,13.73931159469497,13.73931159469497,13.73931159469497,13.73931159469497,13.73931159469497,13.73931159469497,4.471752351575432,4.471752351575432,4.471752351575432,4.471752351575432,4.471752351575432,15.92133689914509,15.92133689914509,15.92133689914509,15.92133689914509,15.92133689914509,15.92133689914509,13.73931159469497,13.73931159469497
S,0.315231447070155,0.438651740763129,0.438651740763129,0.438651740763129,0.438651740763129,0.438651740763129,0.315231447070155,0.315231447070155,0.315231447070155,0.315231447070155,0.315231447070155,0.484817849223963,0.484817849223963,0.484817849223963,0.438651740763129,0.315231447070155,0.438651740763129,0.438651740763129,0.438651740763129,0.438651740763129,0.438651740763129,0.438651740763129,0.315231447070155,0.315231447070155,0.315231447070155,0.315231447070155,0.315231447070155,0.484817849223963,0.484817849223963,0.484817849223963,0.484817849223963,0.484817849223963,0.484817849223963,0.438651740763129,0.438651740763129
DB,1.9582464869433878,3.161280695753554,3.161280695753554,3.161280695753554,3.161280695753554,3.161280695753554,1.9582464869433878,1.9582464869433878,1.9582464869433878,1.9582464869433878,1.9582464869433878,3.582838381598244,3.582838381598244,3.582838381598244,3.161280695753554,1.9582464869433878,3.161280695753554,3.161280695753554,3.161280695753554,3.161280695753554,3.161280695753554,3.161280695753554,1.9582464869433878,1.9582464869433878,1.9582464869433878,1.9582464869433878,1.9582464869433878,3.582838381598244,3.582838381598244,3.582838381598244,3.582838381598244,3.582838381598244,3.582838381598244,3.161280695753554,3.161280695753554
CH,31.573322693578056,66.52580272340653,66.52580272340653,66.52580272340653,66.52580272340653,66.52580272340653,31.573322693578056,31.573322693578056,31.573322693578056,31.573322693578056,31.573322693578056,71.46648996567995,71.46648996567995,71.46648996567995,66.52580272340653,31.573322693578056,66.52580272340653,66.52580272340653,66.52580272340653,66.52580272340653,66.52580272340653,66.52580272340653,31.573322693578056,31.573322693578056,31.573322693578056,31.573322693578056,31.573322693578056,71.46648996567995,71.46648996567995,71.46648996567995,71.46648996567995,71.46648996567995,71.46648996567995,66.52580272340653,66.52580272340653
AD-S,0.37686897017123067,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.4876521771908736,0.4876521771908736,0.4876521771908736,0.46676257327667753,0.37686897017123067,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.46676257327667753,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.37686897017123067,0.4876521771908736,0.4876521771908736,0.4876521771908736,0.4876521771908736,0.4876521771908736,0.4876521771908736,0.46676257327667753,0.46676257327667753
AD-DB,2.17358510440752,1.9164733419257087,1.9164733419257087,1.9164733419257087,1.9164733419257087,1.9164733419257087,2.17358510440752,2.17358510440752,2.17358510440752,2.17358510440752,2.17358510440752,1.8166435718554999,1.8166435718554999,1.8166435718554999,1.9164733419257087,2.17358510440752,1.9164733419257087,1.9164733419257087,1.9164733419257087,1.9164733419257087,1.9164733419257087,1.9164733419257087,2.17358510440752,2.17358510440752,2.17358510440752,2.17358510440752,2.17358510440752,1.8166435718554999,1.8166435718554999,1.8166435718554999,1.8166435718554999,1.8166435718554999,1.8166435718554999,1.9164733419257087,1.9164733419257087
AD-CH,38.901570250352094,52.54949482957546,52.54949482957546,52.54949482957546,52.54949482957546,52.54949482957546,38.901570250352094,38.901570250352094,38.901570250352094,38.901570250352094,38.901570250352094,52.743529076866736,52.743529076866736,52.743529076866736,52.54949482957546,38.901570250352094,52.54949482957546,52.54949482957546,52.54949482957546,52.54949482957546,52.54949482957546,52.54949482957546,38.901570250352094,38.901570250352094,38.901570250352094,38.901570250352094,38.901570250352094,52.743529076866736,52.743529076866736,52.743529076866736,52.743529076866736,52.743529076866736,52.743529076866736,52.54949482957546,52.54949482957546
AD-idea,5.207780711405451,3.9903266437446145,3.9903266437446145,3.9903266437446145,3.9903266437446145,3.9903266437446145,5.207780711405451,5.207780711405451,5.207780711405451,5.207780711405451,5.207780711405451,3.7967105585380536,3.7967105585380536,3.7967105585380536,3.9903266437446145,5.207780711405451,3.9903266437446145,3.9903266437446145,3.9903266437446145,3.9903266437446145,3.9903266437446145,3.9903266437446145,5.207780711405451,5.207780711405451,5.207780711405451,5.207780711405451,5.207780711405451,3.7967105585380536,3.7967105585380536,3.7967105585380536,3.7967105585380536,3.7967105585380536,3.7967105585380536,3.9903266437446145,3.9903266437446145
