,labels_flame_MeanShift_params1,labels_flame_MeanShift_params10,labels_flame_MeanShift_params11,labels_flame_MeanShift_params12,labels_flame_MeanShift_params13,labels_flame_MeanShift_params14,labels_flame_MeanShift_params15,labels_flame_MeanShift_params16,labels_flame_MeanShift_params17,labels_flame_MeanShift_params18,labels_flame_MeanShift_params19,labels_flame_MeanShift_params2,labels_flame_MeanShift_params20,labels_flame_MeanShift_params21,labels_flame_MeanShift_params22,labels_flame_MeanShift_params23,labels_flame_MeanShift_params24,labels_flame_MeanShift_params25,labels_flame_MeanShift_params26,labels_flame_MeanShift_params27,labels_flame_MeanShift_params28,labels_flame_MeanShift_params29,labels_flame_MeanShift_params3,labels_flame_MeanShift_params30,labels_flame_MeanShift_params4,labels_flame_MeanShift_params5,labels_flame_MeanShift_params6,labels_flame_MeanShift_params7,labels_flame_MeanShift_params8,labels_flame_MeanShift_params9
B,0.04708029714592743,0.12368223006109456,0.12890123493860758,0.13114032864741756,0.04723773753170583,0.04831615974302149,0.13923865169221505,0.12368223006109456,0.37506332059990843,0.37506332059990843,0.3745402123409002,0.0428835204421511,0.3744889797194845,0.1917070261701857,0.20308924579322296,0.7748145100927211,0.7748145100927211,0.040483440927511466,0.03619978664013887,0.771931692928473,0.771931692928473,0.7697467583242666,0.0429755519056166,0.7697467583242666,0.039719348238820035,0.09001589321895336,0.09137516445841233,0.04723773753170583,0.04831615974302149,0.13923865169221505
BH,0.23893531107298036,1.9197883402166904,2.5410783302512336,2.5564835217445743,0.23161250421365265,0.19860356818686797,2.64170931527248,1.9197883402166904,14.035235208175118,14.035235208175118,14.015693328446813,0.14656915721424685,14.093332478183584,4.678477217287464,3.44847598281052,34.43904753371811,34.43904753371811,0.18049636439833353,0.1291771289188285,34.46384112807,34.46384112807,34.485670718292326,0.20317858704420647,34.485670718292326,0.14961006313507877,1.0109051521954886,1.036788017300242,0.23161250421365265,0.19860356818686797,2.64170931527248
D,0.251561149451456,0.22561423031292413,0.28189726478067895,0.25908643808021237,0.22473433015496197,0.25399885070461675,0.20494598370369418,0.22561423031292413,0.3157401928475524,0.3157401928475524,0.313834220624216,0.29942288391300126,0.291244336030098,0.2305496220326884,0.189628918135607,0.2309202045725243,0.2309202045725243,0.19889815445201534,0.1940927024496511,0.2227996016600527,0.2227996016600527,0.23291024033957072,0.22388806340054318,0.23291024033957072,0.2609396271957196,0.24309556428018742,0.2076716571188777,0.22473433015496197,0.25399885070461675,0.20494598370369418
H,4.407892465824371,1.1964053035301285,1.178884361246873,1.2318676614012949,4.429364591605497,4.317561920646237,1.411695563037356,1.1964053035301285,0.47106595654048,0.47106595654048,0.4730274215086362,5.4596330844251515,0.46798442577099275,0.7480857839318553,1.056543802817423,0.5548918286268312,0.5548918286268312,5.516224320622372,6.238287640446106,0.5560404497052449,0.5560404497052449,0.5563834068235787,4.4013351635811695,0.5563834068235787,5.365737925458488,2.1490799946988957,2.4188612060076204,4.429364591605497,4.317561920646237,1.411695563037356
DBCV,-0.001749081226440455,-0.2700410945124373,-0.44317616844816043,-0.4602062901577091,-0.14135521824039862,-0.07707989705925943,-0.34602592721863906,-0.2700410945124373,-0.33359960209861783,-0.33359960209861783,-0.29699737299393086,-0.022101059836689044,-0.461961191093672,-0.5357838753042177,-0.46031854801068667,-0.4686928667461311,-0.4686928667461311,-0.10692269434487273,-0.04005405988409912,-0.5065989640730921,-0.5065989640730921,-0.5796482573982443,-0.07266025415349477,-0.5796482573982443,-0.07705252426627812,-0.2775136658244632,-0.4493000295249455,-0.14135521824039862,-0.07707989705925943,-0.34602592721863906
I,0.18854308576366777,0.32848361302064705,0.3641679815005037,0.3718565759727907,0.18668004538689909,0.17142518962629086,0.35357704245156407,0.32848361302064705,0.3197999132638843,0.3197999132638843,0.32278062872663643,0.14663697113637741,0.3188149635841448,0.4568945949920043,0.35129072163424585,0.35067923059391964,0.35067923059391964,0.16595199875643474,0.14825019647361812,0.350764978633042,0.350764978633042,0.3508734874742826,0.19290988606073833,0.3508734874742826,0.1559191088912218,0.25755877024676865,0.2607602013197741,0.18668004538689909,0.17142518962629086,0.35357704245156407
C,0.03604937638322899,0.060012514012656185,0.06586104786419647,0.06759908777442511,0.03504726502121884,0.034566315268873306,0.07002060421801432,0.060012514012656185,0.11800364047431397,0.11800364047431397,0.11740389075087754,0.0329950727407705,0.11883809011187439,0.07605668735694178,0.07833097324012918,0.1902882030772817,0.1902882030772817,0.03416253842726862,0.031650189158414894,0.189831691279842,0.189831691279842,0.18898654344047305,0.0326064719612817,0.18898654344047305,0.033260727051769384,0.05132429757668026,0.05799807053181779,0.03504726502121884,0.034566315268873306,0.07002060421801432
CDbw,0.4852827097886009,0.21741959791425136,0.12767970186347288,0.13756568541316766,0.5845356402194691,0.5645119138963763,0.14434070656168183,0.21741959791425136,0.03250259342728492,0.03250259342728492,0.031955685357342056,0.6840894354474052,0.03714191313513091,0.07587608444801165,0.17718364701247805,0.013812234087179824,0.013812234087179824,0.6317279056970407,0.0,0.014913931085870104,0.014913931085870104,0.015569356614438404,0.4937281264552363,0.015569356614438404,0.0,0.4089316295686753,0.38236910166602095,0.5845356402194691,0.5645119138963763,0.14434070656168183
VIASCKDE,0.11800252019286436,0.3050403409945425,0.32366036248230484,0.3160189915619572,0.1162488833029862,0.12121026149384681,0.3059500973080037,0.3050403409945425,0.37307053521770234,0.37307053521770234,0.3722516643875348,0.09460721211322923,0.3778660154595791,0.347098428103358,0.32902751324378,0.3643939430146714,0.3643939430146714,0.10094800982713723,,0.36592227577881975,0.36592227577881975,0.36127910629538096,0.1043135713082852,0.36127910629538096,,0.22772881528238414,0.20119611221110445,0.1162488833029862,0.12121026149384681,0.3059500973080037
COP,0.18461561371510746,0.19415505733680913,0.20018277795723585,0.2039234518977061,0.1853332902003119,0.18686583070799262,0.2092397049636719,0.19415505733680913,0.2248771337931838,0.2248771337931838,0.22420870811477994,0.20189805540392067,0.2253605553119977,0.19986532865756337,0.19028962299223853,0.2283283265791442,0.2283283265791442,0.19360440036876997,,0.22767448331772475,0.22767448331772475,0.22758639106483536,0.1888769058584374,0.22758639106483536,,0.1976139336470558,0.1962487533686526,0.1853332902003119,0.18686583070799262,0.2092397049636719
Sym,0.037612535376344354,0.05369247842065844,0.0499151340986217,0.0507751233045128,0.03948107140884377,0.03946148052093668,0.049753339540603396,0.05369247842065844,0.03980433950970907,0.03980433950970907,0.040112946930068845,0.03647365403239753,0.04029861585504595,0.05041824573905502,0.04924380696629439,0.026623974768042374,0.026623974768042374,0.03823881169622343,0.036279896739007056,0.025823587062711206,0.025823587062711206,0.026844229922590477,0.0410704024528741,0.026844229922590477,0.03760856873375885,0.04510207079987774,0.04429906465102432,0.03948107140884377,0.03946148052093668,0.049753339540603396
CS,1.0875785365007153,0.9829777758535921,1.070178105128973,1.0826898722558536,1.0766261046420893,0.9906718265139233,1.171697124409176,0.9829777758535921,1.1115986364393513,1.1115986364393513,1.1135307123921163,1.0380742547897441,1.1091932532464415,1.0639782727098506,1.166311902496793,1.6232038462820644,1.6232038462820644,1.1423499008498619,1.1006218209175909,1.631921790780612,1.631921790780612,1.621371594833803,1.0491140686924414,1.621371594833803,1.0554220857794878,1.1468771967209754,1.219059293095954,1.0766261046420893,0.9906718265139233,1.171697124409176
SF,0.05763771336169721,0.17018634832991475,0.19031278628767556,0.18823118933933858,0.059126053823024605,0.053570716899472015,0.18056780830816832,0.17018634832991475,0.30836324484703836,0.30836324484703836,0.3083657376107042,0.04056653925267928,0.3086866114955068,0.25756194902256235,0.22176585032012064,0.34646403000873593,0.34646403000873593,0.0482853109114153,0.041353414637556596,0.34634530465747604,0.34634530465747604,0.34611618332177974,0.05545353885277593,0.34611618332177974,0.0464066268978488,0.1262897115269347,0.12451915731786534,0.059126053823024605,0.053570716899472015,0.18056780830816832
SD,165.11117527012954,199.0592576812392,222.01710738626286,227.89727095554053,168.75853885311304,173.66230775808225,247.96625185179528,199.0592576812392,559.8773796007874,559.8773796007874,560.1633868409696,163.10816812505396,560.0508556057152,282.8485980055827,258.74902035052975,1052.4362047907355,1052.4362047907355,174.477535691945,195.9640478100455,1050.0279046694754,1050.0279046694754,1057.4612892544985,141.04664153712505,1057.4612892544985,197.00876615092335,169.2836668661623,176.22910797264552,168.75853885311304,173.66230775808225,247.96625185179528
SDbw,0.1989633755778381,0.4837542655372058,0.493543202349943,0.49848651053949733,0.20275393196729705,0.2085481948564277,0.5458019541730181,0.4837542655372058,1.1017282538081825,1.1017282538081825,1.0964334134263267,0.18103027137973474,1.0832543470082885,0.6801314744844802,0.6750060335608185,1.605893490875776,1.605893490875776,0.18485575009024294,0.15778679534113602,1.6034957181777818,1.6034957181777818,1.5788671346349332,0.1859498586929451,1.5788671346349332,0.1764288859889789,0.35540936015658775,0.37202015607865124,0.20275393196729705,0.2085481948564277,0.5458019541730181
XB*,0.8096571054162442,0.3722028319720977,0.472461379411394,0.5274615472356764,0.7085389391893753,0.6512701901984972,0.622467012841434,0.3722028319720977,0.2543130294939507,0.2543130294939507,0.25553160276452025,0.5183869802914624,0.252279285578348,0.4175213754759337,0.45745331288250357,0.433075451563193,0.433075451563193,0.7518615772130403,0.7527348879364213,0.4115530187681786,0.4115530187681786,0.41591948168246246,0.5295244040237855,0.41591948168246246,0.7288558087386071,0.5640341496057921,0.7328910728536803,0.7085389391893753,0.6512701901984972,0.622467012841434
S,0.25815977131170986,0.3322548621385865,0.3467578043809822,0.3409927756427972,0.25776621653134024,0.2766654546559505,0.3301649069419863,0.3322548621385865,0.4111599896192829,0.4111599896192829,0.41172668725386025,0.24922185460360732,0.41053656321421117,0.4030547915332161,0.3600270955843014,0.37542399401928256,0.37542399401928256,0.236651204571727,0.24069964026468324,0.3758086029109211,0.3758086029109211,0.37595315223212666,0.27047236280165426,0.37595315223212666,0.2389509977294253,0.3038080744469449,0.29813356140182196,0.25776621653134024,0.2766654546559505,0.3301649069419863
DB,0.8996030771331438,0.78220614161843,0.8330748087229638,0.8467413237626176,0.90731314632053,0.8338083460662756,0.8984300385909426,0.78220614161843,0.7865417771800249,0.7865417771800249,0.7864055502540627,0.8913074733328107,0.7887337611988142,0.754442185895686,0.8022486367925942,1.0972749185263422,1.0972749185263422,0.9740770282461192,0.9269915013792683,1.0967307803225057,1.0967307803225057,1.09689040856643,0.8824234804223315,1.09689040856643,0.8754298089138517,0.8881127728039119,0.9878174875828265,0.90731314632053,0.8338083460662756,0.8984300385909426
CH,214.0484135063914,212.09759564307,209.27084543223364,207.77578694596832,221.14411373870007,214.51850881867284,199.81977988436083,212.09759564307,201.3327274154208,201.3327274154208,201.7786655895704,209.5769015412796,200.01427357556696,226.66635053159436,210.24721220827578,154.68230412605536,154.68230412605536,216.6547349902147,205.11236129259953,154.39980497799206,154.39980497799206,154.15141407337651,230.00683153522436,154.15141407337651,205.15754384770437,211.133424922526,205.29090411191083,221.14411373870007,214.51850881867284,199.81977988436083
AD-S,0.09948784051885008,0.09784175852339508,0.1332821333948394,0.13489084450000272,0.0894503048840532,0.08919028938258904,0.1323871369417765,0.09784175852339508,0.11205516618507023,0.11205516618507023,0.11051216013181146,0.10428703985410609,0.11238133912192617,0.1456387471339238,0.0962163157144414,0.15368202191223174,0.15368202191223174,0.11192598097240139,0.12225440122159353,0.16437358209879577,0.16437358209879577,0.15739753194972755,0.09749695199849295,0.15739753194972755,0.10450306477853098,0.07276462749476902,0.06422790887448294,0.0894503048840532,0.08919028938258904,0.1323871369417765
AD-DB,1.7897397298402786,2.2986469767967295,2.283124646315024,2.280747976438721,1.788700637743843,1.780522567643332,2.2855973888738794,2.2986469767967295,1.8008147793619138,1.8008147793619138,1.80294677806208,1.7564295761871507,1.7948164522716485,1.8090073758777137,1.9148675305798293,1.687859880283531,1.687859880283531,1.7736649898179124,1.7040930113520332,1.6737051955607418,1.6737051955607418,1.6874340953851479,1.7900579232358584,1.6874340953851479,1.7513501785111167,2.4560369923735474,2.268499719427965,1.788700637743843,1.780522567643332,2.2855973888738794
AD-CH,13.944696546741225,39.58844757363773,46.8347924496258,46.87166460269743,13.799484742219066,12.449802691768086,46.81020439838619,39.58844757363773,132.21525546831515,132.21525546831515,132.21984531431457,10.514546360783655,131.98272887688603,69.66874830162946,54.97593869365271,252.86666748734467,252.86666748734467,12.145387930759657,10.186271714616327,256.290024401353,256.290024401353,254.94047807103559,13.166125339053309,254.94047807103559,10.468944116118239,27.577563201007283,27.88404057978166,13.799484742219066,12.449802691768086,46.81020439838619
AD-idea,9.711379576435595,0.8312395377351558,0.8447678524625081,0.8092148714491898,8.332738156166052,0.732056490202415,0.8321388978470904,0.8312395377351558,1.0973180083665652,1.0973180083665652,1.0956107673347923,0.4625881071518778,1.1275748254026334,1.9409825404005903,1.7009477689444223,0.9483270732151708,0.9483270732151708,16.571847193558074,0.7487375832781455,0.9956301643006862,0.9956301643006862,0.9750889366211055,11.404741644271349,0.9750889366211055,1.883836637563727,0.9182504874836223,0.7226423037015501,8.332738156166052,0.732056490202415,0.8321388978470904
