,labels_wingnut_MeanShift_params1,labels_wingnut_MeanShift_params10,labels_wingnut_MeanShift_params11,labels_wingnut_MeanShift_params12,labels_wingnut_MeanShift_params13,labels_wingnut_MeanShift_params14,labels_wingnut_MeanShift_params15,labels_wingnut_MeanShift_params16,labels_wingnut_MeanShift_params17,labels_wingnut_MeanShift_params18,labels_wingnut_MeanShift_params19,labels_wingnut_MeanShift_params2,labels_wingnut_MeanShift_params20,labels_wingnut_MeanShift_params21,labels_wingnut_MeanShift_params22,labels_wingnut_MeanShift_params23,labels_wingnut_MeanShift_params24,labels_wingnut_MeanShift_params3,labels_wingnut_MeanShift_params4,labels_wingnut_MeanShift_params5,labels_wingnut_MeanShift_params6,labels_wingnut_MeanShift_params7,labels_wingnut_MeanShift_params8,labels_wingnut_MeanShift_params9
FMI,0.3841212537151297,0.5576878634753922,0.5561466641617168,0.5584591218781035,0.5492783639695222,0.5494035598995507,0.5558378039004274,0.5576878634753922,0.5726551139201155,0.5645819252344713,0.570804882938768,0.3563018832515103,0.5669259828368467,0.5751567335291878,0.6978055257885664,0.5791924180835999,0.5806912287617902,0.4560404248800348,0.4387829676735034,0.5409658491578418,0.5725177277148987,0.5492783639695222,0.5494035598995507,0.5558378039004274
