,labels_flame_MeanShift_params1,labels_flame_MeanShift_params10,labels_flame_MeanShift_params11,labels_flame_MeanShift_params12,labels_flame_MeanShift_params13,labels_flame_MeanShift_params14,labels_flame_MeanShift_params15,labels_flame_MeanShift_params16,labels_flame_MeanShift_params17,labels_flame_MeanShift_params18,labels_flame_MeanShift_params19,labels_flame_MeanShift_params2,labels_flame_MeanShift_params20,labels_flame_MeanShift_params21,labels_flame_MeanShift_params22,labels_flame_MeanShift_params23,labels_flame_MeanShift_params24,labels_flame_MeanShift_params25,labels_flame_MeanShift_params26,labels_flame_MeanShift_params27,labels_flame_MeanShift_params28,labels_flame_MeanShift_params29,labels_flame_MeanShift_params3,labels_flame_MeanShift_params30,labels_flame_MeanShift_params4,labels_flame_MeanShift_params5,labels_flame_MeanShift_params6,labels_flame_MeanShift_params7,labels_flame_MeanShift_params8,labels_flame_MeanShift_params9
BARI_nn,0.030914793142089517,0.33313345007549877,0.39880344368355314,0.394557911099276,0.06284083391592624,0.036599444297220965,0.3754177423509078,0.33313345007549877,0.4440580193807132,0.4440580193807132,0.433448214839111,0.02579915366151948,0.46191892696751535,0.4676591874284379,0.3677813306934153,0.464850658651929,0.464850658651929,0.0344702076686748,0.02910060436466808,0.5116028944737071,0.5116028944737071,0.5115246802441571,0.035255961844103685,0.5115246802441571,0.021911835835902133,0.17916188893828128,0.1842533742071021,0.06284083391592624,0.036599444297220965,0.3754177423509078
