,labels_aggregation_MeanShift_params1,labels_aggregation_MeanShift_params10,labels_aggregation_MeanShift_params11,labels_aggregation_MeanShift_params12,labels_aggregation_MeanShift_params13,labels_aggregation_MeanShift_params14,labels_aggregation_MeanShift_params15,labels_aggregation_MeanShift_params16,labels_aggregation_MeanShift_params17,labels_aggregation_MeanShift_params18,labels_aggregation_MeanShift_params19,labels_aggregation_MeanShift_params2,labels_aggregation_MeanShift_params20,labels_aggregation_MeanShift_params21,labels_aggregation_MeanShift_params22,labels_aggregation_MeanShift_params23,labels_aggregation_MeanShift_params24,labels_aggregation_MeanShift_params25,labels_aggregation_MeanShift_params26,labels_aggregation_MeanShift_params3,labels_aggregation_MeanShift_params4,labels_aggregation_MeanShift_params5,labels_aggregation_MeanShift_params6,labels_aggregation_MeanShift_params7,labels_aggregation_MeanShift_params8,labels_aggregation_MeanShift_params9
VMI,0.7544488029726872,0.8806880341511616,0.8815620977983937,0.8920311031670372,0.8624974291601989,0.8843104210103133,0.8815620977983937,0.8806880341511616,0.8202993891328845,0.8825977432570762,0.8799569315529454,0.7598370606342421,0.8806880341511616,0.8202993891328845,0.8390751515375394,0.7854836706252065,0.7854836706252065,0.6577682120497732,0.6577682120497732,0.8331387080079812,0.8855499551216935,0.8594334559418948,0.8907832533863757,0.8624974291601989,0.8843104210103133,0.8815620977983937
