,labels_x3_HDBSCAN_params1,labels_x3_HDBSCAN_params10,labels_x3_HDBSCAN_params11,labels_x3_HDBSCAN_params12,labels_x3_HDBSCAN_params13,labels_x3_HDBSCAN_params14,labels_x3_HDBSCAN_params15,labels_x3_HDBSCAN_params16,labels_x3_HDBSCAN_params17,labels_x3_HDBSCAN_params18,labels_x3_HDBSCAN_params19,labels_x3_HDBSCAN_params2,labels_x3_HDBSCAN_params20,labels_x3_HDBSCAN_params21,labels_x3_HDBSCAN_params22,labels_x3_HDBSCAN_params23,labels_x3_HDBSCAN_params24,labels_x3_HDBSCAN_params25,labels_x3_HDBSCAN_params26,labels_x3_HDBSCAN_params27,labels_x3_HDBSCAN_params28,labels_x3_HDBSCAN_params29,labels_x3_HDBSCAN_params3,labels_x3_HDBSCAN_params30,labels_x3_HDBSCAN_params31,labels_x3_HDBSCAN_params32,labels_x3_HDBSCAN_params33,labels_x3_HDBSCAN_params34,labels_x3_HDBSCAN_params35,labels_x3_HDBSCAN_params36,labels_x3_HDBSCAN_params37,labels_x3_HDBSCAN_params38,labels_x3_HDBSCAN_params39,labels_x3_HDBSCAN_params4,labels_x3_HDBSCAN_params40,labels_x3_HDBSCAN_params41,labels_x3_HDBSCAN_params42,labels_x3_HDBSCAN_params43,labels_x3_HDBSCAN_params44,labels_x3_HDBSCAN_params45,labels_x3_HDBSCAN_params46,labels_x3_HDBSCAN_params47,labels_x3_HDBSCAN_params48,labels_x3_HDBSCAN_params49,labels_x3_HDBSCAN_params5,labels_x3_HDBSCAN_params50,labels_x3_HDBSCAN_params51,labels_x3_HDBSCAN_params52,labels_x3_HDBSCAN_params53,labels_x3_HDBSCAN_params54,labels_x3_HDBSCAN_params55,labels_x3_HDBSCAN_params56,labels_x3_HDBSCAN_params57,labels_x3_HDBSCAN_params58,labels_x3_HDBSCAN_params59,labels_x3_HDBSCAN_params6,labels_x3_HDBSCAN_params60,labels_x3_HDBSCAN_params61,labels_x3_HDBSCAN_params62,labels_x3_HDBSCAN_params63,labels_x3_HDBSCAN_params7,labels_x3_HDBSCAN_params8,labels_x3_HDBSCAN_params9
FMI,0.5060872885179915,0.5683656819546226,0.5683656819546226,0.5536910366361567,0.5276744168671968,0.5276744168671968,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5060872885179915,0.5198379908028878,0.5198379908028878,0.5981889520872345,0.5981889520872345,0.5981889520872345,0.5981889520872345,0.5045660675999003,0.5630515541347291,0.5630515541347291,0.5843359615553363,0.5060872885179915,0.5843359615553363,0.5843359615553363,0.5843359615553363,0.579947517628238,0.5276744168671968,0.5276744168671968,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5981889520872345,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.6675187792927383,0.6675187792927383,0.6675187792927383,0.6675187792927383,0.5630515541347291,0.5630515541347291,0.5630515541347291,0.5045660675999003,0.5276744168671968,0.5276744168671968,0.5276744168671968,0.5276744168671968,0.5276744168671968,0.5276744168671968,0.5276744168671968,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5630515541347291,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5198379908028878,0.5630515541347291,0.5683656819546226,0.5683656819546226
