,labels_zigzag_outliers_MeanShift_params1,labels_zigzag_outliers_MeanShift_params10,labels_zigzag_outliers_MeanShift_params11,labels_zigzag_outliers_MeanShift_params12,labels_zigzag_outliers_MeanShift_params13,labels_zigzag_outliers_MeanShift_params14,labels_zigzag_outliers_MeanShift_params15,labels_zigzag_outliers_MeanShift_params16,labels_zigzag_outliers_MeanShift_params17,labels_zigzag_outliers_MeanShift_params18,labels_zigzag_outliers_MeanShift_params19,labels_zigzag_outliers_MeanShift_params2,labels_zigzag_outliers_MeanShift_params20,labels_zigzag_outliers_MeanShift_params21,labels_zigzag_outliers_MeanShift_params22,labels_zigzag_outliers_MeanShift_params23,labels_zigzag_outliers_MeanShift_params24,labels_zigzag_outliers_MeanShift_params3,labels_zigzag_outliers_MeanShift_params4,labels_zigzag_outliers_MeanShift_params5,labels_zigzag_outliers_MeanShift_params6,labels_zigzag_outliers_MeanShift_params7,labels_zigzag_outliers_MeanShift_params8,labels_zigzag_outliers_MeanShift_params9
AMI,0.6349813418110947,0.7112230125917658,0.501642024707655,0.501642024707655,0.7112230125917658,0.6733225763616467,0.7042996843562663,0.7112230125917658,0.3878926849410304,0.3878926849410304,0.3556739198708595,0.6135514808458927,0.3297405032080102,0.3878926849410304,0.3878926849410304,0.36045521204136866,0.36045521204136866,0.6445856000281414,0.6348086383482063,0.6923165064836735,0.6572772116236152,0.7112230125917658,0.6733225763616467,0.7042996843562663
