,labels_x1_DBSCAN_params11,labels_x1_DBSCAN_params16,labels_x1_DBSCAN_params17,labels_x1_DBSCAN_params21,labels_x1_DBSCAN_params22,labels_x1_DBSCAN_params26,labels_x1_DBSCAN_params27,labels_x1_DBSCAN_params28,labels_x1_DBSCAN_params31,labels_x1_DBSCAN_params32,labels_x1_DBSCAN_params33,labels_x1_DBSCAN_params36,labels_x1_DBSCAN_params37,labels_x1_DBSCAN_params38,labels_x1_DBSCAN_params39,labels_x1_DBSCAN_params41,labels_x1_DBSCAN_params42,labels_x1_DBSCAN_params43,labels_x1_DBSCAN_params44,labels_x1_DBSCAN_params46,labels_x1_DBSCAN_params47,labels_x1_DBSCAN_params48,labels_x1_DBSCAN_params49
cSIL,0.9028628172930331,0.955415940883986,0.9904716202953057,0.8898837301170099,0.8831228652758755,0.8666702929985588,0.9849710662450061,0.9977803338133745,0.965109806504281,0.9667328818538768,0.9736809748404619,0.9605462063462519,0.9605462063462519,0.9634472918604177,0.9944140198497307,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9655449431241293,0.9208127016017342,0.9208127016017342,0.9593422711859748,0.9605462063462519
GD43,110.70464791919177,13.117771624483844,34.95352485360922,3.8879723248958507,7.712666371748106,2.294203408310157,15.003628801156156,92.71122643405836,8.440489136657831,9.101966151400774,12.225539521555909,7.2653076084094,7.2653076084094,8.319681748712442,27.449496135117148,6.856792571588086,6.856792571588086,6.856792571588086,9.101966151400774,2.0630893750829036,2.0630893750829036,6.856792571588086,7.2653076084094
GD53,0.4126199157709334,0.07241003750815307,0.118128274285779,0.05504229432972068,0.1780058028100204,0.025020656460945322,0.1558793298613669,0.4122471797018161,0.26293318415477823,0.2805692055920897,0.27594789814952986,0.2560113740037601,0.2560113740037601,0.29672497107785945,0.35847053750235963,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.31602976437046465,0.3784071000756579,0.3784071000756579,0.23831401088648665,0.2560113740037601
PS,1.7133687222225316,-4.054019254030407,-0.33326463642568005,-4.019099385248078,0.1096740870503915,-4.792125306282209,1.1547091351505516,1.677654436508246,1.6019862903713127,1.592058247463754,1.3486915287577563,1.599511076878834,1.599511076878834,1.52649711128797,1.6016665945629571,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.5341362500360156,1.296702055555865,1.296702055555865,1.6339956859644424,1.599511076878834
rCIP,2.9015621170033503,5.1857845325052985,6.6046077505252976e-21,3.5263205815887324,0.5379143318000006,3.5729101246135473,1.2806827968311855e-21,7.778860760561026e-108,5.493002116316015e-05,2.2611815444633422e-05,9.536590415181124e-12,0.00015019174482008068,0.00015019174482008068,2.0767212627318624e-05,8.384368905647673e-39,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,2.37971621282218e-05,0.05118649924991675,0.05118649924991675,0.00041055496104145295,0.00015019174482008068
WB,0.9038317564329731,0.02022612772218834,0.008183373856761399,0.1005505602973313,0.02372641214658594,0.24331208205362687,0.06131675628292084,0.017763849109973903,0.1537772610233628,0.14780538281698302,0.10298039406597449,0.17927672229667707,0.17927672229667707,0.16142907315405403,0.05309441535935224,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.15629684154295137,1.2542083696136448,1.2542083696136448,0.18859816251038417,0.17927672229667707
XB,0.11067327629791507,0.18876739679439394,0.043187925273722366,0.44106761925169485,0.193158991440672,0.7226165825534145,0.02509692765607358,0.0021588011071148844,0.04372468592767111,0.04139776207281662,0.03474821784596409,0.050694457972761335,0.050694457972761335,0.04798636077210481,0.006313301202284251,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.04420963284498215,0.1175820346512792,0.1175820346512792,0.051335642705118395,0.050694457972761335
SSE,0.0008786662299491168,0.12780539595430962,0.07016211425191042,0.7547174196320822,0.4083217602930126,2.1674554970859123,1.4848046511027906,0.43962192060920113,4.1759272876752656,4.002420221229266,2.753307560856724,5.019840163778008,5.019840163778008,4.521411035992472,2.0800433961088007,5.269095523013269,5.269095523013269,5.269095523013269,4.349928564257168,34.333868793360296,34.333868793360296,5.269095523013269,5.019840163778008
RS,0.39946164471202444,0.9883778233329747,0.9944917608285679,0.936703565481587,0.9793318609233366,0.893630648222832,0.9483354264725464,0.9818571097901152,0.8610087356572568,0.8660937734549938,0.904553342681184,0.8418218042464912,0.8418218042464912,0.8562683946793369,0.9540644097742842,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8607539318322868,0.47686462349244796,0.47686462349244796,0.8343243760152184,0.8418218042464912
DH,0.33533950136958296,0.03388725340501959,0.026442760968314372,0.07723974299193309,0.05780666530775332,0.09401447931751172,0.09575533058195053,0.058227552853430814,0.15847254142649655,0.15606071873414593,0.13221227040106118,0.16729134264767356,0.16729134264767356,0.16041667406721238,0.08893601339991035,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.15836588971415963,0.26914591378741726,0.26914591378741726,0.17049143996010255,0.16729134264767356
B,0.3036874701614787,0.0030087225573934688,0.0014675049953063492,0.01772858252816232,0.005272741459862977,0.05099530857189539,0.017066855404695394,0.004383558534776169,0.03399227721254186,0.03287181840375417,0.02539973923565691,0.03863755561512769,0.03863755561512769,0.035573319315134716,0.01236080342138924,0.04028428066493812,0.04028428066493812,0.04028428066493812,0.03456745964790461,0.19131992078852209,0.19131992078852209,0.04028428066493812,0.03863755561512769
BH,0.00043933311497455844,0.015975674494288702,0.023387371417303477,0.08385749107023135,0.1361072534310042,0.24082838856510133,0.49493488370093014,0.21981096030460057,1.391975762558422,1.3341400737430884,0.9177691869522415,1.6732800545926698,1.6732800545926698,1.507137011997491,1.0400216980544004,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.4499761880857227,17.166934396680144,17.166934396680144,1.7563651743377564,1.6732800545926698
D,1.0146291229821032,0.30757390664835454,0.965023174674705,0.25935005480653084,0.3624115598222982,0.20747880867444254,1.4268845012985798,6.222705196758701,1.040106332467272,1.1042930288665045,1.2141738259723267,0.887827957152728,0.887827957152728,0.9385064391881389,3.1007819705950577,0.8479175246346566,0.8479175246346566,0.8479175246346566,0.9677069358283235,0.7358144638479023,0.7358144638479023,0.8479175246346566,0.887827957152728
H,0.19183140549198746,0.35251444171067453,0.02858116967793642,0.935916012617233,0.31217927204065526,1.006849171274671,0.04484740971625033,0.004438714543898042,0.10243020577035102,0.09795494431064998,0.07812524377019592,0.11511893762195927,0.11511893762195927,0.10716102091737384,0.0111314853338416,0.11842598902974627,0.11842598902974627,0.11842598902974627,0.10141156032880787,0.13868913727024065,0.13868913727024065,0.11842598902974627,0.11511893762195927
DBCV,0.9439631781577283,0.8953952838422502,0.9886310095373766,0.5011555298871894,0.8382754087549723,0.568519087604407,0.9828942226040825,0.996968618163076,0.9333116712873117,0.9384353837042029,0.971096529907595,0.9055727626130999,0.9055727626130999,0.9172065677714776,0.9944912540295806,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.9167632097767805,0.5956036226422669,0.5956036226422669,0.8450448571690441,0.9055727626130999
I,0.0010337497640264906,40.826133282182916,226.90587486598903,6.471968133580199,88.89552742266899,2.3927243423359976,29.642424141338875,149.65569625179654,10.52325165776472,10.834930113295318,16.375309324756135,9.364676897004625,9.364676897004625,10.339328991667509,52.81193912004455,8.968504656412035,8.968504656412035,8.968504656412035,10.5255385671891,1.7444687399030128,1.7444687399030128,8.968504656412035,9.364676897004625
C,0.04336793183742636,0.003917182129219481,7.164750669753065e-05,0.010138476337741007,0.004610054354229563,0.015820868688560228,0.0,0.0,0.0007962331430681541,0.0005000642806893592,1.7689373169690928e-05,0.0016108154658527516,0.0016108154658527516,0.0010084941653644148,0.0,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.0008042028095031451,0.12412250449124322,0.12412250449124322,0.002459031824672656,0.0016108154658527516
CDbw,5.5619201437596315,17.62086922648982,32.83388399120362,5.985360728767632,7.1904132006175345,4.100457758624204,1.518681001320899,4.340011070042321,0.31845670360626865,0.3353529678956503,0.6248852972117916,0.28003596342731113,0.28003596342731113,0.29880470702156864,1.1465038974029162,0.2256276315621977,0.2256276315621977,0.2256276315621977,0.31894931703643686,0.2541034495616103,0.2541034495616103,0.2256276315621977,0.28003596342731113
VIASCKDE,0.12310002378997333,0.44154014490440663,0.6322015480729574,0.5232069430233052,0.6203466181711665,0.5148051840784705,0.6409258273405132,0.6478369912623098,0.5838144526217214,0.5678501841808723,0.5939257605496473,0.580064208763758,0.580064208763758,0.5919235893193168,0.6091822216795799,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.5737165162501613,0.5178066797090575,0.5178066797090575,0.5725118494263874,0.580064208763758
COP,0.32719438037263504,0.25592948110061303,0.15214572123888032,0.17680852386517817,0.23929534566160224,0.20749922572364907,0.15266668752340617,0.1963585015698028,0.19780501199047568,0.19307397871637397,0.15863451716181598,0.2053418437165705,0.2053418437165705,0.198683752130142,0.23751382037627933,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.1943498081412613,0.308830275423335,0.308830275423335,0.20809618191163484,0.2053418437165705
Sym,27.287711444906133,4.914279454290449,26.056017202091773,0.6567545321557062,5.740241335918595,0.2810685975752741,1.4857731080771757,5.580385697175381,0.5949111920522174,0.6465901758914597,0.8230869398106349,0.5005438354648831,0.5005438354648831,0.5335114194235633,1.746876718070486,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.5841848200587334,0.17855514554822088,0.17855514554822088,0.4701048460358776,0.5005438354648831
CS,0.6914350747603784,0.24883559238790287,0.11410966772915702,0.5374072114823498,0.2382616995440495,0.7069673025226674,0.30174923316362734,0.11099998681097187,0.4509900525041603,0.4369164866577606,0.3907411217972724,0.4923827462119811,0.4923827462119811,0.4711390800540343,0.180950605926173,0.5034509649946578,0.5034509649946578,0.5034509649946578,0.45845434261429463,0.5753800438127671,0.5753800438127671,0.5034509649946578,0.4923827462119811
SF,0.6248049431583327,0.5798030891396937,0.7063144547493669,0.4569354916746482,0.6786602745530887,0.4244121724389691,0.6235677601375511,0.755612482718905,0.5435055092000469,0.5459234732188454,0.5747494673376121,0.533824045509929,0.533824045509929,0.541419834706973,0.7219282631488282,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.5433297812808964,0.4737020404413559,0.4737020404413559,0.5303645382540405,0.533824045509929
SD,17828.814220134765,504.7180584064977,146.37695105676573,886.8420957649689,489.5412292261566,1464.9315409994997,1270.5317341150324,520.6129426131843,4483.439348213018,4293.992476117411,2684.699129334841,5475.069360387237,5475.069360387237,4873.817898442777,1470.3257386484995,5792.1132777586545,5792.1132777586545,5792.1132777586545,4693.969344246312,27596.826519045277,27596.826519045277,5792.1132777586545,5475.069360387237
SDbw,2.0739777156058694,0.4080729814890107,0.6687497973423305,0.2133772097444222,0.39110242528327965,0.3009416378203142,0.017672218279839523,0.009245454259605258,0.15355350562800807,0.1385192221788269,0.05397582889008535,0.1722216996223599,0.1722216996223599,0.15285411746529926,0.022875612902420118,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.14023846299072834,1.3834235830589776,1.3834235830589776,0.1876556526914152,0.1722216996223599
XB*,0.13411043925392532,0.3308140338079503,0.059386520255148,0.9010458342532219,0.31211863649301375,1.3138028506593782,0.038264550372975346,0.002618333385174853,0.0647204756045372,0.059388328214774064,0.045714973440386816,0.07544401203954904,0.07544401203954904,0.06668285684678124,0.008805885758801998,0.07884625706098959,0.07884625706098959,0.07884625706098959,0.059388328214774064,0.155364466771065,0.155364466771065,0.07884625706098959,0.07544401203954904
S,0.5040739532317755,0.7444158150511754,0.9129608637819784,0.523187628747931,0.6767207392740217,0.41797595496971324,0.8411123684106766,0.940168876754181,0.7561907209286365,0.7613109845472741,0.799657851593448,0.7401813844382653,0.7401813844382653,0.7534437117836444,0.9018582036658721,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.7571001590855042,0.550763285679637,0.550763285679637,0.7327978734142281,0.7401813844382653
DB,0.5946406275404702,0.37070571201719027,0.15981293420638268,0.6487056366137894,0.5462241296527431,0.6190662733450175,0.20762625224074918,0.08384817387877128,0.33995849875990897,0.33578863769118533,0.2873810443663711,0.35752724392849117,0.35752724392849117,0.34231126311985083,0.12666942346909588,0.36547732282820505,0.36547732282820505,0.36547732282820505,0.33987196294654876,0.43045120050266855,0.43045120050266855,0.36547732282820505,0.35752724392849117
CH,11.06400602637111,2429.672046861781,4582.462032944535,839.1300829204768,2908.1514547461234,462.36914768254127,1834.735018938628,5179.057727322429,1082.7348522920063,1116.3328212769347,1398.3244219064286,970.5666065896451,970.5666065896451,1049.9967365744815,2825.155884753112,930.5498932967442,930.5498932967442,930.5498932967442,1074.8777668282728,188.16650065307658,188.16650065307658,930.5498932967442,970.5666065896451
AD-S,0.6115704345868159,0.7708880087773994,0.9489110256954116,0.5830000603806573,0.6078495761675795,0.5588766359582465,0.9475297170941098,0.9755861007823216,0.84269230918344,0.8437555774932052,0.8988826080568928,0.8321264222748406,0.8321264222748406,0.8431983704496495,0.9647449252269582,0.7303496942359567,0.7303496942359567,0.7303496942359567,0.840336281660879,0.689351546628231,0.689351546628231,0.7303496942359567,0.8321264222748406
AD-DB,0.7724284495453138,0.613040377804903,0.1640313554256433,0.9300479530901744,1.015451316025227,0.9840919897207008,0.12355027874449871,0.0501900257558288,0.34681842930903106,0.34495541700746474,0.22242853094885554,0.3699571472113045,0.3699571472113045,0.3374455549961435,0.0669082508801253,0.5557920729088219,0.5557920729088219,0.5557920729088219,0.35021492733467907,0.4770244019890991,0.4770244019890991,0.5557920729088219,0.3699571472113045
AD-CH,11.708872020966004,264.865400151042,328.3058158135137,109.60211582000984,491.72118334202764,81.05620783473314,736.6623138191992,831.0053437840992,266.37149959215844,267.42046553813714,415.19390849414845,257.6311463046121,257.6311463046121,277.1229107867815,890.5934285583955,196.91576988592294,196.91576988592294,196.91576988592294,267.90959554681234,264.5353783731406,264.5353783731406,196.91576988592294,257.6311463046121
AD-idea,0.8138630886377868,882.4586012501793,469.292950994092,59.26970029465829,34.00869103960632,17.922743602758626,5113.504707635378,1631.1651672488172,301.31913805265305,303.9949118753667,854.7726859508093,264.2492528122288,264.2492528122288,303.5959500949778,890.4667515504121,91.65191582134743,91.65191582134743,91.65191582134743,289.3274684743159,25.984135197888303,25.984135197888303,91.65191582134743,264.2492528122288
