,labels_data4_MeanShift_params1,labels_data4_MeanShift_params10,labels_data4_MeanShift_params11,labels_data4_MeanShift_params12,labels_data4_MeanShift_params13,labels_data4_MeanShift_params14,labels_data4_MeanShift_params15,labels_data4_MeanShift_params16,labels_data4_MeanShift_params17,labels_data4_MeanShift_params18,labels_data4_MeanShift_params19,labels_data4_MeanShift_params2,labels_data4_MeanShift_params20,labels_data4_MeanShift_params21,labels_data4_MeanShift_params22,labels_data4_MeanShift_params23,labels_data4_MeanShift_params24,labels_data4_MeanShift_params25,labels_data4_MeanShift_params26,labels_data4_MeanShift_params27,labels_data4_MeanShift_params28,labels_data4_MeanShift_params29,labels_data4_MeanShift_params3,labels_data4_MeanShift_params30,labels_data4_MeanShift_params4,labels_data4_MeanShift_params5,labels_data4_MeanShift_params6,labels_data4_MeanShift_params7,labels_data4_MeanShift_params8,labels_data4_MeanShift_params9
BH,0.2518107277068276,15.076165020856152,21.8232132023134,14.941579505726049,14.89806983542181,14.89806983542181,14.6776055750011,15.076165020856152,21.67032593754293,53.03808493779239,21.72858454915261,0.23506167744371756,21.72858454915261,53.01445397175674,53.01445397175674,53.00370552269969,53.00370552269969,53.00370552269969,55.965744055075035,53.03808493779239,26.703274747680016,52.999390327504855,1.7754640932407615,54.67430565595926,2.602177231370072,9.634899860039713,9.917507409087921,14.89806983542181,14.89806983542181,14.6776055750011
D,0.1384727300205866,0.19389937768234997,0.18559301037896378,0.19943872485213832,0.1978844912626646,0.1978844912626646,0.19371189435851194,0.19389937768234997,0.18562446685291628,0.3642104312358396,0.18812265468331898,0.1384727300205866,0.18812265468331898,0.3652865998523669,0.3652865998523669,0.357628291252181,0.357628291252181,0.357628291252181,0.3049493542149169,0.3642104312358396,0.25899513235944716,0.3581753736215977,0.24808957421787398,0.3262330672401327,0.30180025364521074,0.2517882535296443,0.2572201987264205,0.1978844912626646,0.1978844912626646,0.19371189435851194
H,3.1714265824518253,0.6366108585334638,0.47359374603599963,0.6403303141656378,0.6430038157991206,0.6430038157991206,0.6808071712276769,0.6366108585334638,0.46460271380157864,0.14500312077675898,0.4676124041541583,3.6268337491315386,0.4676124041541583,0.1461074059605062,0.1461074059605062,0.14655427466265097,0.14655427466265097,0.14655427466265097,0.17990864239710086,0.14500312077675898,0.48444762238534383,0.14718158732838038,1.1934770012373674,0.17080807829562927,1.2054365903155309,0.8448177564934406,0.829085032876218,0.6430038157991206,0.6430038157991206,0.6808071712276769
DBCV,-0.6858274451361988,-0.5765941730553319,-0.4829214904388932,-0.4813168029588881,-0.5712707502146641,-0.5712707502146641,-0.575910791768471,-0.5765941730553319,-0.941504699781414,-0.8404718928724377,-0.5481269066564549,-0.6924502536930394,-0.5481269066564549,-0.7701842559966969,-0.7701842559966969,-0.8105356299179508,-0.8105356299179508,-0.8105356299179508,-0.9699712482783944,-0.8404718928724377,-0.9765122643128733,-0.8414524480550415,-0.8361241184416903,-0.9636790235172774,-0.85870102755723,-0.9475475525020338,-0.9355516141176611,-0.5712707502146641,-0.5712707502146641,-0.575910791768471
I,0.8734191763259893,1.3468194713310706,1.2541860544712902,1.333721578604004,1.3417307815219583,1.3417307815219583,1.3067093902350297,1.3468194713310706,1.2549809407181372,1.220430362012896,1.2584737442913303,0.8235393588455375,1.2584737442913303,1.2169936280898428,1.2169936280898428,1.2152951590018004,1.2152951590018004,1.2152951590018004,1.0498468589363443,1.220430362012896,0.8584539082762143,1.213164853678136,1.0657878869453217,1.1002688383450068,0.9927764479147482,1.0548951235510002,1.0846939797700403,1.3417307815219583,1.3417307815219583,1.3067093902350297
C,0.011452140642309566,0.05170106095725498,0.05494962470210721,0.05186391033313852,0.05108337370477058,0.05108337370477058,0.051879179833466224,0.05170106095725498,0.05450136193960225,0.039273060803640396,0.054529695765803826,0.012385774416257234,0.054529695765803826,0.03931029960650976,0.03931029960650976,0.039422491283462,0.039422491283462,0.039422491283462,0.05514946334182705,0.039273060803640396,0.05982793913255384,0.039481793921545986,0.024822676412248324,0.048976503061505576,0.03203939453077515,0.045764485798056094,0.046477251821521216,0.05108337370477058,0.05108337370477058,0.051879179833466224
CDbw,0.927014449095918,0.046928432644809344,0.024661185298411003,0.031951343370809314,0.04132862698613122,0.04132862698613122,0.04585215217150868,0.046928432644809344,0.021332142541092888,0.01155766787371003,0.0205137619230783,0.9122504455358655,0.0205137619230783,0.010736527395854139,0.010736527395854139,0.010812696029331485,0.010812696029331485,0.010812696029331485,0.012283227175386076,0.01155766787371003,0.2631299315164465,0.012193060302982894,0.5778714766141624,0.01048157117138271,0.6186902537493953,0.2541206398408647,0.25082300282115233,0.04132862698613122,0.04132862698613122,0.04585215217150868
VIASCKDE,0.558155851037585,0.7183600377743588,0.7334673408568385,0.7192620819782872,0.7156109579456122,0.7156109579456122,0.7186019433760578,0.7183600377743588,0.7344694221147643,0.7824645203074154,0.7268511870331279,0.5371714769367653,0.7268511870331279,0.7817227073757881,0.7817227073757881,0.7814489001298637,0.7814489001298637,0.7814489001298637,0.7699230822112276,0.7824645203074154,0.7520554218546348,0.7801413811191656,0.6544661855070152,0.7721497756106804,0.6523780324465304,0.6878104971688762,0.6865378513170061,0.7156109579456122,0.7156109579456122,0.7186019433760578
COP,0.34143553260979426,0.297557604469376,0.23955102836366066,0.29531368575057493,0.29390553706135775,0.29390553706135775,0.29831720894668107,0.297557604469376,0.23573320437604814,0.22379691652081185,0.23814361613835414,0.3363762592623601,0.23814361613835414,0.2235552188669567,0.2235552188669567,0.22344871069674788,0.22344871069674788,0.22344871069674788,0.22434831429607163,0.22379691652081185,0.2284402599100482,0.2233498763179774,0.3237320921311095,0.2231092995403074,0.281432685248255,0.2992270291483831,0.2980916207064649,0.29390553706135775,0.29390553706135775,0.29831720894668107
Sym,0.07550071567383483,0.03610412880596382,0.03464830543259046,0.036897174151171136,0.035505257248677445,0.035505257248677445,0.037038254601842076,0.03610412880596382,0.031872533295049625,0.059774720026077255,0.03450235148711632,0.07324109072030793,0.03450235148711632,0.05894131271163435,0.05894131271163435,0.05797779053151986,0.05797779053151986,0.05797779053151986,0.025432283621660657,0.059774720026077255,0.04605477577580019,0.05565703935013768,0.062274740741877506,0.029629871285881113,0.05673688852159424,0.04182670799355104,0.04197615988411846,0.035505257248677445,0.035505257248677445,0.037038254601842076
CS,0.987215748452637,1.164641623286117,1.2529015243630157,1.1784282608376695,1.1784987334341799,1.1784987334341799,1.2072770745395487,1.164641623286117,1.2539867691080557,0.8774657822546139,1.2521116010906888,1.030592426592616,1.2521116010906888,0.8809659163084941,0.8809659163084941,0.8817866909933725,0.8817866909933725,0.8817866909933725,0.9345177415554277,0.8774657822546139,1.2428158620840197,0.8832320297086678,0.9747843355194831,0.9243772401148816,1.035080163967153,1.1861631181774426,1.1653278890508774,1.1784987334341799,1.1784987334341799,1.2072770745395487
SF,0.19395324226349386,0.37807594130747124,0.43839260844947114,0.38032738416623524,0.37826324149491575,0.37826324149491575,0.37920454747420473,0.37807594130747124,0.4389149965161562,0.4870982690180383,0.4387320226648167,0.18559069876242584,0.4387320226648167,0.48660050242807473,0.48660050242807473,0.4863946888447299,0.4863946888447299,0.4863946888447299,0.4694668317315015,0.4870982690180383,0.40634018280105877,0.4860858079651945,0.271448528969212,0.4741004909964063,0.2764978575213458,0.3317544367102633,0.3284385354289002,0.37826324149491575,0.37826324149491575,0.37920454747420473
SD,4927111.506660343,43553152.306710824,50857610.55332607,43057462.61225103,43402459.95152377,43402459.95152377,43340059.98220431,43553152.306710824,50218381.41990847,80396926.56517275,50657833.03758007,4817611.114560886,50657833.03758007,80795222.42539573,80795222.42539573,80958150.34411865,80958150.34411865,80958150.34411865,93533827.24851929,80396926.56517275,62209825.12580869,81081606.98366024,14629186.941284694,89764265.36397198,17535970.262087926,38005624.03030344,38847165.40847022,43402459.95152377,43402459.95152377,43340059.98220431
SDbw,0.1243503316163491,0.6633746133344075,0.9310230842871009,0.6846799628459457,0.6707962478819658,0.6707962478819658,0.6885629888730072,0.6633746133344075,0.9095260545525297,0.7898098674368519,0.9225233001806779,0.1295560270366839,0.9225233001806779,0.793887824706422,0.793887824706422,0.7962904742623019,0.7962904742623019,0.7962904742623019,0.9377116728080543,0.7898098674368519,0.8069385760702157,0.7967026180659734,0.2848260657174314,0.9041024592010325,0.3140331873104964,0.6285103100153832,0.6152146915992773,0.6707962478819658,0.6707962478819658,0.6885629888730072
XB*,1.348518678209275,0.31674273849931145,0.27480593387186003,0.3300348121518231,0.3237742939763815,0.3237742939763815,0.36601152855968966,0.31674273849931145,0.29093349067927865,0.09534302946122653,0.27621421087794445,1.376741798187306,0.27621421087794445,0.09489004622553955,0.09489004622553955,0.09477288994869998,0.09477288994869998,0.09477288994869998,0.11024810176997384,0.09534302946122653,0.24915357214867054,0.09448600847558748,0.40957741639988965,0.09825053130693635,0.39318991939429054,0.3072307321816837,0.26496700906413284,0.3237742939763815,0.3237742939763815,0.36601152855968966
S,0.3918642119853696,0.45618356723356807,0.5053307677162004,0.45662451857309505,0.45605546287914783,0.45605546287914783,0.45914852935600164,0.45618356723356807,0.5055044612103274,0.6385921908842835,0.5062716221616794,0.3734640592297839,0.5062716221616794,0.638139074663734,0.638139074663734,0.6379287903716746,0.6379287903716746,0.6379287903716746,0.6072281778700069,0.6385921908842835,0.45015592994359566,0.6375172912373519,0.45099727326348293,0.6173293318800205,0.41470183604956634,0.4242062906269994,0.4249524363266825,0.45605546287914783,0.45605546287914783,0.45914852935600164
DB,0.7190473565253419,0.7584764668060621,0.7332845473533901,0.7597916446576298,0.7611081567590705,0.7611081567590705,0.7785284663983705,0.7584764668060621,0.7259059572577397,0.48466620887967193,0.72833479697858,0.752367959136449,0.72833479697858,0.4866552586849546,0.4866552586849546,0.4875363401351294,0.4875363401351294,0.4875363401351294,0.5509269782459253,0.48466620887967193,0.8504431937365832,0.4886900921411129,0.6354105870115168,0.5336167898858817,0.6818954617753208,0.8172433443316629,0.8091574046583832,0.7611081567590705,0.7611081567590705,0.7785284663983705
CH,3209.7596599483754,1800.520006390674,2450.8826201635275,1819.7285715544404,1826.0126742447067,1826.0126742447067,1858.4269986230781,1800.520006390674,2471.6909385459094,2646.337714627627,2463.7272720721953,3137.3560555655354,2463.7272720721953,2647.9621625716277,2647.9621625716277,2648.701515380679,2648.701515380679,2648.701515380679,2455.6964801219797,2646.337714627627,1911.8787398067516,2648.9984287745683,2289.864358691066,2537.2747681278074,1924.9751216427958,1751.3503426474927,1694.3558346153497,1826.0126742447067,1826.0126742447067,1858.4269986230781
AD-S,0.10260500520068637,0.5086576317982412,0.5205173119446924,0.5105409032369904,0.5019030891445498,0.5019030891445498,0.5017636167374834,0.5086576317982412,0.50611646900134,0.5319905954571601,0.5145845968449555,0.10182189162723115,0.5145845968449555,0.5314147154016368,0.5314147154016368,0.5311997402018729,0.5311997402018729,0.5311997402018729,0.47763612247990833,0.5319905954571601,0.358681362561569,0.5306238601463493,0.047788820979932194,0.48625652393616153,0.1151310578832241,0.4363761601260301,0.4402781894140083,0.5019030891445498,0.5019030891445498,0.5017636167374834
AD-DB,1.951837879700925,1.4520736681235649,0.920685100790177,1.4308236828842311,1.444542317385079,1.444542317385079,1.4179088390642562,1.4520736681235649,0.9348513169912737,0.8680095140157417,0.9265914134741603,1.9393079396727602,0.9265914134741603,0.8710079368189946,0.8710079368189946,0.8724250745521038,0.8724250745521038,0.8724250745521038,0.9814545538807565,0.8680095140157417,1.5132847754896526,0.8741020085764721,2.0719895974453157,0.9645598776619002,2.063337598976019,1.7397450717186893,1.750551090216371,1.444542317385079,1.444542317385079,1.4179088390642562
AD-CH,108.4968591615153,647.9299732482606,968.5217789780434,649.133064999283,641.2855164269588,641.2855164269588,648.221237748794,647.9299732482606,951.5277824894555,1215.4244089340623,962.6386434754161,103.30734030765463,962.6386434754161,1217.4440951300003,1217.4440951300003,1218.5480869094865,1218.5480869094865,1218.5480869094865,1234.9560314513446,1215.4244089340623,583.0167093160524,1219.1810978621622,215.78021023713208,1231.012071307377,238.13144605761354,446.44571179661887,445.0849457505553,641.2855164269588,641.2855164269588,648.221237748794
AD-idea,1.7305988746528118,5.117582515330074,9.14628470940748,4.783853898503564,4.35903949165158,4.35903949165158,4.668573411062266,5.117582515330074,7.615698092612297,4.464024451510187,8.87827092750011,1.7268107572342468,8.87827092750011,4.3406192872851825,4.3406192872851825,4.428098024609878,4.428098024609878,4.428098024609878,2.932524169890076,4.464024451510187,2.987561889273267,4.327733355395682,0.9126887282557503,3.205682453561561,1.0493388512079385,5.105668324945105,5.612415865742574,4.35903949165158,4.35903949165158,4.668573411062266
