,labels_mk2_DBSCAN_params1,labels_mk2_DBSCAN_params11,labels_mk2_DBSCAN_params12,labels_mk2_DBSCAN_params16,labels_mk2_DBSCAN_params17,labels_mk2_DBSCAN_params18,labels_mk2_DBSCAN_params2,labels_mk2_DBSCAN_params21,labels_mk2_DBSCAN_params22,labels_mk2_DBSCAN_params23,labels_mk2_DBSCAN_params24,labels_mk2_DBSCAN_params26,labels_mk2_DBSCAN_params27,labels_mk2_DBSCAN_params28,labels_mk2_DBSCAN_params29,labels_mk2_DBSCAN_params31,labels_mk2_DBSCAN_params32,labels_mk2_DBSCAN_params33,labels_mk2_DBSCAN_params34,labels_mk2_DBSCAN_params6,labels_mk2_DBSCAN_params7
BARI,-0.0002768241344366323,-0.0007764854452556543,0.001594175077978355,0.05020685195973356,0.04983830440439674,-0.0008607075843003099,0.0005285536197466095,0.24918500688528603,0.21912413197382405,0.06980052502361274,0.0007549776663322289,0.24918500688528603,0.24918500688528603,0.1527160620477559,0.003687279689215547,0.7019892156682173,0.7019892156682173,0.33586987329356577,0.004795116503295236,0.0023833158368545427,-0.0002601688107090513
