,labels_x1_DBSCAN_params11,labels_x1_DBSCAN_params16,labels_x1_DBSCAN_params17,labels_x1_DBSCAN_params21,labels_x1_DBSCAN_params22,labels_x1_DBSCAN_params26,labels_x1_DBSCAN_params27,labels_x1_DBSCAN_params28,labels_x1_DBSCAN_params31,labels_x1_DBSCAN_params32,labels_x1_DBSCAN_params33,labels_x1_DBSCAN_params36,labels_x1_DBSCAN_params37,labels_x1_DBSCAN_params38,labels_x1_DBSCAN_params39,labels_x1_DBSCAN_params41,labels_x1_DBSCAN_params42,labels_x1_DBSCAN_params43,labels_x1_DBSCAN_params44,labels_x1_DBSCAN_params46,labels_x1_DBSCAN_params47,labels_x1_DBSCAN_params48,labels_x1_DBSCAN_params49
VMI,0.12918623650437525,0.42250923573696586,0.34806464345955823,0.5320937229353613,0.5093727565582067,0.6930052130465953,0.6876608504718213,0.5964013748932777,0.9086890964642886,0.9004802685002925,0.822383834893735,0.982239060915419,0.982239060915419,0.9521262412941238,0.9142008100622241,1.0,1.0,1.0,0.9449336148381347,0.6858199512932353,0.6858199512932353,1.0,0.982239060915419
