,labels_dense_DBSCAN_params1,labels_dense_DBSCAN_params11,labels_dense_DBSCAN_params12,labels_dense_DBSCAN_params16,labels_dense_DBSCAN_params21,labels_dense_DBSCAN_params22,labels_dense_DBSCAN_params26,labels_dense_DBSCAN_params27,labels_dense_DBSCAN_params31,labels_dense_DBSCAN_params32,labels_dense_DBSCAN_params36,labels_dense_DBSCAN_params37,labels_dense_DBSCAN_params38,labels_dense_DBSCAN_params41,labels_dense_DBSCAN_params42,labels_dense_DBSCAN_params43,labels_dense_DBSCAN_params46,labels_dense_DBSCAN_params49,labels_dense_DBSCAN_params55,labels_dense_DBSCAN_params6,labels_dense_DBSCAN_params7
ARI_nn,0.0,0.25992821246659686,0.0,0.9781323877068558,0.8827897788347913,1.0,0.8222889550236712,0.9835417387436366,0.8400185062728105,0.7632044638515254,0.8966752898962737,0.8886129960617158,0.8993877748307146,0.9311788585197399,0.9587648009145728,0.955553229367216,0.0012340855367294708,0.8986346948141349,0.5444402783348739,0.0,0.0
