,labels_s4_DBSCAN_params1,labels_s4_DBSCAN_params10,labels_s4_DBSCAN_params11,labels_s4_DBSCAN_params12,labels_s4_DBSCAN_params13,labels_s4_DBSCAN_params14,labels_s4_DBSCAN_params15,labels_s4_DBSCAN_params16,labels_s4_DBSCAN_params17,labels_s4_DBSCAN_params18,labels_s4_DBSCAN_params19,labels_s4_DBSCAN_params20,labels_s4_DBSCAN_params5,labels_s4_DBSCAN_params6,labels_s4_DBSCAN_params7,labels_s4_DBSCAN_params8,labels_s4_DBSCAN_params9
AMI,0.008572646923754663,0.2558402136034042,0.20316802739940792,0.16371202572684088,0.5291602771941841,0.4586299322869988,0.4110479890755063,0.3780617692730368,0.015635115043587125,0.02483060614090375,0.16208139106147626,0.45984434889897324,0.18364007016548375,0.11199660021022585,0.07198698178739464,0.05229440502140689,0.3597674790608394
