,labels_x1_HDBSCAN_params1,labels_x1_HDBSCAN_params10,labels_x1_HDBSCAN_params11,labels_x1_HDBSCAN_params12,labels_x1_HDBSCAN_params13,labels_x1_HDBSCAN_params14,labels_x1_HDBSCAN_params15,labels_x1_HDBSCAN_params16,labels_x1_HDBSCAN_params17,labels_x1_HDBSCAN_params18,labels_x1_HDBSCAN_params19,labels_x1_HDBSCAN_params2,labels_x1_HDBSCAN_params20,labels_x1_HDBSCAN_params21,labels_x1_HDBSCAN_params22,labels_x1_HDBSCAN_params23,labels_x1_HDBSCAN_params24,labels_x1_HDBSCAN_params25,labels_x1_HDBSCAN_params26,labels_x1_HDBSCAN_params27,labels_x1_HDBSCAN_params28,labels_x1_HDBSCAN_params29,labels_x1_HDBSCAN_params3,labels_x1_HDBSCAN_params30,labels_x1_HDBSCAN_params31,labels_x1_HDBSCAN_params32,labels_x1_HDBSCAN_params33,labels_x1_HDBSCAN_params34,labels_x1_HDBSCAN_params35,labels_x1_HDBSCAN_params36,labels_x1_HDBSCAN_params37,labels_x1_HDBSCAN_params38,labels_x1_HDBSCAN_params39,labels_x1_HDBSCAN_params4,labels_x1_HDBSCAN_params40,labels_x1_HDBSCAN_params41,labels_x1_HDBSCAN_params42,labels_x1_HDBSCAN_params43,labels_x1_HDBSCAN_params44,labels_x1_HDBSCAN_params45,labels_x1_HDBSCAN_params46,labels_x1_HDBSCAN_params47,labels_x1_HDBSCAN_params48,labels_x1_HDBSCAN_params49,labels_x1_HDBSCAN_params5,labels_x1_HDBSCAN_params50,labels_x1_HDBSCAN_params51,labels_x1_HDBSCAN_params52,labels_x1_HDBSCAN_params53,labels_x1_HDBSCAN_params54,labels_x1_HDBSCAN_params55,labels_x1_HDBSCAN_params56,labels_x1_HDBSCAN_params57,labels_x1_HDBSCAN_params58,labels_x1_HDBSCAN_params59,labels_x1_HDBSCAN_params6,labels_x1_HDBSCAN_params60,labels_x1_HDBSCAN_params61,labels_x1_HDBSCAN_params62,labels_x1_HDBSCAN_params63,labels_x1_HDBSCAN_params7,labels_x1_HDBSCAN_params8,labels_x1_HDBSCAN_params9
cSIL,,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,,,,,,,,,,,,,,0.9208127016017342,0.9208127016017342,0.9593422711859748,,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,,,,,,,,,,,,,,0.9208127016017342,0.9208127016017342,,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9208127016017342,,,,0.9208127016017342,,,,,0.9208127016017342,0.9593422711859748,0.9593422711859748
GD43,,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,,,,,,,,,,,,,,2.0630893750829036,2.0630893750829036,6.856792571588086,,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,,,,,,,,,,,,,,2.0630893750829036,2.0630893750829036,,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,2.0630893750829036,,,,2.0630893750829036,,,,,2.0630893750829036,6.856792571588086,6.856792571588086
GD53,,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,,,,,,,,,,,,,,0.3784071000756579,0.3784071000756579,0.23831401088648665,,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,,,,,,,,,,,,,,0.3784071000756579,0.3784071000756579,,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.3784071000756579,,,,0.3784071000756579,,,,,0.3784071000756579,0.23831401088648665,0.23831401088648665
PS,,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,,,,,,,,,,,,,,1.296702055555865,1.296702055555865,1.6339956859644424,,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,,,,,,,,,,,,,,1.296702055555865,1.296702055555865,,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.296702055555865,,,,1.296702055555865,,,,,1.296702055555865,1.6339956859644424,1.6339956859644424
rCIP,,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,,,,,,,,,,,,,,0.05118649924991675,0.05118649924991675,0.00041055496104145295,,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,,,,,,,,,,,,,,0.05118649924991675,0.05118649924991675,,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.05118649924991675,,,,0.05118649924991675,,,,,0.05118649924991675,0.00041055496104145295,0.00041055496104145295
WB,,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,,,,,,,,,,,,,,1.2542083696136448,1.2542083696136448,0.18859816251038417,,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,,,,,,,,,,,,,,1.2542083696136448,1.2542083696136448,,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,1.2542083696136448,,,,1.2542083696136448,,,,,1.2542083696136448,0.18859816251038417,0.18859816251038417
XB,,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,,,,,,,,,,,,,,0.1175820346512792,0.1175820346512792,0.051335642705118395,,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,,,,,,,,,,,,,,0.1175820346512792,0.1175820346512792,,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.1175820346512792,,,,0.1175820346512792,,,,,0.1175820346512792,0.051335642705118395,0.051335642705118395
SSE,171.61584761936197,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,298.9783026053521,298.9783026053521,298.9783026053521,298.9783026053521,298.9783026053521,171.61584761936197,298.9783026053521,282.2523866623908,171.61584761936197,171.61584761936197,171.61584761936197,171.61584761936197,171.61584761936197,34.333868793360296,34.333868793360296,5.269095523013269,171.61584761936197,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,298.9783026053521,298.9783026053521,298.9783026053521,298.9783026053521,171.61584761936197,298.9783026053521,298.9783026053521,282.2523866623908,171.61584761936197,171.61584761936197,171.61584761936197,171.61584761936197,171.61584761936197,34.333868793360296,34.333868793360296,171.61584761936197,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,34.333868793360296,298.9783026053521,298.9783026053521,298.9783026053521,34.333868793360296,298.9783026053521,298.9783026053521,298.9783026053521,282.2523866623908,34.333868793360296,5.269095523013269,5.269095523013269
RS,,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,,,,,,,,,,,,,,0.47686462349244796,0.47686462349244796,0.8343243760152184,,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,,,,,,,,,,,,,,0.47686462349244796,0.47686462349244796,,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.47686462349244796,,,,0.47686462349244796,,,,,0.47686462349244796,0.8343243760152184,0.8343243760152184
DH,0.30882236101750565,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.30882236101750565,0.22723270722532526,0.32016470392141516,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.26914591378741726,0.26914591378741726,0.17049143996010255,0.30882236101750565,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.30882236101750565,0.22723270722532526,0.22723270722532526,0.32016470392141516,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.30882236101750565,0.26914591378741726,0.26914591378741726,0.30882236101750565,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.26914591378741726,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.26914591378741726,0.22723270722532526,0.22723270722532526,0.22723270722532526,0.32016470392141516,0.26914591378741726,0.17049143996010255,0.17049143996010255
