,labels_wine_MeanShift_params1,labels_wine_MeanShift_params10,labels_wine_MeanShift_params11,labels_wine_MeanShift_params12,labels_wine_MeanShift_params13,labels_wine_MeanShift_params14,labels_wine_MeanShift_params15,labels_wine_MeanShift_params16,labels_wine_MeanShift_params17,labels_wine_MeanShift_params18,labels_wine_MeanShift_params2,labels_wine_MeanShift_params21,labels_wine_MeanShift_params22,labels_wine_MeanShift_params25,labels_wine_MeanShift_params26,labels_wine_MeanShift_params3,labels_wine_MeanShift_params4,labels_wine_MeanShift_params5,labels_wine_MeanShift_params6,labels_wine_MeanShift_params7,labels_wine_MeanShift_params8,labels_wine_MeanShift_params9
BARI,0.8042563353998277,0.2843447506939283,0.27787925077613124,0.2843447506939283,0.32343356916801386,0.3071478371064868,0.28758446547502564,0.2843447506939283,0.280863049750439,0.2838618212156038,0.8032368597854213,0.280863049750439,0.2838618212156038,0.280863049750439,0.2838618212156038,0.8772526741985177,0.8303197469158796,0.329410024785559,0.3001346395446149,0.32343356916801386,0.3071478371064868,0.28758446547502564
