,labels_s2_MeanShift_params1,labels_s2_MeanShift_params10,labels_s2_MeanShift_params11,labels_s2_MeanShift_params12,labels_s2_MeanShift_params13,labels_s2_MeanShift_params14,labels_s2_MeanShift_params15,labels_s2_MeanShift_params16,labels_s2_MeanShift_params17,labels_s2_MeanShift_params18,labels_s2_MeanShift_params19,labels_s2_MeanShift_params2,labels_s2_MeanShift_params20,labels_s2_MeanShift_params27,labels_s2_MeanShift_params28,labels_s2_MeanShift_params3,labels_s2_MeanShift_params37,labels_s2_MeanShift_params38,labels_s2_MeanShift_params4,labels_s2_MeanShift_params5,labels_s2_MeanShift_params6,labels_s2_MeanShift_params7,labels_s2_MeanShift_params8,labels_s2_MeanShift_params9
ARI_nn,0.8817575490834939,0.31861291103812583,0.3642949681350788,0.3642949681350788,0.5060308940512062,0.5070715413011834,0.36424407558559924,0.31861291103812583,0.28395005554474595,0.18243048792692432,0.3631440873465509,0.8817575490834939,0.21803564106917073,0.3603561906530324,0.4029168510981011,0.8820604517109676,0.28991058942436904,0.19260909229517081,0.8755941074150032,0.5722885727990166,0.5622460521350372,0.5060308940512062,0.5070715413011834,0.36424407558559924
