,labels_target_MeanShift_params1,labels_target_MeanShift_params10,labels_target_MeanShift_params11,labels_target_MeanShift_params12,labels_target_MeanShift_params13,labels_target_MeanShift_params14,labels_target_MeanShift_params15,labels_target_MeanShift_params16,labels_target_MeanShift_params17,labels_target_MeanShift_params18,labels_target_MeanShift_params19,labels_target_MeanShift_params2,labels_target_MeanShift_params20,labels_target_MeanShift_params21,labels_target_MeanShift_params22,labels_target_MeanShift_params23,labels_target_MeanShift_params24,labels_target_MeanShift_params25,labels_target_MeanShift_params26,labels_target_MeanShift_params27,labels_target_MeanShift_params28,labels_target_MeanShift_params29,labels_target_MeanShift_params3,labels_target_MeanShift_params30,labels_target_MeanShift_params31,labels_target_MeanShift_params32,labels_target_MeanShift_params4,labels_target_MeanShift_params5,labels_target_MeanShift_params6,labels_target_MeanShift_params7,labels_target_MeanShift_params8,labels_target_MeanShift_params9
VMI,0.5763987909663751,0.6044442776280599,0.6316111380135696,0.6044442776280599,0.6074212526244003,0.5956461176500727,0.6316111380135696,0.6044442776280599,0.6172460790691371,0.6198385466835378,0.6319471521989374,0.5561050448615725,0.6052262468523061,0.6321907057611431,0.6181275181640264,0.6754916714348177,0.6323330944960589,0.6316337629693395,0.6038529558057514,0.6758352603218335,0.6318053246039917,0.40184858983973465,0.5838188088194659,0.3992670582832023,0.23024983637474863,0.23024983637474863,0.5765340816821984,0.6181593621690596,0.5978063422171065,0.6074212526244003,0.5956461176500727,0.6316111380135696
