,labels_dense_SpectralClustering_params1,labels_dense_SpectralClustering_params10,labels_dense_SpectralClustering_params11,labels_dense_SpectralClustering_params12,labels_dense_SpectralClustering_params13,labels_dense_SpectralClustering_params14,labels_dense_SpectralClustering_params15,labels_dense_SpectralClustering_params16,labels_dense_SpectralClustering_params17,labels_dense_SpectralClustering_params18,labels_dense_SpectralClustering_params19,labels_dense_SpectralClustering_params2,labels_dense_SpectralClustering_params20,labels_dense_SpectralClustering_params21,labels_dense_SpectralClustering_params22,labels_dense_SpectralClustering_params23,labels_dense_SpectralClustering_params24,labels_dense_SpectralClustering_params25,labels_dense_SpectralClustering_params26,labels_dense_SpectralClustering_params27,labels_dense_SpectralClustering_params28,labels_dense_SpectralClustering_params29,labels_dense_SpectralClustering_params3,labels_dense_SpectralClustering_params30,labels_dense_SpectralClustering_params31,labels_dense_SpectralClustering_params32,labels_dense_SpectralClustering_params33,labels_dense_SpectralClustering_params34,labels_dense_SpectralClustering_params35,labels_dense_SpectralClustering_params36,labels_dense_SpectralClustering_params4,labels_dense_SpectralClustering_params5,labels_dense_SpectralClustering_params6,labels_dense_SpectralClustering_params7,labels_dense_SpectralClustering_params8,labels_dense_SpectralClustering_params9
H,0.18559461088056275,0.18170068598232164,0.1904657354154331,0.18170068598232164,0.7488870793269394,0.7702724694335392,0.8214649957775435,0.8838586704096194,0.8263490258580395,0.8934543471148667,0.5048230396980118,0.18559461088056275,0.5518874250014965,0.5048230396980118,0.5518874250014965,0.5048230396980118,0.5518874250014965,1.2302399383849325,1.276351684216923,1.1924779885208825,1.1924779885208825,1.197555252148964,0.18337232989306668,1.2018955241636413,0.6430923292583524,0.6216469574089196,0.6430923292583524,0.6216469574089196,0.6430923292583524,0.6216469574089196,0.18337232989306668,0.1809003221274088,0.1809003221274088,0.1904657354154331,0.18170068598232164,0.1904657354154331
DBCV,0.5672553440100585,-0.7518328322625077,-0.7938026341823659,-0.7518328322625077,-0.7164310290050913,-0.8438670074491489,-0.48628245390308505,-0.48688426362096054,-0.4424243256483626,-0.43013302503161205,-0.7958292440316262,0.5672553440100585,-0.8559232636129334,-0.7958292440316262,-0.8559232636129334,-0.7958292440316262,-0.8559232636129334,-0.8388204591381601,-0.8131495022905386,-0.7958544947081242,-0.7958544947081243,-0.887047342608987,0.5546031914075266,-0.8164297647410256,0.11980907618290514,0.14300851348754187,0.11980907618290514,0.14300851348754187,0.11980907618290514,0.14300851348754187,0.5546031914075266,0.5622627571997697,0.5622627571997698,-0.7938026341823659,-0.7518328322625077,-0.7938026341823659
I,2.0909101406193082,2.221981348227885,2.0062735702059618,2.221981348227885,0.8032690054946293,0.7844059436042508,1.0133648736951033,1.0454381578690382,1.013036306833705,1.045218383998851,1.2188231977159087,2.0909101406193082,1.6834043135742252,1.2188231977159087,1.6834043135742252,1.2188231977159087,1.6834043135742252,1.160652300165505,1.2134008220201877,1.1973836527236943,1.1973836527236943,1.2708096411958552,2.1380584110221146,1.2706790818796967,2.1869281499941566,2.035872929541262,2.1869281499941566,2.035872929541262,2.1869281499941566,2.035872929541262,2.1380584110221146,2.1929970260166503,2.1929970260166503,2.0062735702059618,2.221981348227885,2.0062735702059618
C,0.07497021415841076,0.043601329377083886,0.03923805176675736,0.043601329377083886,0.26057099294579683,0.2566045691542794,0.2334072633601738,0.22875344657949695,0.23485219401260624,0.23155309465939247,0.04544319887060977,0.07497021415841076,0.03023089975482114,0.04544319887060977,0.03023089975482114,0.04544319887060977,0.03023089975482114,0.150285248954588,0.14829588412942396,0.14669181691202485,0.14669181691202485,0.14698661683190659,0.06983984627197826,0.147598406883847,0.024624192780031973,0.022988061708429562,0.024624192780031973,0.022988061708429562,0.024624192780031973,0.022988061708429562,0.06983984627197826,0.0641458766965506,0.0641458766965506,0.03923805176675736,0.043601329377083886,0.03923805176675736
CDbw,0.18446841133281905,0.06572510803215423,0.04173770088706022,0.06572510803215423,0.3126318122405552,0.43142575231657804,1.3971682338761402,2.3247753332521706,1.2859874518812522,2.1274012695538502,0.06577135331509348,0.16624765652098825,0.05891832817275999,0.06577135331509348,0.05891832817275999,0.06577135331509348,0.05891832817275999,0.373706843992322,1.5644613800305136,0.32741117018866,0.5742580643871956,0.7071311081629221,0.18301499160315735,0.6788581837479738,0.1943284629038099,0.23256230482301118,0.1943284629038099,0.23256230482301118,0.1943284629038099,0.23256230482301118,0.17272363121261242,0.1660908491083068,0.12382134507271436,0.04173770088706022,0.06572510803215423,0.04173770088706022
VIASCKDE,0.5931116647906841,0.5802277296210526,0.5739732716105841,0.5802277296210526,0.4060440245799974,0.41605587112855597,0.48013432206449574,0.4779592576556599,0.4638265128595496,0.455217825451103,0.566747410258487,0.5931116647906841,0.5761271263543275,0.566747410258487,0.5761271263543275,0.566747410258487,0.5761271263543275,0.4620975906328738,0.45311335039421485,0.4636851652116592,0.4636851652116592,0.45282708718410747,0.5926009448586043,0.44639346418449655,0.5833729778749662,0.59829240330662,0.5833729778749662,0.59829240330662,0.5833729778749662,0.59829240330662,0.5926009448586043,0.5934045325408246,0.5934045325408246,0.5739732716105841,0.5802277296210526,0.5739732716105841
COP,0.18805241356150673,0.17822059592654205,0.18401453476231164,0.17822059592654205,0.2595610182446652,0.25852157095031464,0.2106010586664224,0.21239107664352183,0.21228780581891726,0.21590138629668004,0.18059051657839362,0.18805241356150673,0.15522844708201997,0.18059051657839362,0.15522844708201997,0.18059051657839362,0.15522844708201997,0.2026843916631631,0.2130933087251799,0.19435900240146567,0.19435900240146567,0.1961006122865237,0.1602671252837698,0.19797742262116202,0.1584819155080207,0.14909872367190177,0.1584819155080207,0.14909872367190177,0.1584819155080207,0.14909872367190177,0.1602671252837698,0.16201957828187374,0.16201957828187374,0.18401453476231164,0.17822059592654205,0.18401453476231164
Sym,0.08602869214651152,0.06916047049313842,0.05476524737268956,0.06916047049313842,0.03401924918032215,0.0328867067792362,0.05934441241221606,0.059328317146438186,0.05933948635763433,0.05933986959323955,0.03724442784261028,0.08602869214651152,0.059131661913102526,0.03724442784261028,0.059131661913102526,0.03724442784261028,0.059131661913102526,0.06348386594835952,0.06272854237506885,0.0612598176006344,0.0612598176006344,0.06429172440821695,0.08746735768143485,0.06430293422007494,0.0803018560664753,0.07892452582723584,0.0803018560664753,0.07892452582723584,0.0803018560664753,0.07892452582723584,0.08746735768143485,0.08717127836304282,0.08717127836304282,0.05476524737268956,0.06916047049313842,0.05476524737268956
CS,0.7658717524958266,0.902592657729337,0.9897710517713871,0.902592657729337,1.5300639066560662,1.5722251224403994,1.552885837790176,1.5473633235491087,1.5537236428144046,1.5491069701592406,1.1592754812913282,0.7658717524958266,1.1259923883160725,1.1592754812913282,1.1259923883160725,1.1592754812913282,1.1259923883160725,1.9085352020113138,1.8804909769717644,1.8747078859323578,1.8747078859323583,1.8762325183940713,0.849428793333623,1.876520012779134,1.0095070933950876,1.0492545528878645,1.0095070933950876,1.0492545528878645,1.0095070933950876,1.0492545528878645,0.849428793333623,0.8440818665534412,0.8440818665534412,0.9897710517713871,0.902592657729337,0.9897710517713871
SF,0.4953764161653553,0.48657760033931685,0.4711752345118414,0.48657760033931685,0.3454851530226053,0.344378486219868,0.4657385503719845,0.46546369200115034,0.46560095379117794,0.46511525958316036,0.36782743980320565,0.4953764161653553,0.38608533097168685,0.36782743980320565,0.38608533097168685,0.36782743980320565,0.38608533097168685,0.3690385936308528,0.3691708520253344,0.37189516994661675,0.37189516994661675,0.37360742909496525,0.49568124779418465,0.37347462572297585,0.3055272616158088,0.32540580398818386,0.3055272616158088,0.32540580398818386,0.3055272616158088,0.32540580398818386,0.49568124779418465,0.49630007327282466,0.49630007327282466,0.4711752345118414,0.48657760033931685,0.4711752345118414
SD,544815.9430665664,541457.3064471914,566826.1120428711,541457.3064471914,699617.5427633435,713913.3866699917,364277.27192153345,360840.01829147304,364385.133356317,361094.1893900269,449636.4838871477,544815.9430665664,423628.9145337064,449636.4838871477,423628.9145337064,449636.4838871477,423628.9145337064,342082.2139752437,350550.44344491774,351849.9926754112,351849.9926754112,348426.57534732064,542553.8460370203,348503.2978619654,378953.4042683635,344211.00274208304,378953.4042683635,344211.00274208304,378953.4042683635,344211.00274208304,542553.8460370203,536665.2283126095,536665.2283126095,566826.1120428711,541457.3064471914,566826.1120428711
SDbw,0.5922787727129204,0.6015704230848917,0.6420646824474057,0.6015704230848917,1.3964321517902676,1.4161929116760519,0.9901472439195438,0.9748305760355307,0.9969764546403348,0.9889489219666041,0.7937817152064574,0.5922787727129204,0.7327894407061775,0.7937817152064574,0.7327894407061775,0.7937817152064574,0.7327894407061775,0.7933720614212606,0.8081749470655958,0.7905733270442665,0.7905733270442665,0.7945243866312587,0.5909706721901722,0.7984067452912502,0.7481956646266679,0.8262366348671928,0.7481956646266679,0.8262366348671928,0.7481956646266679,0.8262366348671928,0.5909706721901722,0.5750436154084843,0.5750436154084843,0.6420646824474057,0.6015704230848917,0.6420646824474057
XB*,0.22366115076761878,0.1904932428333195,0.17532726670971832,0.1904932428333195,1.4106477225953662,1.50409598813465,45.17072388395295,44.978428392273905,45.349239385242875,45.249660950232176,0.29811926381746734,0.22366115076761878,0.36651241742717405,0.29811926381746734,0.36651241742717405,0.29811926381746734,0.36651241742717405,32.06928909906993,28.38584925475869,30.258110821738434,30.258110821738434,30.166185257843463,0.21789543214560894,30.233167114294694,0.3095448850004866,0.28830315264068,0.3095448850004866,0.28830315264068,0.3095448850004866,0.28830315264068,0.21789543214560894,0.21304056314811345,0.21304056314811345,0.17532726670971832,0.1904932428333195,0.17532726670971832
S,0.6605512452209734,0.6762830729823408,0.6658386232855034,0.6762830729823408,0.2234577053752407,0.2284869134441556,0.3330676063178227,0.32336548010085736,0.3334670296169294,0.32494479706175455,0.5917880274395246,0.6605512452209734,0.6194482529457069,0.5917880274395246,0.6194482529457069,0.5917880274395246,0.6194482529457069,0.28696311873027897,0.311967968514179,0.29922170850308866,0.29922170850308866,0.29515244561160725,0.6647110887113147,0.295815612331695,0.6030166943440273,0.6179220755475383,0.6030166943440273,0.6179220755475383,0.6030166943440273,0.6179220755475383,0.6647110887113147,0.6697579967333362,0.6697579967333362,0.6658386232855034,0.6762830729823408,0.6658386232855034
DB,0.46757248763500403,0.4824751522532295,0.5148796826904714,0.4824751522532295,1.078003819818601,1.1010696936955706,0.838051302480315,0.8854039753572082,0.842824293271972,0.8963600235438784,0.7965627966686079,0.46757248763500403,0.8595554397602175,0.7965627966686079,0.8595554397602175,0.7965627966686079,0.8595554397602175,1.0958901404751125,1.1156763559823537,1.066124291782561,1.066124291782561,1.0685597790543238,0.4660527744560235,1.0718713335366443,0.8127103688879846,0.7983779385117734,0.8127103688879846,0.7983779385117734,0.8127103688879846,0.7983779385117734,0.4660527744560235,0.4637643746677764,0.4637643746677764,0.5148796826904714,0.4824751522532295,0.5148796826904714
CH,441.37818604773247,503.75254328027705,492.2723955833279,503.75254328027705,145.60503349744783,146.3206399148453,227.45173921468853,233.778316241693,227.46114539976162,233.80059913866134,357.87294660414796,441.37818604773247,441.9814524352744,357.87294660414796,441.9814524352744,357.87294660414796,441.9814524352744,280.3934685760707,288.6695536456046,288.23464807904094,288.23464807904094,288.8356305570241,453.72197997456817,288.8551066096918,387.51456174349147,425.91466494618703,387.51456174349147,425.91466494618703,387.51456174349147,425.91466494618703,453.72197997456817,466.3156499776903,466.3156499776903,492.2723955833279,503.75254328027705,492.2723955833279
AD-S,0.6954928845265065,0.6587309878166836,0.603369050925518,0.6587309878166836,0.09803465877079842,0.09670239764058824,0.24958758566693937,0.2466873256104665,0.24957810228235983,0.24666835884130736,0.42725134384098884,0.6954928845265065,0.4726113751099375,0.42725134384098884,0.4726113751099375,0.42725134384098884,0.4726113751099375,0.04860535000512249,0.1089347694118275,0.04847628102241488,0.04847628102241488,0.04566822525148634,0.6971532558007035,0.04565874186690678,0.48574880056623665,0.498135525938063,0.48574880056623665,0.498135525938063,0.48574880056623665,0.498135525938063,0.6971532558007035,0.6942533613069858,0.6942533613069858,0.603369050925518,0.6587309878166836,0.603369050925518
AD-DB,0.6375107039268431,0.7157742741318677,0.8136606343724209,0.7157742741318677,2.013036784352899,2.0282876443144224,2.2054677608676623,2.4218173731071135,2.2134081943745443,2.4447764318819565,1.6594163485929319,0.6375107039268431,1.6244522074750243,1.6594163485929319,1.6244522074750243,1.6594163485929319,1.6244522074750243,2.5430126877313173,2.1452969318974455,2.594148388070061,2.594148388070061,2.7385423790208114,0.6407440359158265,2.7446334917370043,2.087295809657136,1.884664397492271,2.087295809657136,1.884664397492271,2.087295809657136,1.884664397492271,0.6407440359158265,0.6483419958634967,0.6483419958634967,0.8136606343724209,0.7157742741318677,0.8136606343724209
AD-CH,508.127464860694,490.6689994161755,442.91345399722564,490.6689994161755,137.8563625430809,137.76243067295317,253.48135792263886,252.9145306627591,253.48118689093363,252.9141909232848,212.25031170421465,508.127464860694,232.07799502664622,212.25031170421465,232.07799502664622,212.25031170421465,232.07799502664622,159.8728132678263,163.45581765375906,163.95132498089293,163.9513249808929,166.79344982552527,510.66067357165736,166.7933381793179,165.99295327736053,168.99552592058143,165.99295327736053,168.99552592058143,165.99295327736053,168.99552592058143,510.66067357165736,509.51420186628246,509.5142018662825,442.91345399722564,490.6689994161755,442.91345399722564
AD-idea,28.512462917257295,11.701483530995471,6.498649835345808,11.701483530995471,12.965842732027292,12.40173383946866,1.9653452706912746,1.973209238070066,1.9620464476900654,1.9667220605918074,3.8264702842147464,28.512462917257295,6.944111519083704,3.8264702842147464,6.944111519083704,3.8264702842147464,6.944111519083704,1.1442544124419318,1.5296003781951488,1.1716620064340295,1.1716620064340295,1.138037103188509,25.706422351655743,1.13621375025684,7.474105248133286,12.523126744329371,7.474105248133286,12.523126744329371,7.474105248133286,12.523126744329371,25.706422351655743,22.566941265351915,22.566941265351915,6.498649835345808,11.701483530995471,6.498649835345808
