,labels_yeast_DBSCAN_params16,labels_yeast_DBSCAN_params21,labels_yeast_DBSCAN_params26,labels_yeast_DBSCAN_params27,labels_yeast_DBSCAN_params31,labels_yeast_DBSCAN_params32,labels_yeast_DBSCAN_params33,labels_yeast_DBSCAN_params36,labels_yeast_DBSCAN_params37,labels_yeast_DBSCAN_params38,labels_yeast_DBSCAN_params41,labels_yeast_DBSCAN_params46,labels_yeast_DBSCAN_params47,labels_yeast_DBSCAN_params51,labels_yeast_DBSCAN_params52
VMI,0.003527639020398436,0.011282711102683661,0.03989572242085803,0.008818386140201228,0.15563903722293945,0.09113356043360014,0.035968477261404515,0.05291915236700701,0.08674980186403822,0.06252000685566415,0.04548048674018825,0.03485378617536108,0.02662499121603111,0.06380143814258975,0.048114795824615426
