,labels_ionosphere_DBSCAN_params36,labels_ionosphere_DBSCAN_params46,labels_ionosphere_DBSCAN_params51,labels_ionosphere_DBSCAN_params52
FMI,0.7034536283847656,0.6669098417382793,0.5225118816400974,0.5950731996677957
